id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,endDate,secondNationality,secondNationalityId,knownName
41dpaf86yifqltfknko0ow9yi,Marko,Soldo,Marko,Soldo,Male,M. Soldo,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2003-11-22,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,right,14.0,2025-06-26Z,active,yes,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
4212luiyivgvje1vm1ojieicq,Gabriel,Vidović,Gabriel,Vidovic,Male,G. Vidović,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2003-12-01,Augsburg,Germany,36min0qztu8eydwvpv8t1is0m,180.0,75.0,right,10.0,2025-06-26Z,active,yes,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN
4jnxys8qlg4busx87d2ssgnbo,Leon,Jakirović,Leon,Jakirovic,Male,L. Jakirović,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2008-01-16,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,86.0,2024-05-17Z,active,yes,NaN,NaN,NaN,NaN
4jpwo30o4qp53k59oxvuj90k4,Sergi,Domínguez Viloria,Sergi,Domínguez,Male,Sergi Domínguez,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,2005-04-01,Barcelona,Spain,49ih1pwv3ahshdf8uzrimi54c,188.0,78.0,right,36.0,2025-06-30Z,active,yes,NaN,NaN,NaN,NaN
59xj48aye2j1zgz3wqm6tteqd,Danijel,Jumić,Danijel,Jumic,Male,D. Jumić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,assistant coach,1986-06-27,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,174.0,NaN,NaN,NaN,2024-09-26Z,active,yes,NaN,NaN,NaN,NaN
5t3gy4g25ny7lrrvfxp7nmhp0,Fran,Topić,Fran,Topic,Male,F. Topić,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2004-03-20,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,30.0,2025-06-26Z,active,yes,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
6bv3aso9wybjffk2md4gr026s,Moreno,Živković,Moreno,Zivkovic,Male,M. Živković,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2004-05-22,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,2.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
81ugn04dq218l3yximasj6kmh,Bruno,Goda,Bruno,Goda,Male,B. Goda,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1998-04-17,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,182.0,83.0,left,3.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
8glds5eomgq4dzlkn4dc1ysb9,Ivan,Filipović,Ivan,Filipovic,Male,I. Filipović,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1994-11-13,Slavonski brod,Croatia,37hlakrwxyuzovaeoo4sezusp,197.0,92.0,right,44.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
8ppp2y3f4kuwad3njqdmmq76d,Danijel,Zagorac,Danijel,Zagorac,Male,D. Zagorac,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1987-02-07,Drniš,Croatia,37hlakrwxyuzovaeoo4sezusp,186.0,80.0,right,1.0,2017-02-01Z,active,yes,NaN,NaN,NaN,NaN
90wyta6l6mfp2aa0egoqy5nxm,Mateo,Lisica,Mateo,Lisica,Male,M. Lisica,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2003-07-09,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,21.0,2025-06-26Z,active,yes,NaN,NaN,NaN,NaN
95970d8pyp4eg8h6c0e7jr23u,Nikola,Čavlina,Nikola,Cavlina,Male,N. Čavlina,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,2002-06-02,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,88.0,2025-01-10Z,active,no,2025-08-29Z,NaN,NaN,NaN
96yikwkvaqoblxfn43f4gswr9,Josip,Mišić,Josip,Misic,Male,J. Mišić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1994-06-28,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,178.0,71.0,right,27.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN
9hz4s6zmelmg4ix47xbre3q3t,Ronaël Julien,Pierre-Gabriel,Ronaël,Pierre-Gabriel,Male,R. Pierre-Gabriel,France,7gww28djs405rfga69smki84o,Defender,player,1998-06-13,Paris,France,7gww28djs405rfga69smki84o,177.0,76.0,right,18.0,2024-02-07Z,active,yes,NaN,Martinique,1eb70pvuqssbbg3yamdba5ie5,NaN
9pq2wn44lj2euuol8x42qrl78,Mounsef,Bakrar,Mounsef,Bakrar,Male,M. Bakrar,Algeria,1ayprcriqhb8iv10ch70clppu,Attacker,player,2001-01-13,NaN,Algeria,1ayprcriqhb8iv10ch70clppu,183.0,80.0,NaN,71.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN
aa39qmdltst984nw5q0pr8j8q,Niko,Galešić,Niko,Galesic,Male,N. Galešić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2001-03-26,NaN,Germany,36min0qztu8eydwvpv8t1is0m,182.0,NaN,NaN,15.0,2025-01-10Z,active,yes,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN
ataq08lvaj8i1jg5c5iqz81sk,Luka,Stojković,Luka,Stojkovic,Male,L. Stojković,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2003-10-28,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,7.0,2023-08-22Z,active,yes,NaN,NaN,NaN,NaN
atawelbstg96dp699p8b8e505,Miha,Zajc,Miha,Zajc,Male,M. Zajc,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,1994-07-01,Šempeter pri Gorici,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,180.0,76.0,right,8.0,2025-08-04Z,active,yes,NaN,NaN,NaN,NaN
bcx883fj4ra94k586139a0e8k,Raúl,Torrente Navarro,Raúl,Torrente,Male,Raúl Torrente,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,2001-09-11,San Javier,Spain,49ih1pwv3ahshdf8uzrimi54c,193.0,79.0,left,NaN,2024-07-04Z,active,yes,NaN,NaN,NaN,NaN
bh4a2zneilpvi1t7etuhkfl61,Gonzalo,Villar del Fraile,Gonzalo,Villar,Male,Gonzalo Villar,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1998-03-23,Murcia,Spain,49ih1pwv3ahshdf8uzrimi54c,181.0,73.0,right,6.0,2025-06-26Z,active,yes,NaN,NaN,NaN,NaN
bkonv3y0vn24mpn6j8abjtux,Dejan,Ljubičić,Dejan,Ljubicic,Male,D. Ljubičić,Austria,hcs1bd49qliqqity6o268jyt,Midfielder,player,1997-10-08,Wien,Austria,hcs1bd49qliqqity6o268jyt,187.0,74.0,right,77.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
br127bsi0f5esaofj8qwiwro4,Olof Matteo,Perez Vinlöf,Matteo,Perez Vinlöf,Male,M. Perez Vinlöf,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2005-12-18,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,22.0,2025-06-26Z,active,yes,NaN,Peru,2uib9hdovpcye4re2l3omr4dl,NaN
c0l4ollpl6wza36xqniwwbsgl,Mario,Kovačević,Mario,Kovacevic,Male,M. Kovačević,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,coach,1975-05-17,Jablanica,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,2025-06-04Z,active,yes,NaN,NaN,NaN,NaN
c1ebf5rijq4wtt6ge42iant1x,Dino,Perić,Dino,Peric,Male,D. Perić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1994-07-12,Osijek,Croatia,37hlakrwxyuzovaeoo4sezusp,197.0,84.0,left,55.0,2017-07-03Z,active,yes,NaN,NaN,NaN,NaN
cknjube5flk1r5ppqthj82c5,Ismaël,Bennacer,Ismaël,Bennacer,Male,I. Bennacer,Algeria,1ayprcriqhb8iv10ch70clppu,Midfielder,player,1997-12-01,Arles,France,7gww28djs405rfga69smki84o,175.0,70.0,left,4.0,2025-09-05Z,active,yes,2026-06-30Z,France,7gww28djs405rfga69smki84o,NaN
d34db94eoahfvjwnf7agp2044,Cardoso,Pinto Mandume Varela,Cardoso,Pinto Mandume Varela,Male,Cardoso Varela,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,2008-10-29,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,NaN,23.0,2025-06-16Z,active,yes,NaN,Angola,3k53bkrjx5zsxchc6e3mcd834,Cardoso Varela
dbmlud83n9r5mq1otkk80u238,Lovre,Kulušić,Lovre,Kulusic,Male,L. Kulušić,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2006-11-15,Šibenik,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,24.0,2025-06-26Z,active,no,2025-08-06Z,NaN,NaN,NaN
e9kodigw308jx81ds56f4jv85,Ivan,Nevistić,Ivan,Nevistic,Male,I. Nevistić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1998-07-31,Đakovo,Croatia,37hlakrwxyuzovaeoo4sezusp,195.0,85.0,right,33.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
ebry9igdjsuzktljtyauqbil1,Kévin,Théophile-Catherine,Kévin,Théophile-Catherine,Male,K. Théophile-Catherine,France,7gww28djs405rfga69smki84o,Defender,player,1989-10-28,Saint-Brieuc,France,7gww28djs405rfga69smki84o,183.0,86.0,right,28.0,2023-10-12Z,active,yes,NaN,Martinique,1eb70pvuqssbbg3yamdba5ie5,NaN
2ade0f9vpbbcbjf09dzimi7tg,Zvonimir,Josić,NaN,NaN,Male,Z. Josić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2006-08-29,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,35.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
2er86rep74dqzfegjimjmtces,Lovro,Dukić,NaN,NaN,Male,L. Dukić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2006-02-28,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,33.0,2025-07-31Z,active,yes,NaN,NaN,NaN,NaN
2kedgspgw4g8cinoapsc6bufp,Stefan,Perić,Stefan,Peric,Male,S. Perić,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1997-02-13,Salzburg,Austria,hcs1bd49qliqqity6o268jyt,185.0,80.0,right,45.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
4ur0lp5n4rjpcphu1owsuuuxg,David,Sim,NaN,NaN,Male,D. Sim,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2004-05-13,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,2025-07-01Z,active,no,2025-08-12Z,NaN,NaN,NaN
4wqyizece7yzpbshqw18gaga1,Iker,Pozo La Rosa,Iker,Pozo,Male,Iker Pozo,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,2000-08-06,Fuengirola,Spain,49ih1pwv3ahshdf8uzrimi54c,173.0,NaN,NaN,8.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
5byb20i0b89towxd54ex370et,Ante,Erceg,Ante,Erceg,Male,A. Erceg,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1989-12-12,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,179.0,76.0,right,50.0,2025-01-10Z,active,yes,NaN,NaN,NaN,NaN
5f1erzxtvzncvf1wtqnv3fgmh,Marijan,Čabraja,Marijan,Cabraja,Male,M. Čabraja,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1997-02-25,Pula,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,left,19.0,2025-07-10Z,active,yes,NaN,NaN,NaN,NaN
5flzo34gylxzbhhrbfopzn66s,Jakov,Gurlica,Jakov,Gurlica,Male,J. Gurlica,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2004-01-10,Zadar,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,6.0,2024-07-11Z,active,yes,NaN,NaN,NaN,NaN
5r73kuy4vdv1epvmzrhb6nskq,Mateo,Leš,Mateo,Les,Male,M. Leš,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2000-03-25,Virovitica,Croatia,37hlakrwxyuzovaeoo4sezusp,182.0,75.0,left,5.0,2023-07-06Z,active,yes,NaN,NaN,NaN,NaN
6nzv388p0t41i7uqx6p95f66s,Marko,Krnjić,NaN,NaN,Male,M. Krnjić,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,assistant coach,NaN,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,NaN,2022-11-28Z,active,yes,NaN,NaN,NaN,NaN
7qkoogt2mpaqmmwyjgdzqe6zt,Davor,Matijaš,Davor,Matijas,Male,D. Matijaš,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1999-08-23,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,188.0,78.0,right,71.0,2025-06-26Z,active,yes,NaN,NaN,NaN,NaN
7xwvdys6c6bo8os3iqa7pzgbu,Ognjen,Bakić,Ognjen,Bakic,Male,O. Bakić,Montenegro,1411jebgwo2ja1erogsq81lg9,Midfielder,player,2003-01-06,NaN,Montenegro,1411jebgwo2ja1erogsq81lg9,NaN,NaN,NaN,7.0,2025-08-08Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
7zl4by24ezs8qi00b9erqe1p0,Luka,Vrzić,Luka,Vrzic,Male,L. Vrzić,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2007-01-05,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,20.0,2024-04-12Z,active,yes,NaN,NaN,NaN,NaN
8k112dsbknyl1usuq1x11mwut,Mensur,Mujdža,Mensur,Mujdza,Male,M. Mujdža,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,assistant coach,1984-03-28,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,185.0,77.0,right,NaN,2025-02-28Z,active,yes,NaN,NaN,NaN,NaN
8nlphjo32zk03s0f96kbx1lnt,Jurica,Pršir,Jurica,Prsir,Male,J. Pršir,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2000-05-29,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,10.0,2020-10-16Z,active,yes,NaN,NaN,NaN,NaN
9kju0phqku5d9z9kddjkzajv8,Medin,Gashi,NaN,NaN,Male,M. Gashi,Kosovo,86u6edbqifdjsn49mbp2anw7p,Attacker,player,2006-02-01,NaN,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN,NaN,NaN,99.0,2024-09-04Z,active,yes,NaN,NaN,NaN,NaN
9mt7f0i8sl9lcver1u9qvvutx,Darijan,Radelić Žarkov,Darijan,Zarkov,Male,D. Žarkov,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1992-07-21,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,187.0,NaN,right,30.0,2025-01-28Z,active,yes,NaN,NaN,NaN,NaN
a73lby1wm6aiwyw12xrqshno4,Vanja,Pelko,NaN,NaN,Male,V. Pelko,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,2002-03-25,Zabok,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,29.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
abjhgtth3syehydrxpmnuzlnu,Karlo,Žiger,Karlo,Ziger,Male,K. Žiger,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,2001-05-11,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,1.0,2024-06-20Z,active,no,2025-08-29Z,NaN,NaN,NaN
azw0852wqgk6y7i3e5zavhgr8,Antonio,Ilić,Antonio,Ilic,Male,A. Ilić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2005-05-25,Leoben,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,NaN,87.0,2025-01-21Z,active,no,2025-08-21Z,Austria,hcs1bd49qliqqity6o268jyt,NaN
b7pknbmxeaiyhccj7fwy8e86h,Žan,Trontelj,Zan,Trontelj,Male,Ž. Trontelj,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,2000-01-21,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,NaN,22.0,2025-08-08Z,active,yes,2026-06-30Z,NaN,NaN,NaN
bsr2izjf2b61p8vxooks1l0d0,Fran,Kasumović,NaN,NaN,Male,F. Kasumović,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2007-06-16,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,98.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
cbxju36whh2f6gnbzsy5jaj2s,Luka,Kapulica,Luka,Kapulica,Male,L. Kapulica,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2005-01-18,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,23.0,2022-07-22Z,active,no,2025-09-04Z,NaN,NaN,NaN
ch7mmugggh4btmz5gi21bknv9,Ivan,Fiolić,Ivan,Fiolic,Male,I. Fiolić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1996-04-29,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,175.0,73.0,left,18.0,2024-01-10Z,active,yes,NaN,NaN,NaN,NaN
cnyawkb96gnait98zwp9gbxzp,Denis,Mojstrovič,NaN,NaN,Male,D. Mojstrovič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,assistant coach,1986-10-17,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,NaN,NaN,2025-02-28Z,active,yes,NaN,NaN,NaN,NaN
d093m8atjyey9vrqyakmisy6s,Elvir,Duraković,Elvir,Durakovic,Male,E. Duraković,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2000-02-07,Bugojno,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,32.0,2025-07-10Z,active,yes,NaN,NaN,NaN,NaN
d2ifi3myitnsd14yh45c2ue39,Jakov,Filipović,Jakov,Filipovic,Male,J. Filipović,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1992-10-17,Pećnik,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,190.0,86.0,NaN,4.0,2025-07-18Z,active,yes,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
dii4qplqyo40o2zi8o98sojro,Filip,Čuić,Filip,Cuic,Male,F. Čuić,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Attacker,player,2003-02-22,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,9.0,2025-01-10Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
ehj7oti18zqjimsnyiz1smevp,Domagoj,Pavičić,Domagoj,Pavicic,Male,D. Pavičić,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,1994-03-09,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,179.0,76.0,right,24.0,2025-07-28Z,active,yes,NaN,NaN,NaN,NaN
ekz6v26gdjjrx2ys7oh2obpjo,Ante,Kavelj,Ante,Kavelj,Male,A. Kavelj,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2005-08-26,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,36.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
evjsg6sagvnz4ddhy2od96pzo,Stjepan,Kučiš,NaN,NaN,Male,S. Kučiš,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2006-12-29,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,14.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
expwmepvc35rhxd8ldb2v326t,Mario,Carević,NaN,NaN,Male,M. Carević,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,coach,1982-03-29,Makarska,Croatia,37hlakrwxyuzovaeoo4sezusp,186.0,85.0,right,NaN,2024-10-15Z,active,yes,NaN,NaN,NaN,NaN
124myttw2y8hq8rf1t971mfh1,Anthony,Kalik,Anthony,Kalik,Male,A. Kalik,Australia,u5ieemi69z72c3bgczyy68lo,Midfielder,player,1997-11-05,Sydney,Australia,u5ieemi69z72c3bgczyy68lo,176.0,72.0,right,7.0,2022-08-26Z,active,yes,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN
1c7tr11lak5xwdw7s8b93zw7p,Marko,Livaja,Marko,Livaja,Male,M. Livaja,Croatia,37hlakrwxyuzovaeoo4sezusp,Attacker,player,1993-08-26,Split,Croatia,37hlakrwxyuzovaeoo4sezusp,182.0,80.0,both,10.0,2021-02-16Z,active,yes,NaN,NaN,NaN,NaN
1e77it93nx78uu157mmksd71l,Ismaël Jean Chester,Diallo,Ismaël,Diallo,Male,I. Diallo,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1997-01-29,Abidjan,Côte d'Ivoire,tin6kf561ywonqan0mettr98,178.0,74.0,left,5.0,2023-07-12Z,active,yes,NaN,NaN,NaN,NaN
1zo6iikznwkd2vuhqykt7jw7p,Filip,Uremović,Filip,Uremovic,Male,F. Uremović,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1997-02-11,Požega,Croatia,37hlakrwxyuzovaeoo4sezusp,184.0,81.0,right,NaN,2023-08-31Z,active,no,2025-08-02Z,NaN,NaN,NaN
2g5q9zvme411ot0rnwz92svtg,Marko,Capan,Marko,Capan,Male,M. Capan,Croatia,37hlakrwxyuzovaeoo4sezusp,Midfielder,player,2004-02-24,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,26.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
2i2l3qllpsukcph0zwt0r2y8l,Ivica,Ivušić,Ivica,Ivusic,Male,I. Ivušić,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1995-02-01,Rijeka,Croatia,37hlakrwxyuzovaeoo4sezusp,195.0,77.0,right,1.0,2025-07-14Z,active,yes,NaN,NaN,NaN,NaN
2jak0xxn0306bv6vv1z5vdjbo,Šimun,Hrgović,Simun,Hrgovic,Male,Š. Hrgović,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,2004-03-20,NaN,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN,NaN,32.0,2022-04-28Z,active,yes,NaN,NaN,NaN,NaN
