id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,knownName
8uvq88srclwb1303aev72iz8p,Erick,Ouma Otieno,Erick,Otieno,Male,E. Otieno,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,NaN,NaN,Midfielder,player,1996-09-27,Nyando,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,170.0,70.0,left,25.0,2020-01-11Z,2024-01-11Z,active,no,NaN
99i96gbkvesmh3wspv8rl1ln9,Anton János,Jönsson Salétros,Anton,Salétros,Male,A. Salétros,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Midfielder,player,1996-04-12,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,71.0,left,7.0,2023-07-08Z,NaN,active,yes,NaN
9yb0exf35kl3avhdnlhv23glx,Benjamin,Tiedemann Hansen,Benjamin,Hansen,Male,B. Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1994-02-07,Bogense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,73.0,right,16.0,2023-08-30Z,2023-12-31Z,active,no,NaN
a0vo94v0vvnojrnvvscd7zp3p,Bo Kristoffer,Nordfeldt,Kristoffer,Nordfeldt,Male,K. Nordfeldt,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1989-06-23,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,85.0,right,15.0,2021-08-09Z,NaN,active,yes,NaN
a0y5j0m5ax596rjqpbiizbwlx,Henning,Stille Berg,Henning,Berg,Male,H. Berg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,coach,1969-09-01,Eidsvoll,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,2023-07-02Z,2024-06-15Z,active,no,NaN
b11ffe62rpm020r3u6t1lhvx1,Mads,Døhr Thychosen,Mads,Thychosen,Male,M. Thychosen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1997-06-27,Vejle,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,65.0,right,17.0,2023-07-07Z,NaN,active,yes,NaN
b5efwfrqbzdfknrjq3agklvdg,Taha,Ayari,Taha,Ayari,Male,T. Ayari,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Midfielder,player,2005-05-10,Solna,Sweden,1z6l2c33w2kyz9rdefs1d68nb,177.0,70.0,right,45.0,2022-08-17Z,NaN,active,yes,NaN
cn1fq06cx1kaj0zbs98vjskb9,Jakup Jimmy,Durmaz,Jimmy,Durmaz,Male,J. Durmaz,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,1989-03-22,Örebro,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,69.0,left,21.0,2023-01-12Z,2024-01-23Z,active,no,Jimmy Durmaz
cnv6xdzm10qnklag4gbim6sph,Kyriakos,Stamatopoulos,Kyriakos,Stamatopoulos,Male,K. Stamatopoulos,Canada,1iaoypzp6syf32cz9l15pzp7e,Greece,6lpgd60z890no2v46zdecrcss,Goalkeeper,player,1979-08-28,Kalamata,Greece,6lpgd60z890no2v46zdecrcss,188.0,82.0,right,NaN,2011-01-28Z,2023-06-30Z,active,no,NaN
cwkz9uxtres4bockr3spd4hxx,Sotirios,Papagiannopoulos,Sotirios,Papagiannopoulos,Male,S. Papagiannopoulos,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Greece,6lpgd60z890no2v46zdecrcss,Defender,player,1990-09-05,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,82.0,right,4.0,2020-08-17Z,NaN,active,yes,NaN
dwq0cjzdbt6dvc81bq316c2cp,Bilal,Hussein,Bilal,Hussein,Male,B. Hussein,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Somalia,5f1civs919ytka0t5h6fperc2,Midfielder,player,2000-04-22,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,173.0,70.0,right,8.0,2017-08-23Z,2023-08-30Z,active,no,NaN
e3ked0g7shh0wf1owzzv5bkl,Goran Alexander,Sjöström Milošević,Alexander,Milosevic,Male,A. Milošević,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1992-01-30,Solna,Sweden,1z6l2c33w2kyz9rdefs1d68nb,191.0,82.0,right,5.0,2021-03-29Z,2024-12-31Z,active,no,NaN
eqb6cpeuwp3honnjx42vgrfca,Peter,Wennberg,Peter,Wennberg,Male,P. Wennberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,assistant coach,1975-12-04,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,NaN,2022-08-24Z,2023-12-31Z,active,no,NaN
eyqeg6wzhjibkt4zs5dfgzc9h,Dino,Beširović,Dino,Besirovic,Male,D. Beširović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Portugal,1nbm5i9a0403zzvltn17lxinc,Midfielder,player,1994-01-31,Viseu,Portugal,1nbm5i9a0403zzvltn17lxinc,179.0,75.0,left,19.0,2023-07-07Z,NaN,active,yes,NaN
gubh09rrhq7m48hfb8n3xkpg,Hugo Emil,Aviander,Hugo,Aviander,Male,H. Aviander,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-03-07,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,NaN,2023-03-30Z,2023-04-14Z,active,no,NaN
prvbf3gxwflgzxuvgvb7ls5x,Bersant,Celina,Bersant,Celina,Male,B. Celina,Kosovo,86u6edbqifdjsn49mbp2anw7p,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1996-09-09,Prizren,Kosovo,86u6edbqifdjsn49mbp2anw7p,181.0,60.0,right,8.0,2023-08-31Z,2023-12-31Z,active,no,NaN
reelt18o0lhvy8vl8h33glpl,Axel Erik Gustaf,Björnström,Axel,Björnström,Male,A. Björnström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1995-09-10,Danderyd,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,68.0,left,12.0,2022-03-09Z,2024-12-31Z,active,no,NaN
15nsr315qb7jhyeik47x9wrxm,Kristoffer,Lund Hansen,Kristoffer,Lund,Male,K. Lund,USA,7hr2f89v44y65dyu9k92vprwn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-05-14,Kerteminde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,65.0,left,25.0,2021-08-11Z,2023-08-21Z,active,no,NaN
1g0hx1y7bkrsbf4t9fag0xmy2,Aiham Hanz,Ousou,Aiham Hanz,Ousou,Male,Aiham Ousou,Syria,3tsnzfkszhsktmhsmwar1tvp8,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2000-01-09,Mölndal,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,86.0,right,4.0,2023-08-31Z,2023-12-31Z,active,no,Aiham Ousou
1zcdrs1te2d45waun40b71uz8,Charlie Joel,Axede,Charlie,Axede,Male,C. Axede,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,2005-09-10,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,NaN,NaN,31.0,2023-04-22Z,2024-03-21Z,active,no,NaN
35gounciadqplhg50z8pgno5,Samuel,Gustafson,Samuel,Gustafson,Male,S. Gustafson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1995-01-11,Mölndal,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,80.0,right,11.0,2021-07-15Z,2024-01-22Z,active,no,NaN
3durmgxmp7tzxsr234mlhot1,Simon,Gustafson,Simon,Gustafson,Male,S. Gustafson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,1995-01-11,Mölndal,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,80.0,left,14.0,2022-07-16Z,NaN,active,yes,NaN
3k9t74k0qctv5qvmkbcxwtoet,Per Johan Gustav,Hammar,Johan,Hammar,Male,J. Hammar,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1994-02-22,Malmö,Sweden,1z6l2c33w2kyz9rdefs1d68nb,197.0,84.0,right,3.0,2018-01-08Z,NaN,active,yes,NaN
41zyhxyx0b7x58xar7catcafp,Tobias Tigjani,Sana,Tobias,Sana,Male,T. Sana,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Midfielder,player,1989-07-11,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,174.0,72.0,right,22.0,2022-08-10Z,2023-12-18Z,active,no,NaN
4fkb8m4vdcyn1iwck0ukhofmc,Franklin Degaulle,Tebo Uchenna,Franklin,Tebo Uchenna,Male,F. Tebo Uchenna,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Defender,player,2000-01-15,Abuja,Nigeria,63pvdwrsiq5b07mzi8igqei9p,190.0,78.0,right,NaN,2021-08-07Z,2023-09-01Z,active,no,NaN
4ly7t29cozmc49wu7avkvv3yt,Jens Tobias,Carlsson,Tobias,Carlsson,Male,T. Carlsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1995-07-28,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,187.0,75.0,right,17.0,2022-12-01Z,2023-08-16Z,active,no,NaN
504qkt70jvof5yzffmwwo5c5x,Jacob,Barrett Laursen,Jacob,Laursen,Male,J. Laursen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1994-11-17,Arden,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,76.0,left,7.0,2023-08-21Z,NaN,active,yes,NaN
5rbr8z5frgawr2ykcmcxbbluy,Fredrik Oscar Olle,Uddenäs,Oscar,Uddenäs,Male,O. Uddenäs,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2002-08-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,75.0,left,19.0,2022-01-08Z,2023-07-29Z,active,no,NaN
5vht8haofl4093sc577yx2lii,Filip,Trpcevski,Filip,Trpcevski,Male,F. Trpcevski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2003-05-04,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,66.0,right,29.0,2021-01-01Z,2024-02-21Z,active,no,NaN
5xbrybr5fxvg6br9b6tq4a4fd,Lars,Olden Larsen,Lars,Olden Larsen,Male,L. Olden Larsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Attacker,player,1998-09-17,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,74.0,right,24.0,2022-03-19Z,2023-06-14Z,active,no,NaN
619vlbweueymdkq1vu3jm2mwa,Ibrahim,Sadiq,Ibrahim,Sadiq,Male,I. Sadiq,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Attacker,player,2000-05-07,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,167.0,68.0,right,37.0,2022-02-18Z,2023-09-01Z,active,no,NaN
620zi46ifanq9e9j7qaluzqvp,Johan Axel,Brattberg,Johan,Brattberg,Male,J. Brattberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,1996-12-28,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,198.0,93.0,NaN,1.0,2022-07-18Z,2024-02-02Z,active,no,NaN
6lykrd3hzedl7xljr167gow5x,Simon Christer,Sandberg,Simon,Sandberg,Male,S. Sandberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Defender,player,1994-03-25,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,186.0,77.0,right,13.0,2023-02-21Z,2024-07-27Z,active,no,NaN
6pnws0618dfug6udvka4wv9m2,Ishaq,Abdulrazak,Ishaq,Abdulrazak,Male,I. Abdulrazak,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,2002-05-05,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,175.0,74.0,right,8.0,2023-08-05Z,2024-06-30Z,active,no,NaN
70u97mtl4b7kfp82zpa7lwljo,Martin,Foyston,Martin,Foyston,Male,M. Foyston,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,assistant coach,1982-09-22,NaN,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN,2021-06-12Z,2023-12-31Z,active,no,NaN
780mdhlnrheqczv6o7p5l8hzo,Pontus Bror Harry,Dahbo,Pontus,Dahbo,Male,P. Dahbo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-10-11,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,78.0,left,16.0,2023-01-08Z,NaN,active,yes,NaN
7sez5w47trh4xnngir0epzl04,Sigge,Skorpan Jansson,Sigge,Jansson,Male,S. Jansson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2005-11-10,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,184.0,70.0,right,35.0,2023-11-04Z,NaN,active,yes,Sigge Jansson
87cds2pw8n5bacxfbits3kk5w,Akoua Romeo,Amané,Romeo,Amané,Male,R. Amané,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Midfielder,player,2003-02-20,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,169.0,72.0,right,27.0,2022-01-08Z,2025-01-16Z,active,no,NaN
88mmoskb8jyiyqyfvxvz0qmwa,Tomas Olai,Totland,Tomas,Totland,Male,T. Totland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1999-09-28,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,181.0,NaN,right,21.0,2022-01-08Z,2023-12-31Z,active,no,NaN
8h4jv2n2b8w3hmn4oec3tvevo,Abdoulaye,Faye,Abdoulaye,Faye,Male,A. Faye,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Defender,player,2004-09-22,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,NaN,25.0,2023-08-26Z,2024-03-27Z,active,no,NaN
8k4fw4zak03as07nwf1kiktuc,Severin,Nioule,Severin,Nioule,Male,S. Nioule,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Attacker,player,2005-03-03,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,175.0,70.0,right,34.0,2023-07-31Z,NaN,active,yes,NaN
8unnvgvft6knxupbp9oxh621h,Even,Hovland,Even,Hovland,Male,E. Hovland,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Defender,player,1989-02-14,Vadheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,191.0,90.0,right,5.0,2022-01-08Z,2024-12-31Z,active,no,NaN
9pr02xl5zkizsdlw8ln1o3axg,Anomnachi Chinasa,Chidi,Anomnachi,Chidi,Male,A. Chidi,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2004-07-13,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,40.0,2023-04-02Z,2023-08-20Z,active,no,NaN
a11ysbaok4ynl8d3athis7n4l,Per-Mathias,Høgmo,Per-Mathias,Høgmo,Male,P. Høgmo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,coach,1959-12-01,Tromsø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,2021-07-01Z,2023-12-31Z,active,no,NaN
acredwjpf6ou0mdqx2cpxm4no,Isak Oliver,Brusberg,Isak,Brusberg,Male,I. Brusberg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Midfielder,player,2006-09-05,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,188.0,78.0,right,39.0,2023-07-02Z,NaN,active,yes,NaN
ay86n2sd0odbxluws2jyx4zkk,Momodou Lamin,Sonko,Momodou,Sonko,Male,M. Sonko,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Attacker,player,2005-01-31,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,176.0,70.0,right,23.0,2021-01-01Z,2024-01-29Z,active,no,NaN
bar5tlyxm2vim2ewqauywgb85,Mikkel,Rygaard Jensen,Mikkel,Rygaard,Male,M. Rygaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Midfielder,player,1990-12-25,Nykøbing Falster,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,69.0,left,18.0,2022-01-08Z,NaN,active,yes,NaN
bcscjb9jdgu4ims9n3vwuj5k9,Edward,Chilufya Jr.,Edward,Chilufya,Male,E. Chilufya,Zambia,2dlu3zrfid7nl6ppmb04hjgot,NaN,NaN,Attacker,player,1999-09-17,Kasama,Zambia,2dlu3zrfid7nl6ppmb04hjgot,171.0,65.0,right,17.0,2023-09-01Z,2024-06-30Z,active,no,NaN
bo0puimv2753na0g6mh2cd6hg,Sebastian Ivan,Banožić,Sebastian,Banozic,Male,S. Banožić,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Goalkeeper,player,2003-07-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,30.0,2021-07-01Z,2024-03-21Z,active,no,NaN
c3mf113babl3u4iqq9mb2gmxg,William Mikael,Nilsson,William,Nilsson,Male,W. Nilsson,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,Attacker,player,2004-10-24,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,38.0,2022-08-29Z,2023-07-20Z,active,no,NaN
d69z6vl1wfbge2lc46b3skv3e,Ali,Ben Safouane Youssef,Ali,Youssef,Male,A. Youssef,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2000-08-05,Göteborg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,182.0,74.0,left,10.0,2018-08-01Z,2025-01-26Z,active,no,NaN
