id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,secondNationality,secondNationalityId,knownName
46twjsjrm4ljb7bhobbpwx5h,Francesco,Bardi,Francesco,Bardi,Male,F. Bardi,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,1992-01-18,Livorno,Italy,25f2cmb2r8mk5rj92tzer6kvv,188.0,80.0,right,22.0,2023-07-06Z,2025-06-30Z,active,no,NaN,NaN,NaN
5bi4t2dob5mo0okdbv6sna6fo,Alessandro,Bianco,Alessandro,Bianco,Male,A. Bianco,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2002-10-01,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,173.0,67.0,right,42.0,2023-07-13Z,2024-06-30Z,active,no,NaN,NaN,NaN
5bl5jmtr2ttcy1tvodz1s1p05,Lorenzo,Libutti,Lorenzo,Libutti,Male,L. Libutti,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1997-09-17,Melfi,Italy,25f2cmb2r8mk5rj92tzer6kvv,180.0,70.0,right,17.0,2019-07-27Z,NaN,active,yes,NaN,NaN,NaN
5qqapfz2effed8dt08qf21st0,Simon Esosa,Aibangbee,Simon,Aibangbee,Male,S. Aibangbee,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Goalkeeper,player,2006-04-13,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,NaN,2023-07-01Z,2025-06-30Z,active,no,NaN,NaN,NaN
5rcsg6dspzdqmqczix0lo9st0,Bryan,Blanco,Bryan,Blanco,Male,B. Blanco,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2005-04-17,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,165.0,58.0,right,78.0,2024-01-26Z,2024-06-30Z,active,no,NaN,NaN,NaN
61c395xuimpxo2439p8mt3y6t,Filippo,Romagna,Filippo,Romagna,Male,F. Romagna,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1997-05-26,Fano,Italy,25f2cmb2r8mk5rj92tzer6kvv,186.0,75.0,right,19.0,2023-07-08Z,2024-06-30Z,active,no,NaN,NaN,NaN
66xqhlunrvf3ptfxpf2pze191,Alessio,Luciani,Alessio,Luciani,Male,A. Luciani,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1990-01-16,Rieti,Italy,25f2cmb2r8mk5rj92tzer6kvv,176.0,71.0,NaN,16.0,2021-07-07Z,2023-09-01Z,active,no,NaN,NaN,NaN
6khwppiuogbcm5v9twk5hvydx,Luca,Cigarini,Luca,Cigarini,Male,L. Cigarini,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1986-06-20,Montecchi Emilia,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,72.0,right,8.0,2021-08-23Z,2025-06-30Z,active,no,NaN,NaN,NaN
6v7t5drqwjuifa3dpll37job9,Davide,Guglielmotti,Davide,Guglielmotti,Male,D. Guglielmotti,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1994-03-24,Novara,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,right,44.0,2021-07-02Z,2023-08-23Z,active,no,NaN,NaN,NaN
76v7thho68zsld7r1uwczvpjo,Denis,Chiesa,Denis,Chiesa,Male,D. Chiesa,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2001-05-10,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,65.0,2022-07-01Z,2023-08-23Z,active,no,NaN,NaN,NaN
7azsecjon4qnet52kug2xv8k4,Nuhu,Shaibu,Nuhu,Shaibu,Male,N. Shaibu,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2004-01-01,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,14.0,2023-07-01Z,2025-08-26Z,active,no,NaN,NaN,NaN
7ys2kqt9bjq57p72pzubsoacq,Tobías Elián,Reinhart,Tobías,Reinhart,Male,T. Reinhart,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2000-05-21,Lomas de Zamora,Argentina,2vovxa97k7v7ofa85dah2xktb,176.0,70.0,right,16.0,2024-01-02Z,NaN,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
8b9zxa11mctjdx084rmdxrd9l,Manolo,Portanova,Manolo,Portanova,Male,M. Portanova,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2000-06-02,Napoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,183.0,79.0,NaN,90.0,2023-07-18Z,2024-06-30Z,active,no,NaN,NaN,NaN
8rt7snswv7xc3h9dqbdt388np,Riccardo,Fiamozzi,Riccardo,Fiamozzi,Male,R. Fiamozzi,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1993-05-18,Trento,Italy,25f2cmb2r8mk5rj92tzer6kvv,178.0,76.0,right,15.0,2023-01-17Z,2025-06-30Z,active,no,NaN,NaN,NaN
902jmc2xafide5kx5f6e9o2qd,Marko,Pajač,Marko,Pajac,Male,M. Pajač,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1993-05-11,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,185.0,70.0,left,29.0,2023-08-30Z,2024-06-30Z,active,no,NaN,NaN,NaN
91i4d8ugpljwxbl49ew1jaodl,Filippo,Nardi,Filippo,Nardi,Male,F. Nardi,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1998-03-03,Treviso,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,69.0,right,24.0,2023-07-19Z,2024-01-31Z,active,no,NaN,NaN,NaN
a6lhzfxz1uac5qnx7di9joq21,Orji,Okwonkwo,Orji,Okwonkwo,Male,O. Okwonkwo,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1998-01-19,Benin City,Nigeria,63pvdwrsiq5b07mzi8igqei9p,182.0,80.0,right,18.0,2024-02-01Z,2025-01-16Z,active,no,NaN,NaN,NaN
a8fweulz1g55hh06jqecvfx79,Elvis,Kabashi,Elvis,Kabashi,Male,E. Kabashi,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,1994-02-20,Durrës,Albania,17zsm8shejejls2on1ffil3op,177.0,70.0,left,77.0,2022-08-29Z,2025-06-30Z,active,no,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
a8vu940xqlg7pl2r84m35zl04,Alex,Sposito,Alex,Sposito,Male,A. Sposito,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,2001-06-06,Napoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,193.0,NaN,left,1.0,2023-08-25Z,2025-08-12Z,active,no,NaN,NaN,NaN
aagkozvenj0ydlh7fm0x1yl79,Eric,Lanini,Eric,Lanini,Male,E. Lanini,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1994-02-25,Torino,Italy,25f2cmb2r8mk5rj92tzer6kvv,186.0,74.0,NaN,10.0,2022-07-26Z,2024-01-17Z,active,no,NaN,NaN,NaN
anc68fik2chgop9o6ur2279at,Stefano,Pettinari,Stefano,Pettinari,Male,S. Pettinari,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1992-01-27,Roma,Italy,25f2cmb2r8mk5rj92tzer6kvv,185.0,75.0,right,23.0,2023-08-11Z,2025-06-30Z,active,no,NaN,NaN,NaN
bpsbheri3uilcqcp4d94324gk,Lorenzo,Rubinacci,Lorenzo,Rubinacci,Male,L. Rubinacci,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1968-04-20,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,NaN,2024-05-09Z,2024-06-30Z,active,no,NaN,NaN,NaN
bwd0sk2d5hdxsz9c9nc0cq6sp,Andrea,Vallocchia,Andrea,Vallocchia,Male,A. Vallocchia,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1997-05-22,Rieti,Italy,25f2cmb2r8mk5rj92tzer6kvv,179.0,70.0,left,6.0,2023-01-02Z,2023-09-01Z,active,no,NaN,NaN,NaN
bxudrqx99a3zv5gajdzxz38id,Filippo,Melegoni,Filippo,Melegoni,Male,F. Melegoni,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1999-02-18,Bergamo,Italy,25f2cmb2r8mk5rj92tzer6kvv,186.0,74.0,right,72.0,2023-09-01Z,2024-06-30Z,active,no,NaN,NaN,NaN
cgtus22t5hl8nzjr7f4y4hixg,Natan,Girma,Natan,Girma,Male,N. Girma,Switzerland,3bh70jgvc5mn58x0byjkuda17,Attacker,player,2001-12-11,Lausanne,Switzerland,3bh70jgvc5mn58x0byjkuda17,190.0,NaN,right,80.0,2023-07-20Z,NaN,active,yes,Eritrea,76fkjar42okgr6loos2xb6ka1,NaN
civqxm6fttghazl93s0nueggl,Alessandro,Nesta,Alessandro,Nesta,Male,A. Nesta,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1976-03-19,Roma,Italy,25f2cmb2r8mk5rj92tzer6kvv,187.0,79.0,right,NaN,2023-06-10Z,2024-06-12Z,active,no,NaN,NaN,NaN
cjliznudpjjraqhj47l40wil0,Antonio,Vergara,Antonio,Vergara,Male,A. Vergara,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2003-01-16,Frattaminore,Italy,25f2cmb2r8mk5rj92tzer6kvv,182.0,70.0,left,30.0,2023-07-24Z,2025-06-30Z,active,no,NaN,NaN,NaN
dshd3v6ph8gqdcoa1n9rdi8t0,Edoardo,Pieragnolo,Edoardo,Pieragnolo,Male,E. Pieragnolo,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2003-01-03,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,184.0,NaN,left,3.0,2023-07-08Z,2024-06-30Z,active,no,NaN,NaN,NaN
elnhkklafq2cwl0hit66b5vmy,Janis,Antiste,Janis,Antiste,Male,J. Antiste,France,7gww28djs405rfga69smki84o,Attacker,player,2002-08-18,Toulouse,France,7gww28djs405rfga69smki84o,183.0,75.0,left,28.0,2023-09-01Z,2024-06-30Z,active,no,Martinique,1eb70pvuqssbbg3yamdba5ie5,NaN
epthyqu8q1zhe9xwl8j83ss89,André,Lourenço Duarte,André,Lourenço Duarte,Male,André Duarte,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1997-09-12,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,195.0,70.0,NaN,5.0,2023-07-01Z,2023-08-30Z,active,no,NaN,NaN,André Duarte
qhwo9bjxo2itb2d46tg0zkyd,Paolo,Rozzio,Paolo,Rozzio,Male,P. Rozzio,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1992-07-22,Torino,Italy,25f2cmb2r8mk5rj92tzer6kvv,190.0,79.0,right,4.0,2016-08-09Z,NaN,active,yes,NaN,NaN,NaN
tf2yf1zxumwruhnnwse8ce3u,Jacopo,Da Riva,Jacopo,Da Riva,Male,J. Da Riva,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2000-10-27,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,187.0,81.0,both,21.0,2023-09-01Z,2024-02-01Z,active,no,NaN,NaN,NaN
w9n6q8c74ap5thsx2rt5q7oq,Muhamed Serifo,Varela Djamanca,Muhamed Serifo,Varela Djamanca,Male,Muhamed Djamanca,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,1998-03-17,Bissau,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,172.0,65.0,right,7.0,2022-07-11Z,2024-07-16Z,active,no,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Muhamed Djamanca
wiyhb64zg4hxe0dussuc3209,Giacomo,Satalino,Giacomo,Satalino,Male,G. Satalino,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,1999-05-20,Putignano,Italy,25f2cmb2r8mk5rj92tzer6kvv,188.0,75.0,right,12.0,2023-07-08Z,2024-06-30Z,active,no,NaN,NaN,NaN
14ab3po6xw9nh7pzga824hy0a,Filippo Maria,Pittarello,Filippo,Pittarello,Male,F. Pittarello,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1996-10-09,Padova,Italy,25f2cmb2r8mk5rj92tzer6kvv,185.0,NaN,right,11.0,2023-07-07Z,2024-07-25Z,active,no,NaN,NaN,NaN
1ctxzr1tekymxjt1oyn1mhj2t,Elhan,Kastrati,Elhan,Kastrati,Male,E. Kastrati,Albania,17zsm8shejejls2on1ffil3op,Goalkeeper,player,1997-02-02,Krumë,Albania,17zsm8shejejls2on1ffil3op,189.0,93.0,right,36.0,2020-10-13Z,2025-06-30Z,active,no,NaN,NaN,NaN
1gs0p1n87ejrcher6lazkiac5,Enrico,Baldini,Enrico,Baldini,Male,E. Baldini,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1996-11-13,Milano,Italy,25f2cmb2r8mk5rj92tzer6kvv,180.0,75.0,both,92.0,2021-01-18Z,2024-08-31Z,active,no,NaN,NaN,NaN
235d39g1g1bd1js8pj3zgbm5l,Lorenzo,Carissoni,Lorenzo,Carissoni,Male,L. Carissoni,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1997-02-07,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,180.0,83.0,right,24.0,2023-07-01Z,2025-07-12Z,active,no,NaN,NaN,NaN
2xupv1dsmrmws8qc7e3sutrzd,Giuseppe Mattia,Carriero,Giuseppe,Carriero,Male,G. Carriero,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1997-09-04,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,177.0,NaN,NaN,20.0,2022-07-18Z,2024-08-13Z,active,no,NaN,NaN,NaN
3amxpty6zxxnv2x1e5wchqw44,Alessio,Rizza,Alessio,Rizza,Male,A. Rizza,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2003-03-07,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,76.0,left,28.0,2023-07-25Z,NaN,active,yes,NaN,NaN,NaN
3h86kjsle752gbuamlkjkszx1,Stefano,Negro,Stefano,Negro,Male,S. Negro,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1995-06-28,Biella,Italy,25f2cmb2r8mk5rj92tzer6kvv,193.0,85.0,right,30.0,2023-10-20Z,2025-07-08Z,active,no,NaN,NaN,NaN
3i6ynmsdwm5r79cc8sdjczggk,Matteo,Angeli,Matteo,Angeli,Male,M. Angeli,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2002-12-30,Cuneo,Italy,25f2cmb2r8mk5rj92tzer6kvv,185.0,80.0,right,4.0,2023-07-07Z,NaN,active,yes,NaN,NaN,NaN
3mj6imte85ae85nf9xczhrbze,Andrea,Danzi,Andrea,Danzi,Male,A. Danzi,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1999-02-25,Verona,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,75.0,right,27.0,2021-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN
3yi3owk5b20ekp5p7ihd34dlh,Carlos,Apna Embaló,Carlos,Apna Embaló,Male,Carlos Embaló,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Attacker,player,1994-11-25,Bissau,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,180.0,72.0,both,7.0,2022-07-01Z,2023-09-01Z,active,no,NaN,NaN,Carlos Embaló
4b9zrrep89rk9chxfv0nvm2g9,Domenico,Frare,Domenico,Frare,Male,D. Frare,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1996-05-10,Conegliano,Italy,25f2cmb2r8mk5rj92tzer6kvv,187.0,80.0,right,15.0,2018-07-04Z,2024-08-15Z,active,no,NaN,NaN,NaN
4whfcf3okrwezaddv0fthkcfd,Alessandro,Mattioli,Alessandro,Mattioli,Male,A. Mattioli,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1998-02-13,Reggio Emilia,Italy,25f2cmb2r8mk5rj92tzer6kvv,181.0,80.0,right,25.0,2021-07-01Z,2023-09-01Z,active,no,NaN,NaN,NaN
5glw1vx5inqvm8xh72unutdqt,Alessio,Vita,Alessio,Vita,Male,A. Vita,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1993-03-16,Roma,Italy,25f2cmb2r8mk5rj92tzer6kvv,174.0,75.0,right,16.0,2019-07-04Z,NaN,active,yes,NaN,NaN,NaN
5ov6bo4j1e8qodrcd5nynmf2t,Andrea,Magrassi,Andrea,Magrassi,Male,A. Magrassi,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1993-02-06,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,194.0,81.0,right,9.0,2022-08-31Z,2025-01-02Z,active,no,NaN,NaN,NaN
6goi6g8ye17xkz8tq8qhru21h,Nicola,Pavan,Nicola,Pavan,Male,N. Pavan,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1993-06-15,Thiene,Italy,25f2cmb2r8mk5rj92tzer6kvv,186.0,82.0,right,26.0,2019-08-08Z,NaN,active,yes,NaN,NaN,NaN
6s4kc36lt10jj0lvot3fmdrzd,Luca,Pandolfi,Luca,Pandolfi,Male,L. Pandolfi,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1998-03-14,Napoli,Italy,25f2cmb2r8mk5rj92tzer6kvv,186.0,78.0,right,14.0,2023-08-10Z,2025-08-30Z,active,no,NaN,NaN,NaN
76ymqwjs7no8zwxxf6a1h62ac,Filippo,Veneran,Filippo,Veneran,Male,F. Veneran,Italy,25f2cmb2r8mk5rj92tzer6kvv,Goalkeeper,player,2005-03-18,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,184.0,72.0,NaN,1.0,2023-07-01Z,2024-07-20Z,active,no,NaN,NaN,NaN
7lei3krwjt8x6xkjusnsd1lnt,Federico,Giraudo,Federico,Giraudo,Male,F. Giraudo,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1998-08-11,Cuneo,Italy,25f2cmb2r8mk5rj92tzer6kvv,182.0,NaN,NaN,98.0,2023-01-25Z,2024-06-30Z,active,no,NaN,NaN,NaN
7xdr84lx42636qqkn6i1osob8,Akim,Djibril,Akim,Djibril,Male,A. Djibril,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2006-01-22,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,70.0,right,29.0,2024-02-27Z,NaN,active,yes,Togo,3jiuckrqd0zejkm452st5dyq7,NaN
7zogfhorlc0gkykfy2gpm3aax,Andrea,Tessiore,Andrea,Tessiore,Male,A. Tessiore,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1999-10-01,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,177.0,69.0,right,18.0,2023-07-01Z,2025-08-31Z,active,no,NaN,NaN,NaN
8vmao03rrleomyvi7b361rd91,Alessandro,Salvi,Alessandro,Salvi,Male,A. Salvi,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1988-06-05,Bergamo,Italy,25f2cmb2r8mk5rj92tzer6kvv,183.0,78.0,right,2.0,2023-01-06Z,NaN,active,yes,NaN,NaN,NaN
8x5zfgfiw9qznzhj3th5w0ct1,Simone,Branca,Simone,Branca,Male,S. Branca,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,1992-03-25,Busto Arsizio,Italy,25f2cmb2r8mk5rj92tzer6kvv,179.0,70.0,left,23.0,2018-07-06Z,2025-02-03Z,active,no,NaN,NaN,NaN
90uqttqnx2yz4xagjagsk6olw,Luca,Piras,Luca,Piras,Male,L. Piras,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2004-04-09,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,175.0,73.0,NaN,33.0,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN
9yshcglgtf52o50wbbupiyqjt,Raúl José,Asencio Moraes,Raúl,Asencio,Male,Raúl Asencio,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1998-05-20,Villarreal,Spain,49ih1pwv3ahshdf8uzrimi54c,187.0,80.0,right,90.0,2022-07-01Z,2023-08-27Z,active,no,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN
a6tndo9w6hdmppg5ixk702ok5,Roberto,Musso,Roberto,Musso,Male,R. Musso,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,assistant coach,1980-06-17,Naples,Italy,25f2cmb2r8mk5rj92tzer6kvv,181.0,74.0,NaN,NaN,2021-01-03Z,NaN,active,yes,NaN,NaN,NaN
a7qdxpsp9j3hfwxmkwlfptuj9,Edoardo,Gorini,Edoardo,Gorini,Male,E. Gorini,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1974-02-28,Venice,Italy,25f2cmb2r8mk5rj92tzer6kvv,186.0,77.0,NaN,NaN,2021-07-19Z,2024-10-11Z,active,no,NaN,NaN,NaN
baw9llnsz27irwd60sy1nvu1h,Gian Filippo,Felicioli,Gian,Felicioli,Male,G. Felicioli,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1997-09-30,San Severino Marche,Italy,25f2cmb2r8mk5rj92tzer6kvv,182.0,74.0,left,3.0,2022-07-23Z,2023-09-01Z,active,no,NaN,NaN,NaN
bsx9cw1zdzoms0ui67ner12ad,Tommy,Maistrello,Tommy,Maistrello,Male,T. Maistrello,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1993-06-24,Correggio,Italy,25f2cmb2r8mk5rj92tzer6kvv,193.0,89.0,NaN,32.0,2023-01-09Z,2024-08-30Z,active,no,NaN,NaN,NaN
cj8vnxilzh2hluaqthwqu47pw,Nicholas,Saggionetto,Nicholas,Saggionetto,Male,N. Saggionetto,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2002-12-05,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,21.0,2023-07-01Z,2024-06-30Z,active,no,NaN,NaN,NaN
cjfenjmxqtca23910pr1pwyz8,Ahmed Kader,Sanogo,Ahmed,Sanogo,Male,A. Sanogo,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,2004-10-09,Milanlo,Italy,25f2cmb2r8mk5rj92tzer6kvv,176.0,75.0,right,74.0,2023-09-01Z,2025-09-03Z,active,no,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN
d8k4mm8dr8p9txrqgyrjs0ui2,Edoardo,Sottini,Edoardo,Sottini,Male,E. Sottini,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2002-08-18,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,6.0,2023-07-04Z,2024-08-29Z,active,no,NaN,NaN,NaN
dcaxgr7d3lza52dxs2w0s7yfo,Francesco,Amatucci,Francesco,Amatucci,Male,F. Amatucci,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2001-06-15,Montevarchi,Italy,25f2cmb2r8mk5rj92tzer6kvv,182.0,73.0,right,8.0,2023-07-05Z,NaN,active,yes,NaN,NaN,NaN
dgjt9p3z3q9k1y0u0f4wygpas,Andrea,Cecchetto,Andrea,Cecchetto,Male,A. Cecchetto,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,2003-02-13,Arzignano,Italy,25f2cmb2r8mk5rj92tzer6kvv,180.0,80.0,right,64.0,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN
