player_matchName,player_playerId,team_name,contestantId,duelLost,aerialLost,player_position,player_positionSide,player_subPosition,successfulOpenPlayPass,totalContest,duelWon,penAreaEntries,accurateBackZonePass,possWonDef3rd,wonContest,accurateFwdZonePass,openPlayPass,totalBackZonePass,minsPlayed,fwdPass,finalThirdEntries,ballRecovery,totalFwdZonePass,successfulFinalThirdPasses,totalFinalThirdPasses,attAssistOpenplay,aerialWon,totalAttAssist,possWonMid3rd,interception,totalCrossNocorner,interceptionWon,attOpenplay,touchesInOppBox,attemptsIbox,totalThroughBall,possWonAtt3rd,accurateCrossNocorner,bigChanceCreated,accurateThroughBall,totalLayoffs,accurateLayoffs,totalFastbreak,shotFastbreak,formationUsed,goals,label,match_id,date,possLostAll,country,league_name
J. Talvitie,8nnxi9lw3hso096kk81h0azh0,Lommel,30lkpynopz5r9obxg9f6glpqc,12,2,Striker,Centre/Right,NaN,33,4,2,5,5,4,1,28,43,7,90,9,1,6,39,22,29,1,NaN,1,1,NaN,3,NaN,4,5,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,28,BEL,Challenger_Pro_League
A. Fatah,2190fr0h93harqz08la1ov4t0,Lommel,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
J. Banguera,139u9uuuwl5q7fm4180nr8idw,Lommel,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
T. Franssen,af2wh4rkc0afejo4au39ebyms,Lommel,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
R. Henkens,ct3ofv5k0bx8frchc1s85fbp,Lommel,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
N. Ivezić,e51mdys5vrlra4novokxw8i96,Lommel,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
L. Lalić,ed3egpysg5a7t04vax6dxqs5w,Lommel,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
G. Neven,21062gj2j2aruh42asm48p6fp,Lommel,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
Álvaro Santos,9waku6qeyp3on6xum86g0igwk,Lommel,30lkpynopz5r9obxg9f6glpqc,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
Arthur Sales,dtkxyjne2wd3rtsg74i9lc6qc,Lommel,30lkpynopz5r9obxg9f6glpqc,1,NaN,Substitute,NaN,Attacker,8,NaN,NaN,2,1,NaN,NaN,8,12,1,18,5,1,NaN,13,4,6,1,NaN,1,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,433,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,8,BEL,Challenger_Pro_League
Nacho Mirás,7ceiqebaaxkx71s8r4nq2tt2i,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Goalkeeper,Centre,NaN,13,NaN,NaN,NaN,19,1,NaN,2,17,20,90,14,2,13,6,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,5,BEL,Challenger_Pro_League
C. Janssens,dnovf1u4bk2fk1b9p5twynt1x,Deinze,a6tfw86gs2hb39n2onyd3i4nn,1,NaN,Defender,Left,NaN,30,3,8,2,18,7,2,13,39,21,90,21,5,8,20,6,12,2,3,2,NaN,2,NaN,2,NaN,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,13,BEL,Challenger_Pro_League
K. Schuermans,8wklb78ij7tvpiunb2l0z74d1,Deinze,a6tfw86gs2hb39n2onyd3i4nn,2,1,Defender,Left/Centre,NaN,27,NaN,4,NaN,20,1,NaN,7,31,23,90,8,NaN,2,8,NaN,1,NaN,2,NaN,1,1,NaN,1,NaN,2,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,4,BEL,Challenger_Pro_League
L. Lemoine,2aoci58r7pgzm4unjl919yiuh,Deinze,a6tfw86gs2hb39n2onyd3i4nn,2,1,Defender,Centre/Right,NaN,52,1,4,NaN,41,3,NaN,11,58,43,90,24,6,3,16,5,8,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,8,BEL,Challenger_Pro_League
Gonzalo Almenara,bbfik88f06qjcgjr7ixu3fhex,Deinze,a6tfw86gs2hb39n2onyd3i4nn,2,NaN,Defender,Right,NaN,23,NaN,5,4,14,1,NaN,9,31,17,90,17,1,1,16,4,6,NaN,2,NaN,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,11,BEL,Challenger_Pro_League
J. Van Landschoot,9up3gdem613ij4w2ql59uhu51,Deinze,a6tfw86gs2hb39n2onyd3i4nn,1,NaN,Midfielder,Left,NaN,23,3,3,4,13,9,2,11,33,17,90,8,3,13,20,7,11,2,1,2,3,1,4,1,2,3,1,NaN,1,1,1,,1,1,1,1,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,17,BEL,Challenger_Pro_League
T. Quintero,6ab5gq2owk86qs5zjottfhwmi,Deinze,a6tfw86gs2hb39n2onyd3i4nn,4,1,Midfielder,Left/Centre,NaN,38,NaN,8,3,16,4,NaN,22,43,17,90,19,6,8,28,14,15,NaN,3,NaN,3,3,1,3,NaN,NaN,NaN,NaN,1,NaN,NaN,,1,1,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,10,BEL,Challenger_Pro_League
G. Hendrickx,1dpz2wyzessv6nm7ljivmd3h1,Deinze,a6tfw86gs2hb39n2onyd3i4nn,4,NaN,Midfielder,Centre/Right,NaN,37,1,3,4,23,NaN,NaN,19,43,25,90,13,6,NaN,25,9,12,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,11,BEL,Challenger_Pro_League
A. Staelens,7tljmelgy111mwiwt4ls2vg0l,Deinze,a6tfw86gs2hb39n2onyd3i4nn,3,NaN,Midfielder,Right,NaN,28,2,3,5,10,3,2,18,37,12,83,10,5,6,28,12,17,NaN,NaN,NaN,2,NaN,3,NaN,NaN,2,NaN,NaN,1,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,15,BEL,Challenger_Pro_League
S. Anne,deran8um65pbdwe5opbz8sciy,Deinze,a6tfw86gs2hb39n2onyd3i4nn,9,3,Striker,Left/Centre,NaN,12,1,6,NaN,5,1,1,7,21,9,68,7,4,1,12,4,7,1,2,1,NaN,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,NaN,NaN,,3,2,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,13,BEL,Challenger_Pro_League
L. Mertens,15hz6qslu7ovyn56a5w57xhbd,Deinze,a6tfw86gs2hb39n2onyd3i4nn,9,6,Striker,Centre/Right,NaN,7,1,3,NaN,3,2,1,5,11,3,68,4,2,3,9,2,4,NaN,1,NaN,1,NaN,NaN,NaN,2,4,2,NaN,NaN,NaN,NaN,,1,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,9,BEL,Challenger_Pro_League
S. Braken,alimpjocr7xtxu21sumg3b2l1,Deinze,a6tfw86gs2hb39n2onyd3i4nn,1,1,Substitute,NaN,Attacker,7,NaN,2,NaN,NaN,NaN,NaN,7,10,1,22,3,1,1,9,4,5,NaN,NaN,NaN,1,NaN,NaN,NaN,1,3,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,1,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,4,BEL,Challenger_Pro_League
G. De Schryver,1mj34jka4vo6usp3amdkkqo6h,Deinze,a6tfw86gs2hb39n2onyd3i4nn,1,NaN,Substitute,NaN,Midfielder,13,NaN,2,1,4,NaN,NaN,10,17,5,22,1,NaN,1,13,5,8,NaN,1,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,5,BEL,Challenger_Pro_League
W. Dutoit,6gq17zkk60fc3eoxbrcli6hn9,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Substitute,NaN,Goalkeeper,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
M. Koné,16qat5vtngnl21zg5q7i4ij9,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Substitute,NaN,Attacker,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
N. Mercier,6fs1835nqsksiccotr6tgt84q,Deinze,a6tfw86gs2hb39n2onyd3i4nn,5,NaN,Substitute,NaN,Midfielder,5,1,1,NaN,2,NaN,NaN,3,6,2,7,1,NaN,3,4,2,2,NaN,NaN,NaN,1,NaN,NaN,NaN,1,2,1,NaN,2,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,6,BEL,Challenger_Pro_League
D. Prychynenko,5ro91qe7w0ll19h89xrwoslp1,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
J. Schryvers,9ug4mbz2q55ufu1jv3z2mxhhx,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
Jaime Sierra,809p5ayo3mk70kanvfz4lwa95,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Substitute,NaN,Midfielder,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
Víctor Álvarez,abixivn0im4128sdo1yqr41qt,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Substitute,NaN,Defender,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,442,NaN,Lommel vs Deinze,99108gmptcxqefh5fos9k3ris,2024-05-05,NaN,BEL,Challenger_Pro_League
Nacho Mirás,7ceiqebaaxkx71s8r4nq2tt2i,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Goalkeeper,Centre,NaN,20,NaN,NaN,3,27,NaN,NaN,5,23,27,90,22,8,8,14,4,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,9,BEL,Challenger_Pro_League
C. Janssens,dnovf1u4bk2fk1b9p5twynt1x,Deinze,a6tfw86gs2hb39n2onyd3i4nn,5,1,Defender,Left,NaN,29,NaN,4,6,19,1,NaN,12,48,23,90,25,12,2,27,5,17,NaN,2,1,1,1,1,1,1,1,1,NaN,NaN,1,,NaN,1,1,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,21,BEL,Challenger_Pro_League
D. Prychynenko,5ro91qe7w0ll19h89xrwoslp1,Deinze,a6tfw86gs2hb39n2onyd3i4nn,NaN,NaN,Defender,Left/Centre,NaN,27,NaN,5,NaN,23,NaN,NaN,5,33,25,89,8,3,1,9,2,3,NaN,4,NaN,1,2,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,6,BEL,Challenger_Pro_League
L. Lemoine,2aoci58r7pgzm4unjl919yiuh,Deinze,a6tfw86gs2hb39n2onyd3i4nn,2,NaN,Defender,Centre/Right,NaN,60,1,6,NaN,45,6,1,16,72,48,90,33,13,8,25,9,14,1,2,1,2,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,13,BEL,Challenger_Pro_League
Gonzalo Almenara,bbfik88f06qjcgjr7ixu3fhex,Deinze,a6tfw86gs2hb39n2onyd3i4nn,4,NaN,Defender,Right,NaN,27,NaN,7,3,19,4,NaN,9,44,28,90,24,7,5,17,7,13,NaN,2,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,19,BEL,Challenger_Pro_League
J. Van Landschoot,9up3gdem613ij4w2ql59uhu51,Deinze,a6tfw86gs2hb39n2onyd3i4nn,4,1,Midfielder,Left,NaN,14,2,1,5,8,4,1,6,18,9,90,5,3,7,14,6,9,NaN,NaN,1,3,NaN,5,NaN,NaN,2,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,15,BEL,Challenger_Pro_League
T. Quintero,6ab5gq2owk86qs5zjottfhwmi,Deinze,a6tfw86gs2hb39n2onyd3i4nn,4,1,Midfielder,Left/Centre,NaN,24,1,7,2,19,3,1,9,33,23,90,12,4,5,14,4,6,NaN,2,NaN,2,2,1,2,1,NaN,NaN,NaN,NaN,1,,NaN,NaN,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,9,BEL,Challenger_Pro_League
G. Hendrickx,1dpz2wyzessv6nm7ljivmd3h1,Deinze,a6tfw86gs2hb39n2onyd3i4nn,3,1,Midfielder,Centre/Right,NaN,30,4,8,4,22,4,3,13,36,25,73,7,4,4,19,8,12,NaN,NaN,1,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,11,BEL,Challenger_Pro_League
A. Staelens,7tljmelgy111mwiwt4ls2vg0l,Deinze,a6tfw86gs2hb39n2onyd3i4nn,2,NaN,Midfielder,Right,NaN,5,1,2,NaN,3,NaN,NaN,2,10,6,45,4,1,1,4,1,3,NaN,2,NaN,1,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,1,1,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,8,BEL,Challenger_Pro_League
E. Kehrer,b13ly8cuyvgraih4y0wxuami2,Deinze,a6tfw86gs2hb39n2onyd3i4nn,11,2,Striker,Left/Centre,NaN,10,3,4,NaN,4,1,1,7,11,4,80,1,1,4,8,5,5,NaN,NaN,NaN,1,NaN,1,NaN,1,2,NaN,NaN,2,1,,NaN,1,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,14,BEL,Challenger_Pro_League
L. Mertens,15hz6qslu7ovyn56a5w57xhbd,Deinze,a6tfw86gs2hb39n2onyd3i4nn,7,3,Striker,Centre/Right,NaN,7,NaN,6,NaN,3,NaN,NaN,5,17,5,73,6,4,3,14,3,10,1,5,1,1,1,1,1,1,4,1,NaN,2,NaN,,NaN,NaN,NaN,NaN,NaN,442,1,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,14,BEL,Challenger_Pro_League
S. Anne,deran8um65pbdwe5opbz8sciy,Deinze,a6tfw86gs2hb39n2onyd3i4nn,5,2,Substitute,NaN,Attacker,4,NaN,4,1,NaN,NaN,NaN,4,8,NaN,45,NaN,NaN,1,9,2,4,1,2,1,NaN,NaN,1,NaN,1,3,1,NaN,1,NaN,,NaN,NaN,NaN,1,1,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,10,BEL,Challenger_Pro_League
S. Braken,alimpjocr7xtxu21sumg3b2l1,Deinze,a6tfw86gs2hb39n2onyd3i4nn,2,2,Substitute,NaN,Attacker,1,NaN,NaN,NaN,1,NaN,NaN,NaN,2,1,17,1,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,442,NaN,Deinze vs Lommel,99t4yvo8ovsto2hjll0srx5p0,2024-05-12,1,BEL,Challenger_Pro_League
