id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,secondNationality,secondNationalityId,knownName,endDate
40ht1vwlzsf29ipe2rlyd59uc,Matej,Gashtarov,Matej,Gashtarov,Male,M. Gashtarov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,2006-11-15,NaN,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN,NaN,60.0,2025-03-25Z,active,yes,NaN,NaN,NaN,NaN
48emxe3ywbi89kgyvd3egzpp1,Peter,Oladeji Olayinka,Peter,Olayinka,Male,P. Olayinka,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1995-11-16,Ibadan,Nigeria,63pvdwrsiq5b07mzi8igqei9p,188.0,77.0,both,14.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
4fkb8m4vdcyn1iwck0ukhofmc,Franklin Degaulle,Tebo Uchenna,Franklin,Tebo Uchenna,Male,F. Tebo Uchenna,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2000-01-15,Abuja,Nigeria,63pvdwrsiq5b07mzi8igqei9p,190.0,78.0,right,NaN,2025-08-15Z,active,yes,NaN,NaN,NaN,NaN
4i0lhae9ggu7xzxg8on35qy95,Pape Cherif,Ndiaye,Cherif,Ndiaye,Male,C. Ndiaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,1996-01-23,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,190.0,83.0,right,9.0,2023-09-04Z,active,no,NaN,NaN,NaN,2025-09-12Z
4i79xygq041riir1g8gdw0mad,Omri,Glazer,Omri,Glazer,Male,O. Glazer,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Goalkeeper,player,1996-03-11,Tel Aviv,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,190.0,NaN,NaN,18.0,2023-07-01Z,active,yes,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN
5eipm3sn0sk9i5edxu0b4uhw4,Luka,Zarić,Luka,Zaric,Male,L. Zarić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2008-10-31,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,181.0,NaN,left,40.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
5ke2uwwaoyzdd1f4ryyi2cv3e,Ivan,Guteša,Ivan,Gutesa,Male,I. Guteša,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2002-04-04,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,77.0,2024-02-05Z,active,yes,NaN,NaN,NaN,NaN
5nlzolv5bg03eiopba58rs251,Matheus,Lima Magalhães,Matheus,Lima Magalhães,Male,Matheus,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Goalkeeper,player,1992-03-29,Belo Horizonte,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,86.0,right,1.0,2025-06-30Z,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,Matheus,NaN
5nme1dutl5z14e4741gu88t90,Ebenezer,Annan,Ebenezer,Annan,Male,E. Annan,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2002-08-21,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,NaN,88.0,2025-01-01Z,active,no,NaN,NaN,NaN,2025-08-07Z
5qg2z9jqyvv8shw012wszo1uy,Nikola,Stanković,Nikola,Stankovic,Male,N. Stanković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2003-04-24,Vrnjačka Banja,Serbia,5w4ve503bjdsshwx9ho6jxzx0,180.0,75.0,right,24.0,2025-07-28Z,active,yes,NaN,NaN,NaN,NaN
6kge6vcoa9ocnh6tb8qznfzkl,Miloš,Veljković,Milos,Veljkovic,Male,M. Veljković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,1995-09-26,Basel,Switzerland,3bh70jgvc5mn58x0byjkuda17,188.0,83.0,right,13.0,2025-07-01Z,active,yes,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN
6lfy9bkrwcqxftdvotjpf2j8p,Felício,Mendes João Milson,Felício,Mendes João Milson,Male,Milson,Angola,3k53bkrjx5zsxchc6e3mcd834,Midfielder,player,1999-10-12,Luanda,Angola,3k53bkrjx5zsxchc6e3mcd834,170.0,69.0,right,7.0,2024-07-26Z,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,Milson,NaN
77ibh9kvc2rkuulfsmiwq385w,Keimer Andrés,Sandoval Rodríguez,Keimer,Sandoval,Male,K. Sandoval,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Defender,player,2005-09-03,Cali,Colombia,6kby8rq1p01fg5ds38ckkrcs5,185.0,75.0,right,3.0,2025-01-30Z,active,yes,NaN,NaN,NaN,2026-06-30Z
7nv0wf9kmny9w7p36ahdsitat,Timi Max,Elšnik,Timi Max,Elsnik,Male,T. Elšnik,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Midfielder,player,1998-04-29,Kidričevo,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,182.0,65.0,left,21.0,2024-07-29Z,active,yes,NaN,NaN,NaN,NaN
8cfopdu7tyfve6iu3sinme1gp,Bruno,Duarte da Silva,Bruno,Duarte da Silva,Male,Bruno Duarte,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1996-03-24,São Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,183.0,78.0,right,17.0,2024-07-17Z,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,Bruno Duarte,NaN
8fuik0j594o6zdppn2jaxrzmc,Stefan,Gudelj,Stefan,Gudelj,Male,S. Gudelj,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Defender,player,2006-05-18,Trebinje,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,192.0,NaN,NaN,45.0,2025-03-25Z,active,yes,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN
8zx7blw00uknirnx7rv98vb4k,Egor,Prutsev,Egor,Prutsev,Male,E. Prutsev,Russia,7kfg68kh6n16fs4ap3xjiudr,Midfielder,player,2002-12-23,NaN,Russia,7kfg68kh6n16fs4ap3xjiudr,181.0,67.0,NaN,73.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
9g5qi226dysmtv1jlq6nrfpjo,Jovan,Šljivić,Jovan,Sljivic,Male,J. Šljivić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-10-14,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,8.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
9wabmo0s1815sxu5fdc7xpx49,Euciodálcio,Gomes,Euciodálcio,Gomes,Male,Dálcio,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Midfielder,player,1996-05-22,Almada,Portugal,1nbm5i9a0403zzvltn17lxinc,186.0,80.0,left,NaN,2025-07-01Z,active,no,Portugal,1nbm5i9a0403zzvltn17lxinc,Dálcio,2025-07-21Z
aje7rfhp2kmdys3ht82xbx4wk,Veljko,Milosavljević,Veljko,Milosavljevic,Male,V. Milosavljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2007-06-28,Požarevac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,192.0,NaN,right,44.0,2023-10-17Z,active,no,NaN,NaN,NaN,2025-09-01Z
aomr6umur6n0ukkl5iu7rut5g,Aleksa,Damjanović,Aleksa,Damjanovic,Male,A. Damjanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2008-12-04,Belgrade,Serbia,5w4ve503bjdsshwx9ho6jxzx0,192.0,NaN,left,19.0,2025-08-07Z,active,yes,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN
bjgjaklncs9iobtzeaflqgb8,Vuk,Draškić,Vuk,Draskic,Male,V. Draškić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2007-05-11,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,189.0,NaN,right,28.0,2024-01-25Z,active,yes,NaN,NaN,NaN,NaN
cz8rap253qxnx9l0g1sj6dt04,Mahmudu,Bajo,Mahmudu,Bajo,Male,M. Bajo,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,Midfielder,player,2004-08-15,NaN,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,178.0,NaN,NaN,6.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN
d29kspi5hcnnl38om4ikn1xck,Stefan,Leković,Stefan,Lekovic,Male,S. Leković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2004-01-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,192.0,83.0,right,25.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
d8qady1y0xlbt7hzltiffydp1,Vladan,Milojević,Vladan,Milojevic,Male,V. Milojević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1970-03-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2023-12-22Z,active,yes,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN
dccxma9p13p00n0gi1cxk1nf9,Marko,Arnautović,Marko,Arnautovic,Male,M. Arnautović,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1989-04-19,Wien,Austria,hcs1bd49qliqqity6o268jyt,192.0,83.0,both,NaN,2025-07-21Z,active,yes,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN
dgga9949wxs0mpe7dvqcz9es4,Savo,Radanović,Savo,Radanovic,Male,S. Radanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2009-02-28,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,NaN,2025-03-01Z,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
diyr7clbo61gqbnllvigu6psk,Strahinja,Stojković,Strahinja,Stojkovic,Male,S. Stojković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2007-03-08,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,188.0,NaN,right,47.0,2025-02-01Z,active,no,NaN,NaN,NaN,2025-08-08Z
dpwfhndlyltxz09ehqdo8uz9w,Gorazd,Ristovski,Gorazd,Ristovski,Male,G. Ristovski,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Defender,player,2007-12-16,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,175.0,NaN,NaN,65.0,2025-08-15Z,active,yes,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN
eb85cx88u62iezjp4i0jjbg9g,Vasilije,Kostov,Vasilije,Kostov,Male,V. Kostov,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2008-05-11,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,176.0,NaN,right,22.0,2025-02-25Z,active,yes,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN,NaN
eifui3hrv21plt57hxo8dhl62,Young-Woo,Seol,Young-Woo,Seol,Male,Seol Young-Woo,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Defender,player,1998-12-05,Ulsan,Korea Republic,4vzpxtqkiwx0puygnmayr74di,182.0,72.0,right,66.0,2024-06-27Z,active,yes,NaN,NaN,Seol Young-Woo,NaN
einlsykf0ngqcipa3gi8l62ac,Uroš,Đorđević,Uros,Djordjevic,Male,U. Đorđević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2007-11-30,Kruševac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,70.0,2025-08-15Z,active,yes,NaN,NaN,NaN,NaN
1ykna3eethnofpn71t9gihknp,Marko,Bajic,NaN,NaN,Male,M. Bajic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1985-09-28,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,80.0,NaN,NaN,2023-04-13Z,active,yes,NaN,NaN,NaN,NaN
2rvmzpsl70d0kl4a998pjzrp,Bojan,Brać,Bojan,Brac,Male,B. Brać,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1989-02-28,Vrbas,Serbia,5w4ve503bjdsshwx9ho6jxzx0,191.0,87.0,NaN,90.0,2025-07-26Z,active,yes,NaN,NaN,NaN,NaN
2slqpfuj47jk0x7i44a2m9ld6,Vicky,Junior Kiankaulua,Vicky,Kiankaulua,Male,V. Kiankaulua,France,7gww28djs405rfga69smki84o,Attacker,player,2001-08-03,NaN,France,7gww28djs405rfga69smki84o,185.0,73.0,NaN,94.0,2025-07-25Z,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN,NaN
30u098sq9lrtri0nfrhqjkc0l,Luka,Luković,Luka,Lukovic,Male,L. Luković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1996-10-11,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,189.0,82.0,both,8.0,2023-02-10Z,active,yes,NaN,NaN,NaN,NaN
31hi2syfhhn6muknotw53hgr8,Stefan,Baltić,NaN,NaN,Male,S. Baltić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2004-02-26,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,29.0,2025-08-01Z,active,yes,NaN,NaN,NaN,NaN
3cpxiyk87t1j3idphau3oiokp,Ismael,Casas Casado,Ismael,Casas,Male,Ismael Casas,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,2001-03-07,Linares,Spain,49ih1pwv3ahshdf8uzrimi54c,174.0,62.0,right,NaN,2025-09-04Z,active,yes,NaN,NaN,NaN,NaN
3gcfowjqjjunqefl726qo5tsk,Kadir,Gicić,NaN,NaN,Male,K. Gicić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2007-07-28,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,12.0,2024-10-05Z,active,yes,NaN,NaN,NaN,NaN
3t7e7ns157heoz0jp9fbut1ck,Darko,Stojanović,Darko,Stojanovic,Male,D. Stojanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2003-09-03,Vranje,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2025-07-23Z,active,no,NaN,NaN,NaN,2025-07-24Z
4ensfjuf2sfw4vh0sdo22shnu,Željko,Arsić,NaN,NaN,Male,Ž. Arsić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1997-07-26,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,45.0,2025-07-01Z,active,no,NaN,NaN,NaN,2025-08-01Z
4y6wu59io6et1n02055brjx90,Siniša,Popović,NaN,NaN,Male,S. Popović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2005-01-23,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,184.0,72.0,right,15.0,2024-07-20Z,active,yes,NaN,NaN,NaN,NaN
53tqqwl5dpxn0v5zluabsmms5,Alexandre Roger Marcel,Oukidja,Alexandre,Oukidja,Male,A. Oukidja,Algeria,1ayprcriqhb8iv10ch70clppu,Goalkeeper,player,1988-07-19,Nevers,France,7gww28djs405rfga69smki84o,184.0,79.0,right,NaN,2025-07-12Z,active,yes,France,7gww28djs405rfga69smki84o,NaN,NaN
5qxfujzv03k9y0k8zq03gvh79,Alen,Stevanović,Alen,Stevanovic,Male,A. Stevanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1991-01-07,Zürich,Switzerland,3bh70jgvc5mn58x0byjkuda17,180.0,75.0,right,21.0,2024-07-12Z,active,yes,Switzerland,3bh70jgvc5mn58x0byjkuda17,NaN,NaN
5zddz3oc2dbnico3amxr02ot0,Dušan,Žagar,NaN,NaN,Male,D. Žagar,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2006-10-28,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,10.0,2025-03-01Z,active,yes,NaN,NaN,NaN,NaN
6141a95kx3dj8cegk8cv5mnd,Marko,Jevtić,NaN,NaN,Male,M. Jevtić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1996-02-17,Šabac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,190.0,79.0,NaN,14.0,2024-07-15Z,active,yes,NaN,NaN,NaN,NaN
68zo6wxbhmzfl9gyh30i48ic,Marko,Luković,Marko,Lukovic,Male,M. Luković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-09-04,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,24.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
6zlcuq0mb2ywbienfm6h2f3mc,Miloš,Bakić,NaN,NaN,Male,M. Bakić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2006-01-21,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,30.0,2024-07-20Z,active,yes,NaN,NaN,NaN,NaN
7lvm9okt5sbkqmv625agkqyfp,Filip,Malbašić,Filip,Malbasic,Male,F. Malbašić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,1992-11-18,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,182.0,79.0,left,NaN,2025-02-07Z,active,no,NaN,NaN,NaN,2025-09-02Z
7pu0vg7djdjvbv825csxojdas,Stefan,Bastaja,NaN,NaN,Male,S. Bastaja,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2005-02-22,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,right,16.0,2023-12-01Z,active,yes,NaN,NaN,NaN,NaN
7rejchbjwccekw5lgzyyh266t,Tomislav,Todorović,NaN,NaN,Male,T. Todorović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1998-02-13,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,173.0,67.0,NaN,6.0,2025-07-01Z,active,no,NaN,NaN,NaN,2025-08-07Z
90ow8gt98wvo34ro2bug3b95g,Miloš,Jović,NaN,NaN,Male,M. Jović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2006-05-22,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2025-08-29Z,active,yes,NaN,NaN,NaN,2026-06-30Z
9llu93gqga1m9u4pppp6921p0,Bojan,Krulj,NaN,NaN,Male,B. Krulj,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1988-10-29,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2025-07-29Z,active,yes,NaN,NaN,NaN,NaN
9oyeyskgv9twc4b6p1paalfys,Leontije,Vasić,Leontije,Vasic,Male,L. Vasić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2004-01-31,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,184.0,NaN,NaN,31.0,2025-07-01Z,active,no,NaN,NaN,NaN,2025-07-31Z
abg385f0rvgrqisco47nitw5w,Vuk,Borovic,NaN,NaN,Male,V. Borovic,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2008-07-10,Belgrade,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,both,NaN,2025-08-31Z,active,yes,Croatia,37hlakrwxyuzovaeoo4sezusp,NaN,NaN
acqof8nwb908nnhfcv3adft3o,Lazar,Konstantinov,NaN,NaN,Male,L. Konstantinov,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2005-06-29,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,3.0,2024-07-20Z,active,yes,NaN,NaN,NaN,NaN
aiou68b2s65xhmz19vn1h35zo,Emmanuel,Adimchukwunobi,NaN,NaN,Male,E. Adimchukwunobi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2005-09-30,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,20.0,2024-05-12Z,active,yes,NaN,NaN,NaN,NaN
alehvjq17adaawbb7ek35rx0p,Dušan,Marković,Dusan,Markovic,Male,D. Marković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,1998-04-03,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,1.0,2025-02-01Z,active,yes,NaN,NaN,NaN,NaN
an3zmtjrwmjuo5ojsi6hzz40k,Vasilije,Novičić,Vasilije,Novicic,Male,V. Novičić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2008-05-07,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,22.0,2024-10-05Z,active,yes,NaN,NaN,NaN,NaN
avyuamqp8rhp22c30hmjbjmqx,Olivier,Thill,Olivier,Thill,Male,O. Thill,Luxembourg,f2r46apchse9eg3n9c9pupfs,Midfielder,player,1996-12-17,Niederkorn,Luxembourg,f2r46apchse9eg3n9c9pupfs,176.0,76.0,right,NaN,2025-08-29Z,active,yes,NaN,NaN,NaN,NaN
buzn1e6fhxs6gucvmwhedual0,Nikola,Krstić,NaN,NaN,Male,N. Krstić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Attacker,player,2004-12-01,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,25.0,2023-03-20Z,active,yes,NaN,NaN,NaN,NaN
c9sz06z9m4zw3ibnlr1em2qui,Vladimir,Radočaj,NaN,NaN,Male,V. Radočaj,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1998-12-24,Sombor,Serbia,5w4ve503bjdsshwx9ho6jxzx0,176.0,73.0,NaN,27.0,2021-08-02Z,active,yes,NaN,NaN,NaN,NaN
car0gajfp7l7yuf7g9mfi9uui,Moussa,Sissako,Moussa,Sissako,Male,M. Sissako,Mali,d0v29nncgikdswlxpdq553zz,Defender,player,2000-11-10,Clichy,France,7gww28djs405rfga69smki84o,188.0,82.0,both,5.0,2025-07-01Z,active,yes,France,7gww28djs405rfga69smki84o,NaN,NaN
cy1n6tiule5x0nvj5iuhe6rx1,Zoran,Vasiljević,NaN,NaN,Male,Z. Vasiljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1971-08-12,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2024-11-26Z,active,no,NaN,NaN,NaN,2025-07-29Z
e60ju18gdf1nda6mi50069hck,Irfan,Zulfić,NaN,NaN,Male,I. Zulfić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2000-10-04,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,80.0,2025-07-01Z,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN
