id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,secondNationality,secondNationalityId,knownName
70h2g33o2w7f32dtx76wji99m,Gastón Luciano,Ávila,Gastón,Ávila,Male,G. Ávila,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,2001-09-30,Rosario,Argentina,2vovxa97k7v7ofa85dah2xktb,182.0,80.0,left,NaN,2026-01-01Z,NaN,active,no,NaN,NaN,NaN
70tsvrcmklvp4ecdhxlugf8ix,Ko,Itakura,Ko,Itakura,Male,K. Itakura,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,1997-01-27,Yokohama,Japan,lxyibh89lpdc0bfian1nx0xq,188.0,80.0,right,4.0,2025-08-08Z,NaN,active,yes,NaN,NaN,NaN
7dkhv2l8y6jq20l1dc2ye17je,Oliver Valaker,Edvardsen,Oliver,Edvardsen,Male,O. Edvardsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1999-03-19,Bærum,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,65.0,right,17.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN
7joybllup4h9oe6zfhcepjy6t,Steven,Berghuis,Steven,Berghuis,Male,S. Berghuis,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1991-12-19,Apeldoorn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,75.0,left,23.0,2021-07-19Z,NaN,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
7w5ivtmbqzi4hfte330r1a505,Remko Jurian,Pasveer,Remko,Pasveer,Male,R. Pasveer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1983-11-08,Enschede,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,88.0,right,22.0,2021-07-01Z,NaN,active,yes,NaN,NaN,NaN
7wz2sc3d07aaduyhmihffa2hg,James William,McConnell,James,McConnell,Male,J. McConnell,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,2004-09-13,NaN,England,1fk5l4hkqk12i7zske6mcqju6,175.0,65.0,right,16.0,2025-08-29Z,2026-06-30Z,active,yes,NaN,NaN,NaN
8dx4rhygmbmwo75chv2wzajmd,Marcel,Keizer,Marcel,Keizer,Male,M. Keizer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1969-01-15,Badhoevedorp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,NaN,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN
8hgpvnzy2mra3ps209tniq7f8,Oscar,Gloukh,Oscar,Gloukh,Male,O. Gloukh,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Midfielder,player,2004-04-01,Rehovot,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,171.0,68.0,both,10.0,2025-08-01Z,NaN,active,yes,NaN,NaN,NaN
9c2i7ddl2uh7kuhwq62klkyui,Brian Ebenezer,Adjei Brobbey,Brian,Brobbey,Male,B. Brobbey,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-02-01,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,78.0,right,9.0,2022-07-22Z,2025-09-01Z,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
9tp35qqu1heburu0g5wa6jv56,Lucas,Oliveira Rosa,Lucas,Oliveira Rosa,Male,Lucas Rosa,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2000-04-03,Ribeirão Preto,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,176.0,68.0,right,2.0,2025-02-04Z,NaN,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,Lucas Rosa
9uo88sreasbyj41lg34hxy28l,Bertrand Isidore,Traoré,Bertrand,Traoré,Male,B. Traoré,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,1995-09-06,Bobo-Dioulasso,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,181.0,73.0,left,20.0,2024-07-15Z,2025-09-01Z,active,no,NaN,NaN,NaN
b8ixf31bdyfqqcwoy4ulai73e,Kian Franklin,Fitz-Jim,Kian,Fitz-Jim,Male,K. Fitz-Jim,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-07-05,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,70.0,right,28.0,2024-01-11Z,NaN,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
baakmd4ndnulbl9npvmq90mvp,Davy,Klaassen,Davy,Klaassen,Male,D. Klaassen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1993-02-21,Hilversum,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,70.0,right,18.0,2024-09-17Z,NaN,active,yes,NaN,NaN,NaN
bpprd2haoafk6y0rjans4iytx,Kasper,Dolberg Rasmussen,Kasper,Dolberg,Male,K. Dolberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-10-06,Silkeborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,80.0,right,9.0,2025-09-02Z,NaN,active,yes,NaN,NaN,NaN
brfa9yhy2llgt9l75unddogk,Jorthy,Mokio,Jorthy,Mokio,Male,J. Mokio,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2008-02-29,Gent,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,NaN,left,31.0,2024-06-24Z,NaN,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
cu1mrhhanp9ee4hbnwg7v1444,Joeri Jesse,Heerkens,Joeri,Heerkens,Male,J. Heerkens,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2006-05-08,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,12.0,2025-07-28Z,NaN,active,yes,Czechia,5md5tpwr2nmqao528prx43jr7,NaN
cx6fxszjvjam6zb3c3p0dd1jo,Mika Marcel,Godts,Mika,Godts,Male,M. Godts,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2005-06-07,Leuven,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,70.0,right,11.0,2023-04-08Z,NaN,active,yes,NaN,NaN,NaN
dafbvyorudvujxw7zswicykmh,Owen Colin,Wijndal,Owen,Wijndal,Male,O. Wijndal,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-11-28,Zaandam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,65.0,left,5.0,2024-07-01Z,NaN,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
elakgkn99i1aig691q1hl8ay2,Sivert,Heggheim Mannsverk,Sivert,Mannsverk,Male,S. Mannsverk,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2002-05-08,Øvre Årdal,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,77.0,right,NaN,2025-07-01Z,2025-08-20Z,active,no,NaN,NaN,NaN
2p6h6ivyzp1fzsayw7r2xn2dx,Hobie,Verhulst,Hobie,Verhulst,Male,H. Verhulst,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1993-04-02,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,192.0,92.0,left,12.0,2020-07-01Z,NaN,active,yes,NaN,NaN,NaN
37d95b3fxv76fm0b6n4tomm8k,Jan,Sierksma,Jan,Sierksma,Male,J. Sierksma,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1984-06-24,Dokkum,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,NaN,2024-01-18Z,NaN,active,yes,NaN,NaN,NaN
3dx91sb6ktg8z1xmoti25kru,Peer,Koopmeiners,Peer,Koopmeiners,Male,P. Koopmeiners,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2000-05-04,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,79.0,right,6.0,2024-07-01Z,NaN,active,yes,NaN,NaN,NaN
3uq3lrjyj4mnvq6162b0jyhnt,Mees Jacobus Wilhelmus,de Wit,Mees,de Wit,Male,M. de Wit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-04-17,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,80.0,left,34.0,2022-07-01Z,NaN,active,yes,NaN,NaN,NaN
3wlfck1h1p0ead0ead6csc5ey,Kenneth,Goudmijn,Kenneth,Goudmijn,Male,K. Goudmijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1970-12-04,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN
4cegvsj3s6t0o1l5xap6jypuy,Mayckel,Lahdo,Mayckel,Lahdo,Male,M. Lahdo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2002-12-30,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,171.0,76.0,right,23.0,2022-06-17Z,2025-08-13Z,active,no,Syria,3tsnzfkszhsktmhsmwar1tvp8,NaN
4fsu74aeogf53l2g1tx89vuok,Matěj,Šín,Matej,Sín,Male,M. Šín,Czechia,5md5tpwr2nmqao528prx43jr7,Midfielder,player,2004-06-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,33.0,2025-08-29Z,NaN,active,yes,NaN,NaN,NaN
59ynmlwky3h6m9g2r7a8igi96,Troy Daniel,Parrott,Troy,Parrott,Male,T. Parrott,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Attacker,player,2002-02-04,Dublin,Republic of Ireland,63nepb66un7juhglo2g6rezcl,185.0,78.0,right,9.0,2024-07-13Z,NaN,active,yes,NaN,NaN,NaN
5ylwgfqvaobru2lxqvlhpxul0,Elijah,Dijkstra,Elijah,Dijkstra,Male,E. Dijkstra,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2006-08-05,Assendelft,Netherlands,6hzi5pltnz67q4la8yli9qfv6,172.0,NaN,right,22.0,2024-10-26Z,NaN,active,yes,NaN,NaN,NaN
619vlbweueymdkq1vu3jm2mwa,Ibrahim,Sadiq,Ibrahim,Sadiq,Male,I. Sadiq,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2000-05-07,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,167.0,68.0,right,11.0,2023-09-01Z,NaN,active,yes,NaN,NaN,NaN
6zzcoo9k4ebqtlux49rbb5fro,Maxim,Dekker,Maxim,Dekker,Male,M. Dekker,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-04-21,Rijsenhout,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,80.0,left,4.0,2022-03-09Z,NaN,active,yes,NaN,NaN,NaN
73lwz4he5erpp25zi8crjvztg,Isak,Steiner Jensen,Isak,Jensen,Male,I. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-12-23,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,91.0,right,17.0,2025-07-15Z,NaN,active,yes,NaN,NaN,NaN
792zq4joba1qgt0lusvrjantg,Lequincio,Zeefuik,Lequincio,Zeefuik,Male,L. Zeefuik,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-11-26,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,197.0,80.0,right,25.0,2025-07-01Z,NaN,active,yes,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
7jgtmmk4b2bgn0syidj6ve7kl,Jordy,Clasie,Jordy,Clasie,Male,J. Clasie,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1991-06-27,Haarlem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,169.0,68.0,right,8.0,2019-07-22Z,NaN,active,yes,NaN,NaN,NaN
7jpreaads35pnnfqbn7hmrmy,Sven,Mijnans,Sven,Mijnans,Male,S. Mijnans,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2000-03-09,Spijkenisse,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,70.0,left,10.0,2023-01-31Z,NaN,active,yes,NaN,NaN,NaN
7ug3a0z74dj7qlq4jbtn1kutw,Daniël Virginio,Deen,Daniël,Deen,Male,D. Deen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2003-02-13,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,72.0,right,31.0,2023-01-06Z,NaN,active,yes,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN
7wrulbqqdeecd5vegsbb1905w,Rome-Jayden,Owusu-Oduro,Rome-Jayden,Owusu-Oduro,Male,R. Owusu-Oduro,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2004-07-02,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,82.0,right,1.0,2023-01-06Z,NaN,active,yes,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
8u19xeh9ugvh8f1mh7jnbbhuc,Kees,Smit,Kees,Smit,Male,K. Smit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-01-20,Heiloo,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,66.0,right,26.0,2024-01-06Z,NaN,active,yes,NaN,NaN,NaN
90zhj6yyva7sxwn4k6c8oa9ec,Jasper,Hartog,Jasper,Hartog,Male,J. Hartog,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2006-03-23,Alkmaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,178.0,NaN,right,63.0,2022-08-12Z,NaN,active,yes,NaN,NaN,NaN
9bgq1tfyfzc3wg9pfr8q510k4,Dave,Kwakman,Dave,Kwakman,Male,D. Kwakman,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-08-07,Volendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,79.0,right,21.0,2025-07-01Z,NaN,active,yes,NaN,NaN,NaN
9lixevzo8exxiia17altfw8ic,Wouter,Goes,Wouter,Goes,Male,W. Goes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2004-06-10,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,75.0,right,3.0,2023-01-24Z,NaN,active,yes,NaN,NaN,NaN
a48j66n8bzz6ffcsyiodbfwq2,Seiya,Maikuma,Seiya,Maikuma,Male,S. Maikuma,Japan,lxyibh89lpdc0bfian1nx0xq,Defender,player,1997-10-16,Nagasaki,Japan,lxyibh89lpdc0bfian1nx0xq,179.0,69.0,both,16.0,2024-06-24Z,NaN,active,yes,NaN,NaN,NaN
ab17bik4y8ilv3ahe50a81ixg,Mexx,Meerdink,Mexx,Meerdink,Male,M. Meerdink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-07-24,Winterswijk,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,69.0,left,35.0,2024-07-01Z,NaN,active,yes,NaN,NaN,NaN
ad4wk3pirfydouf5exiz5m4fd,Kristijan,Belić,Kristijan,Belic,Male,K. Belić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2001-03-25,Sint-Truiden,Belgium,4wbzjcclyefma1ourvjsu4q2j,177.0,75.0,right,14.0,2024-01-17Z,2025-08-10Z,active,no,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN
b94d67jluhh4076wp2se5fqsq,Denso,Kasius,Denso,Kasius,Male,D. Kasius,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2002-10-06,Delft,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,74.0,right,30.0,2023-07-03Z,NaN,active,yes,NaN,NaN,NaN
bhx9yphk2ansoj51v3dtybr9x,Maarten,Martens,Maarten,Martens,Male,M. Martens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,coach,1984-07-02,Eeklo,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,NaN,left,NaN,2024-01-17Z,NaN,active,yes,NaN,NaN,NaN
bmqg7owjivu1f3grdigkid0b9,Jeroen,Zoet,Jeroen,Zoet,Male,J. Zoet,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1991-01-06,Veendam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,88.0,right,41.0,2024-07-15Z,NaN,active,yes,NaN,NaN,NaN
cdlnfuy9piyga0wud4nrucvtg,Ernest,Poku,Ernest,Poku,Male,E. Poku,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-01-28,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,63.0,right,7.0,2021-07-01Z,2025-08-12Z,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
ck3l6a262hves3v6nywarx9pm,Alexandre Manuel,Penetra Correia,Alexandre Manuel,Penetra Correia,Male,Alexandre Penetra,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2001-09-09,Sátão,Portugal,1nbm5i9a0403zzvltn17lxinc,186.0,73.0,right,5.0,2023-07-24Z,NaN,active,yes,NaN,NaN,Alexandre Penetra
czlf1kiqdfepc61hwfutoydqs,Weslley,Pinto Batista,Weslley,Pinto Batista,Male,Weslley Patati,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2003-10-01,Presidente Dutra,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,172.0,NaN,left,7.0,2025-08-28Z,NaN,active,yes,Portugal,1nbm5i9a0403zzvltn17lxinc,Weslley Patati
d29ahwtvs7ls75wdtkf7xr8tm,Zico,Buurmeester,Zico,Buurmeester,Male,Z. Buurmeester,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-06-07,Egmond aan den Hoef,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,65.0,right,28.0,2024-07-01Z,2025-09-01Z,active,no,NaN,NaN,NaN
dk7zyk16nsnh0czeky7vi0x78,Sem,van Duijn,Sem,van Duijn,Male,S. van Duijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-03-18,Leiden,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,NaN,right,NaN,2025-02-05Z,NaN,active,yes,NaN,NaN,NaN
edzt1jlnaspxiyfc95xc723f9,Maarten,Stekelenburg,Maarten,Stekelenburg,Male,M. Stekelenburg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1972-12-13,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,NaN,2025-07-14Z,NaN,active,yes,NaN,NaN,NaN
