id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,knownName
9w22qp9eqlcacxynbeh0mllhw,Jérémy,De Bessa,Jérémy,De Bessa,Male,J. De Bessa,France,7gww28djs405rfga69smki84o,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2006-04-21,Ajaccio,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,33.0,2023-11-15Z,2024-06-30Z,active,no,NaN
a1dt9fl90vxx03x2zv4q97nys,Wolo,Leblanc Touré,Wolo,Touré,Male,W. Leblanc Touré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Midfielder,player,2004-01-06,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,NaN,NaN,2024-04-21Z,2024-06-30Z,active,no,NaN
a9spa0eeoj6edtm6ldm7rou8k,Josué,Escartin,Josué,Escartin,Male,J. Escartin,France,7gww28djs405rfga69smki84o,Congo,1s2y6o0lwj69dj5ib5pid8f6r,Defender,player,2003-03-21,Fleury-les-Aubrais,France,7gww28djs405rfga69smki84o,193.0,85.0,right,44.0,2024-01-04Z,2024-06-30Z,active,no,NaN
am6xykrxjymw2qpqli6upysq,Al Hassan,Touré,Al Hassan,Touré,Male,A. Touré,Australia,u5ieemi69z72c3bgczyy68lo,Guinea,4i9sg55wigitrfx7290f59ceo,Attacker,player,2000-05-30,Guéckédou,Guinea,4i9sg55wigitrfx7290f59ceo,185.0,82.0,right,19.0,2024-01-15Z,2025-04-04Z,active,no,NaN
axr22oa5kxbe175u81g7ljfh0,Ivane,Chegra,Ivane,Chegra,Male,I. Chegra,Algeria,1ayprcriqhb8iv10ch70clppu,France,7gww28djs405rfga69smki84o,Midfielder,player,2004-03-03,Montreuil,France,7gww28djs405rfga69smki84o,180.0,67.0,right,38.0,2023-01-19Z,2024-01-31Z,active,no,NaN
azk7wn4uaxapkbi9whxa6elzp,Valentin,Jacob,Valentin,Jacob,Male,V. Jacob,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1994-06-15,Paris,France,7gww28djs405rfga69smki84o,171.0,67.0,right,10.0,2023-07-04Z,2025-06-30Z,active,no,NaN
bn0uobid2jnove58kcm1kh3x0,Pablo,Soules,Pablo,Soules,Male,P. Soules,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,2005-11-30,Toulouse,France,7gww28djs405rfga69smki84o,172.0,NaN,right,NaN,2023-11-15Z,2024-06-30Z,active,no,NaN
c8jbelpxioe6w60li6rch0gk5,Stephen,Quemper,Stephen,Quemper,Male,S. Quemper,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1993-05-12,Morlaix,France,7gww28djs405rfga69smki84o,178.0,74.0,left,3.0,2023-07-21Z,2025-06-30Z,active,no,NaN
ce6z3bhvhmoplnisz3a1bcf10,Anthony Joseph Patrick,Strata,Tony,Strata,Male,T. Strata,Romania,17oj2qrzqlkhdjvazum10sx2i,France,7gww28djs405rfga69smki84o,Defender,player,2004-09-07,Marseille,Romania,17oj2qrzqlkhdjvazum10sx2i,177.0,68.0,right,31.0,2023-04-15Z,2025-08-27Z,active,no,NaN
ckwhph7qh6hibculw8hgatwph,Olivier,Pantaloni,Olivier,Pantaloni,Male,O. Pantaloni,France,7gww28djs405rfga69smki84o,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1966-12-13,Bastia,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,2014-11-07Z,2024-06-23Z,active,no,NaN
cn8hz731tl3myqaq50meprok4,Mehdi Guillermo Moh,Puch-Herrantz,Mehdi,Puch,Male,M. Puch,Algeria,1ayprcriqhb8iv10ch70clppu,France,7gww28djs405rfga69smki84o,Midfielder,player,2004-01-20,Paris,France,7gww28djs405rfga69smki84o,175.0,72.0,right,37.0,2022-08-25Z,NaN,active,yes,NaN
crdmczlhynym2z1adqlbt853p,Fernand Destin,Mayembo,Fernand,Mayembo,Male,F. Mayembo,Congo,1s2y6o0lwj69dj5ib5pid8f6r,France,7gww28djs405rfga69smki84o,Defender,player,1996-01-09,Brazzaville,Congo,1s2y6o0lwj69dj5ib5pid8f6r,184.0,88.0,right,77.0,2022-07-26Z,2023-08-08Z,active,no,NaN
cujgdqrikyjt36scc23zcbkk5,Mohamed Baki,Youssouf,Mohamed,Youssouf,Male,M. Youssouf,Comoros,40fy8dkxp9lwfufwmbnctzlz6,France,7gww28djs405rfga69smki84o,Defender,player,1988-03-26,Paris,France,7gww28djs405rfga69smki84o,169.0,65.0,left,20.0,2018-07-01Z,NaN,active,yes,NaN
d0xd6vjsgt4x6dck2gll9d4pg,Anthony,Fosse,Anthony,Fosse,Male,A. Fosse,France,7gww28djs405rfga69smki84o,NaN,NaN,Attacker,player,2005-01-23,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,41.0,2024-04-21Z,2024-06-30Z,active,no,NaN
d3d1qks236pztzcqp3wdcc0l,Vincent,Marchetti,Vincent,Marchetti,Male,V. Marchetti,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1997-07-04,Ajaccio,France,7gww28djs405rfga69smki84o,181.0,70.0,left,8.0,2020-10-05Z,2024-01-29Z,active,no,NaN
da81277761mvu8idmy1ekqdw5,Yoann,Touzghar,Yoann,Touzghar,Male,Y. Touzghar,Tunisia,2um1icx6ftp1auliaxyw0ou6y,France,7gww28djs405rfga69smki84o,Attacker,player,1986-11-29,Avignon,France,7gww28djs405rfga69smki84o,179.0,75.0,right,9.0,2022-08-24Z,2025-06-30Z,retired,no,NaN
i0pvdl0hx7idtfi0xymygmp5,Clément,Vidal,Clément,Vidal,Male,C. Vidal,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,2000-06-18,Montpellier,France,7gww28djs405rfga69smki84o,181.0,73.0,right,5.0,2022-07-01Z,2025-06-30Z,active,no,NaN
iwdw7gstefpeg5ax75s6uwic,Sacha,Contena,Sacha,Contena,Male,S. Contena,France,7gww28djs405rfga69smki84o,NaN,NaN,Goalkeeper,player,2005-10-04,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,40.0,2022-02-18Z,2025-06-30Z,active,no,NaN
14shspwzw6jt6xbu43ox74ct1,Victor,Lobry,Victor,Lobry,Male,V. Lobry,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1995-06-16,Soissons,France,7gww28djs405rfga69smki84o,181.0,74.0,left,22.0,2022-07-20Z,2024-01-20Z,active,no,NaN
193jvb4jxke51cmdsqxsajizt,Ibrahima,Wadji,Ibrahima,Wadji,Male,I. Wadji,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,1995-05-05,Bignona,Senegal,6hhqyhr5cwq2pfprlazyposyk,175.0,74.0,right,25.0,2022-08-30Z,2025-06-30Z,active,no,NaN
1bwo1ljvvdcz7ih5z0led8l7u,Etienne,Green,Etienne,Green,Male,E. Green,England,1fk5l4hkqk12i7zske6mcqju6,France,7gww28djs405rfga69smki84o,Goalkeeper,player,2000-07-19,Colchester,England,1fk5l4hkqk12i7zske6mcqju6,192.0,76.0,right,42.0,2021-01-30Z,2024-08-07Z,active,no,NaN
1mpj1a78az7a7heu8ovab6c5w,Mathis,Amougou,Mathis,Amougou,Male,M. Amougou,France,7gww28djs405rfga69smki84o,Cameroon,4eb9feio6u267dd1jcwaf38mt,Midfielder,player,2006-01-18,Le Blanc-Mesnil,France,7gww28djs405rfga69smki84o,177.0,65.0,right,46.0,2023-09-08Z,2025-02-03Z,active,no,NaN
1nwxinubpm7icyb0ltwnslhp1,Anthony,Briançon,Anthony,Briançon,Male,A. Briançon,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1994-11-29,Avignon,France,7gww28djs405rfga69smki84o,185.0,79.0,right,23.0,2022-07-01Z,2025-06-30Z,active,no,NaN
2abpo4w3jcxp1wzp50yypxsrt,Stéphane Imad,Diarra,Stéphane,Diarra,Male,S. Diarra,Côte d'Ivoire,tin6kf561ywonqan0mettr98,France,7gww28djs405rfga69smki84o,Attacker,player,1998-12-09,Abidjan,Côte d'Ivoire,tin6kf561ywonqan0mettr98,173.0,58.0,left,17.0,2023-08-21Z,2024-06-30Z,active,no,NaN
2zexsyiv8krax7x4qnglrm2fp,Matthieu,Dreyer,Matthieu,Dreyer,Male,M. Dreyer,France,7gww28djs405rfga69smki84o,NaN,NaN,Goalkeeper,player,1989-03-20,Strasbourg,France,7gww28djs405rfga69smki84o,188.0,87.0,right,1.0,2022-08-23Z,2024-02-01Z,active,no,NaN
3jqxaa2l6gqwxl2mr8w0yiiy2,Nathanaël,Mbuku Wa Mbuku,Nathanaël,Mbuku,Male,N. Mbuku,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,France,7gww28djs405rfga69smki84o,Attacker,player,2002-03-16,Villeneuve-Saint-Georges,France,7gww28djs405rfga69smki84o,170.0,65.0,left,10.0,2024-01-21Z,2024-06-30Z,active,no,NaN
3r1zsjvt43kg7aoudhh7o3rl6,Niels Patrick,Nkounkou,Niels,Nkounkou,Male,N. Nkounkou,France,7gww28djs405rfga69smki84o,Congo,1s2y6o0lwj69dj5ib5pid8f6r,Defender,player,2000-11-01,Pontoise,France,7gww28djs405rfga69smki84o,184.0,75.0,left,27.0,2023-07-01Z,2023-09-01Z,active,no,NaN
3yzhpp6tzvfki1qz8nngsrpjo,Karim,Cissé,Karim,Cissé,Male,K. Cissé,Guinea,4i9sg55wigitrfx7290f59ceo,France,7gww28djs405rfga69smki84o,Attacker,player,2004-11-14,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,175.0,70.0,right,32.0,2023-07-01Z,2024-09-02Z,active,no,NaN
3zfvbmppohz2naqcci09pt72s,Benjamin,Bouchouari,Benjamin,Bouchouari,Male,B. Bouchouari,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2001-11-13,Borgerhout,Belgium,4wbzjcclyefma1ourvjsu4q2j,165.0,65.0,right,6.0,2022-08-16Z,2025-09-05Z,active,no,NaN
480jrdevgttzrp34tzqyhw355,Mickaël,Nadé,Mickaël,Nadé,Male,M. Nadé,France,7gww28djs405rfga69smki84o,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Defender,player,1999-03-04,Sarcelles,France,7gww28djs405rfga69smki84o,186.0,81.0,left,3.0,2021-07-01Z,NaN,active,yes,NaN
4wm71mm94a7hcm4udub5tl9uc,Jibril,Othman,Jibril,Othman,Male,J. Othman,Tunisia,2um1icx6ftp1auliaxyw0ou6y,France,7gww28djs405rfga69smki84o,Attacker,player,2004-04-26,Saint-Étienne,France,7gww28djs405rfga69smki84o,177.0,67.0,right,NaN,2022-10-14Z,2025-01-31Z,active,no,NaN
4yyg20oz5bh3flvb730uco8pg,Saïdou,Sow,Saïdou,Sow,Male,S. Sow,Guinea,4i9sg55wigitrfx7290f59ceo,France,7gww28djs405rfga69smki84o,Defender,player,2002-07-04,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,187.0,87.0,right,4.0,2020-08-29Z,2023-08-09Z,active,no,NaN
569oxy3ov29ssewihysoupuj9,Thomas,Monconduit,Thomas,Monconduit,Male,T. Monconduit,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1991-02-10,Drancy,France,7gww28djs405rfga69smki84o,184.0,83.0,right,7.0,2022-08-30Z,2025-02-03Z,active,no,NaN
5dtht84403e1u5nnm9kjrjpwp,Dylan,Chambost,Dylan,Chambost,Male,D. Chambost,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1997-08-19,Annecy,France,7gww28djs405rfga69smki84o,177.0,70.0,left,14.0,2022-07-01Z,2024-07-18Z,active,no,NaN
5e1ybge741gzyadvlj3vue784,Jules,Mouton,Jules,Mouton,Male,J. Mouton,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,2005-03-03,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,2022-10-21Z,NaN,active,yes,NaN
5oghztk07za2yuqq4jnav22y2,Maxence,Rivera,Maxence,Rivera,Male,M. Rivera,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,2002-05-30,Vénissieux,France,7gww28djs405rfga69smki84o,171.0,61.0,right,20.0,2023-07-01Z,2024-06-30Z,active,no,NaN
5x4cp16m9z8vzgq1kkjvm71ed,Florian,Tardieu,Florian,Tardieu,Male,F. Tardieu,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,1992-04-22,Istres,France,7gww28djs405rfga69smki84o,181.0,70.0,right,5.0,2023-09-01Z,NaN,active,yes,NaN
6l9y6rn336e3i3z1rvns435xx,Gautier,Larsonneur,Gautier,Larsonneur,Male,G. Larsonneur,France,7gww28djs405rfga69smki84o,NaN,NaN,Goalkeeper,player,1997-02-23,Saint-Renan,France,7gww28djs405rfga69smki84o,181.0,70.0,right,30.0,2023-01-06Z,NaN,active,yes,NaN
7aa3k7b1yol8sn30xcl138i51,Gaëtan,Charbonnier,Gaëtan,Charbonnier,Male,G. Charbonnier,France,7gww28djs405rfga69smki84o,NaN,NaN,Attacker,player,1988-12-27,Saint-Mandé,France,7gww28djs405rfga69smki84o,188.0,80.0,right,10.0,2022-12-16Z,2024-01-15Z,active,no,NaN
7l6u5q2qt7490gyraebtbmln8,Enzo,Mayilla,Enzo,Mayilla,Male,E. Mayilla,France,7gww28djs405rfga69smki84o,Cameroon,4eb9feio6u267dd1jcwaf38mt,Attacker,player,2006-01-02,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,65.0,2024-03-01Z,2024-08-14Z,active,no,NaN
8acpjp68pyppiayzwasslokwl,Laurent,Huard,Laurent,Huard,Male,L. Huard,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,coach,1973-08-26,Fougères,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,2023-12-06Z,2023-12-11Z,active,no,NaN
8b40ap862z6ynvmgah0vjces5,Irvin Charly Jose,Cardona,Irvin,Cardona,Male,I. Cardona,Malta,52j1myzb4go3nqu8crtu7ulc1,France,7gww28djs405rfga69smki84o,Attacker,player,1997-08-08,Nîmes,France,7gww28djs405rfga69smki84o,185.0,76.0,right,11.0,2024-01-03Z,2024-06-30Z,active,no,NaN
8t5shwc2150b8yem60ozfldgq,Gregory,Peres,Grégory,Peres,Male,G. Peres,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,assistant coach,1975-01-22,NaN,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,2023-12-12Z,2024-12-14Z,active,no,NaN
90qji8y1tt9vtwoki1423wmhh,Ibrahim,Sissoko,Ibrahim,Sissoko,Male,Ibrahim Sissoko,Mali,d0v29nncgikdswlxpdq553zz,France,7gww28djs405rfga69smki84o,Attacker,player,1995-11-27,Créteil,France,7gww28djs405rfga69smki84o,192.0,89.0,right,9.0,2023-07-01Z,2025-06-30Z,active,no,Ibrahim Sissoko
93r4ox49ro6jqv3fzxti42c5w,El Hadji,Dieye,El Hadji,Dieye,Male,E. Dieye,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,2002-06-06,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,right,NaN,2021-10-16Z,2023-12-31Z,active,no,NaN
a0o34jherpgziz52ri0zxms45,Dennis,Appiah,Dennis,Appiah,Male,D. Appiah,France,7gww28djs405rfga69smki84o,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1992-06-09,Toulouse,France,7gww28djs405rfga69smki84o,179.0,68.0,right,8.0,2023-01-03Z,NaN,active,yes,NaN
at4y3dyaqs7rnm3si5u5fl34k,Boubacar,Fall,Boubacar,Fall,Male,B. Fall,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Goalkeeper,player,2001-02-03,Thiaroye,Senegal,6hhqyhr5cwq2pfprlazyposyk,198.0,80.0,left,16.0,2021-01-05Z,2025-06-30Z,active,no,Boubacar Fall
avrytipllm79xl3g4lf6si5wq,Louis,Mouton,Louis,Mouton,Male,L. Mouton,France,7gww28djs405rfga69smki84o,NaN,NaN,Midfielder,player,2002-06-03,NaN,France,7gww28djs405rfga69smki84o,189.0,75.0,right,37.0,2022-01-14Z,2023-08-17Z,active,no,NaN
azihee8nyv5g0ahc6cbeqgiz8,Abdoulaye,Bakayoko,Abdoulaye,Bakayoko,Male,A. Bakayoko,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Defender,player,2002-12-15,Agou,Côte d'Ivoire,tin6kf561ywonqan0mettr98,185.0,74.0,NaN,36.0,2023-07-01Z,2023-09-21Z,active,no,NaN
