id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,endDate,knownName
edyeb110tuk6q5z81s3tvxlh,Petr,Reinberk,Petr,Reinberk,Male,P. Reinberk,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1989-05-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,178.0,75.0,right,23.0,2010-07-01Z,active,yes,NaN,NaN
ei89h6tx30ynwrh1e24q5plhw,Martin,Mezihorák,NaN,NaN,Male,M. Mezihorák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,2006-09-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2023-09-01Z,active,no,2024-06-21Z,NaN
f5hd9l7ntqh89xv7ep4ynsatx,Jan,Kalabiška,Jan,Kalabiska,Male,J. Kalabiška,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1986-12-22,Melnik,Czechia,5md5tpwr2nmqao528prx43jr7,188.0,78.0,NaN,19.0,2018-07-30Z,active,no,2024-06-20Z,NaN
10esz9pvzonegry7p78n3ce09,Jan,Kuchta,Jan,Kuchta,Male,J. Kuchta,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,1997-01-08,Liberec,Czechia,5md5tpwr2nmqao528prx43jr7,184.0,80.0,right,9.0,2023-07-01Z,active,no,2024-08-31Z,NaN
1czk5wkuu6ahu3ytu2or8276d,Qazim,Laçi,Qazim,Laçi,Male,Q. Laçi,Albania,17zsm8shejejls2on1ffil3op,Greece,6lpgd60z890no2v46zdecrcss,Midfielder,player,1996-01-19,Peshkopi,Albania,17zsm8shejejls2on1ffil3op,175.0,67.0,right,20.0,2023-01-01Z,active,yes,NaN,NaN
1z99j6x60xzougmh2dg5s3z6d,Lukáš,Haraslín,Lukás,Haraslín,Male,L. Haraslín,Slovakia,7dybe8679n9bgyrcxi383pq3y,NaN,NaN,Midfielder,player,1996-05-26,Bratislava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,74.0,right,22.0,2022-07-01Z,active,yes,NaN,NaN
23wssazznj9n0l99exkp1ylg4,Roman,Horák,Roman,Horák,Male,R. Horák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2005-02-25,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2023-09-26Z,active,yes,NaN,NaN
2ieke8389dypbb2fwcsikcout,Casper Michael,Højer Nielsen,Casper,Højer,Male,C. Højer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1994-11-20,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,80.0,left,17.0,2021-06-02Z,active,no,2023-09-10Z,NaN
2we6yk2a54d89zp0kx0bs6u50,Adam,Ševínský,Adam,Sevinsky,Male,A. Ševínský,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2004-06-19,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,3.0,2024-02-13Z,active,no,2024-06-30Z,NaN
3vp8awfs73xgrh2krs24w6up5,Ladislav,Krejčí,Ladislav,Krejcí,Male,L. Krejčí,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1999-04-20,Rosice,Czechia,5md5tpwr2nmqao528prx43jr7,191.0,87.0,left,37.0,2019-07-01Z,active,no,2024-07-01Z,NaN
46cw2un8mal1pplle0sjsvetx,Brian,Priske Pedersen,Brian,Priske,Male,B. Priske,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,coach,1977-05-14,Horsens,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,79.0,NaN,NaN,2022-05-31Z,active,no,2024-06-12Z,NaN
4dgua5urcqxx0lgqm5qfn2a22,Kryštof,Daněk,Krystof,Danek,Male,K. Daněk,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2003-01-05,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,62.0,left,13.0,2022-07-01Z,active,no,2023-08-31Z,NaN
4ifnzd8wpakpas6xpm3k6zpbd,Martin,Yankov Minchev,Martin,Minchev,Male,M. Minchev,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,NaN,NaN,Attacker,player,2001-04-22,Varna,Bulgaria,5a1vsxg8tbnsk65iefq1q8tlt,176.0,70.0,right,11.0,2020-07-01Z,active,no,2023-09-09Z,NaN
4m5xmjs8kblkhu9n3ytkub3kl,Lukáš,Sadílek,Lukás,Sadílek,Male,L. Sadílek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1996-05-23,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,179.0,64.0,NaN,18.0,2022-07-01Z,active,yes,NaN,NaN
4pu28itweq7urzmmew3rwa8d1,Asger,Strømgaard Sørensen,Asger,Sørensen,Male,A. Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1996-06-05,Silkeborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,88.0,right,25.0,2022-07-20Z,active,yes,NaN,NaN
59qs5yc84e2tmew1w5yezn28k,Tomáš,Schánělec,Tomás,Schánelec,Male,T. Schánělec,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2002-06-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2023-04-29Z,active,no,2024-01-24Z,NaN
6ajl37s0de73x36nhufcoejje,Matěj,Ryneš,Matej,Rynes,Male,M. Ryneš,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2001-05-30,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,82.0,NaN,32.0,2023-07-01Z,active,yes,NaN,NaN
6brkphrym1x1fqgbcum0ugm7e,Michal,Ševčík,Michal,Sevcík,Male,M. Ševčík,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2002-08-13,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,181.0,74.0,left,29.0,2023-07-01Z,active,no,2024-06-30Z,NaN
6n8o31tmn6muge66w9q7w4mc4,Roman,Mokrovics,Roman,Mokrovics,Male,R. Mokrovics,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2006-06-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,NaN,2024-02-01Z,active,yes,NaN,NaN
7m3wseg5lilrkzatyvc2yemay,Martin,Vitík,Martin,Vitík,Male,M. Vitík,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2003-01-21,Beroun,Czechia,5md5tpwr2nmqao528prx43jr7,193.0,84.0,right,41.0,2020-10-21Z,active,yes,NaN,NaN
7twrnp7os9wbiqsnwcbz9ju8l,Jaroslav,Zelený,Jaroslav,Zeleny,Male,J. Zelený,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1992-08-20,Hradec Králové,Czechia,5md5tpwr2nmqao528prx43jr7,189.0,73.0,NaN,30.0,2022-07-01Z,active,yes,NaN,NaN
88vk8wped3a2gg0gh0oh5vemt,Andreas,Aalen Vindheim,Andreas,Vindheim,Male,A. Vindheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Defender,player,1995-08-04,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,184.0,79.0,right,NaN,2023-07-01Z,active,no,2023-09-07Z,NaN
8m5qqvo8ubfywp7esr9agf5nu,Adam,Karabec,Adam,Karabec,Male,A. Karabec,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,2003-07-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,186.0,74.0,left,10.0,2020-01-18Z,active,no,2024-07-04Z,NaN
8pqbe4ifb4zsbm6g3d1zy6fah,Tomáš,Wiesner,Tomás,Wiesner,Male,T. Wiesner,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1997-07-17,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,176.0,65.0,NaN,28.0,2020-07-01Z,active,yes,NaN,NaN
90r694q07lllfbayp7avfmsid,Filip,Panák,Filip,Panák,Male,F. Panák,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1995-11-02,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,187.0,80.0,right,27.0,2019-02-22Z,active,yes,NaN,NaN
9xogbdpzrmwk3ufl9jilw4nx0,Filip,Nalezinek,Filip,Nalezinek,Male,F. Nalezinek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,2003-07-04,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,45.0,2023-07-01Z,active,no,2023-12-31Z,NaN
al7bdbzd91zkuh6ilsvw3fsru,Václav,Sejk,Václav,Sejk,Male,V. Sejk,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Attacker,player,2002-05-18,Děčín,Czechia,5md5tpwr2nmqao528prx43jr7,180.0,78.0,right,39.0,2023-07-01Z,active,no,2024-01-24Z,NaN
b3xdln1shzyzwkhzdmbb2fqax,Veljko,Birmančević,Veljko,Birmancevic,Male,V. Birmančević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1998-03-05,Šabac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,179.0,67.0,right,14.0,2023-07-01Z,active,no,2024-06-20Z,NaN
b5bikrql6fgdkgzfz3cyaipqt,Jakub,Pešek,Jakub,Pesek,Male,J. Pešek,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1993-06-24,Hlinsko,Czechia,5md5tpwr2nmqao528prx43jr7,173.0,66.0,right,21.0,2021-07-01Z,active,no,2025-01-27Z,NaN
bvs6vi299u1760ooet0611n85,David,Pavelka,David,Pavelka,Male,D. Pavelka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Midfielder,player,1991-05-18,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,74.0,right,8.0,2020-10-06Z,active,no,2025-01-26Z,NaN
c8m4ox6n1v89qbbjq73s5ezmx,Ángelo Smit,Preciado Quiñónez,Ángelo,Preciado,Male,Á. Preciado,Ecuador,6pyj2bytt2osbjk69owzfehcg,NaN,NaN,Defender,player,1998-02-18,Shushufindi,Ecuador,6pyj2bytt2osbjk69owzfehcg,173.0,73.0,right,2.0,2023-09-04Z,active,yes,NaN,NaN
clpgidi7ivqcmv71mq70sxqwa,Patrik,Vydra,Patrik,Vydra,Male,P. Vydra,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2003-06-20,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,190.0,80.0,NaN,26.0,2022-04-19Z,active,no,2024-07-09Z,NaN
cqdivq82gd6b1h04gps6z108a,Indrit,Tuci,Indrit,Tuci,Male,I. Tuci,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN,Attacker,player,2000-09-14,Lezhë,Albania,17zsm8shejejls2on1ffil3op,NaN,NaN,NaN,11.0,2024-02-07Z,active,yes,NaN,NaN
dj91g7x3c6d31jkgegr8i9btg,Dalibor,Večerka,Dalibor,Vecerka,Male,D. Večerka,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,2003-03-12,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,NaN,33.0,2021-10-16Z,active,no,2025-01-26Z,NaN
e1xkhildr839bnzcuojrjd4b8,Lars,Friis,Lars,Friis,Male,L. Friis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,assistant coach,1976-05-07,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2024-04-12Z,active,no,2024-06-11Z,NaN
e2613xyuzx0fj63ma23y6hhih,Jan,Mejdr,Jan,Mejdr,Male,J. Mejdr,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Defender,player,1995-05-11,NaN,Czechia,5md5tpwr2nmqao528prx43jr7,185.0,78.0,right,19.0,2022-07-01Z,active,no,2024-08-15Z,NaN
eahrhjbqt72t5gwlzsl9uqm6t,Kasper Kaan,Özden Kairinen,Kaan,Kairinen,Male,K. Kairinen,Finland,2u07e54v5dprsugdvddpq5ync,Türkiye,6kd6webenogylfgwt2aa9l6vx,Midfielder,player,1998-12-22,NaN,Finland,2u07e54v5dprsugdvddpq5ync,186.0,70.0,NaN,6.0,2023-01-01Z,active,yes,NaN,NaN
eh2y23m9bd84b7o7h3b9fbljp,Vojtěch,Vorel,Vojtech,Vorel,Male,V. Vorel,Czechia,5md5tpwr2nmqao528prx43jr7,NaN,NaN,Goalkeeper,player,1996-06-18,Praha,Czechia,5md5tpwr2nmqao528prx43jr7,192.0,81.0,right,24.0,2022-07-01Z,active,no,2025-01-26Z,NaN
ek8xp4gxtishk0uptajld1rhm,Victor Oluyemi,Olatunji,Victor,Olatunji,Male,V. Olatunji,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,1999-09-05,Sokoto,Nigeria,63pvdwrsiq5b07mzi8igqei9p,189.0,85.0,right,7.0,2023-07-17Z,active,yes,NaN,NaN
ev2s21ogvpjtata4fndi868ve,James,Gomez,James,Gomez,Male,J. Gomez,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,NaN,NaN,Defender,player,2001-11-14,Bakary Sambouya,Gambia,4ix3ulx7h2a09r16jo9qdbuvp,189.0,80.0,right,5.0,2023-07-19Z,active,no,2024-02-01Z,NaN
eyq4y2syfou2qo5a795rmjhpm,Markus,Solbakken,Markus,Solbakken,Male,M. Solbakken,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,Midfielder,player,2000-07-25,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,70.0,right,4.0,2024-01-09Z,active,no,2025-01-22Z,NaN
