id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,endDate,secondNationality,secondNationalityId,knownName
5f4qlbohzja204gxm9tkiekq2,Leopold,Wahlstedt,Leopold,Wahlstedt,Male,L. Wahlstedt,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Goalkeeper,player,1999-07-04,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,190.0,80.0,right,22.0,2024-07-03Z,active,yes,NaN,NaN,NaN,NaN
5lssweodhkyifhj333v6f6r6c,Tobias,Bach,Tobias,Bach,Male,T. Bach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-06-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,86.0,left,23.0,2024-01-05Z,active,no,2025-09-01Z,NaN,NaN,NaN
6my7s0ezr6jldotm1w6nk7b9x,Frederik,Beyer Tingager,Frederik,Tingager,Male,F. Tingager,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1993-02-22,Holbæk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,198.0,94.0,right,5.0,2019-01-04Z,active,yes,NaN,NaN,NaN,NaN
76av5tb8cxhmr0yh3pbmk8npw,Frederik,Emmery Søgaard,Frederik,Emmery,Male,F. Emmery,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-12-25,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,57.0,left,39.0,2024-05-15Z,active,yes,NaN,NaN,NaN,NaN
7je01bs3a4q6c2gd02ee6da3u,Kristian Fredrik,Malt Arnstad,Kristian,Arnstad,Male,K. Arnstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2003-09-07,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,60.0,right,10.0,2024-08-31Z,active,yes,NaN,NaN,NaN,NaN
8og8nxbkcb63van4llvpkbe8l,Nicolai,Søberg Poulsen,Nicolai,Poulsen,Male,N. Poulsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-08-15,Randers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,70.0,both,6.0,2019-06-15Z,active,yes,NaN,NaN,NaN,NaN
8xrco8qhcvplvc3wmcschoi22,Tobias,Mølgaard Henriksen,Tobias,Mølgaard,Male,T. Mølgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-07-22,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,75.0,right,14.0,2022-06-15Z,active,yes,NaN,NaN,NaN,NaN
9delpquqv81o7ftrgefb0wpp0,Luka,Callø Carstensen,Luka,Callø,Male,L. Callø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-05-10,Skødstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,71.0,right,33.0,2025-06-02Z,active,no,2025-09-01Z,NaN,NaN,NaN
an7okg1fciccqu6300k8phisq,Rasmus,Bjerregaard Carstensen,Rasmus,Carstensen,Male,R. Carstensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-11-10,Silkeborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,75.0,right,29.0,2025-07-07Z,active,yes,2026-06-30Z,NaN,NaN,NaN
asfu3i70ss0wqmdenqpx37p7u,Kevin Enkido,Yakob,Kevin Enkido,Yakob,Male,Kevin Yakob,Iraq,1uzblzx1s42jn6zk6hivjzby8,Midfielder,player,2000-10-10,Gothenburg,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,75.0,right,17.0,2022-08-26Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Kevin Yakob
aswmi1pnkzkvkexp8ngief6j9,Felix Olof Allan Nelson,Beijmo,Felix,Beijmo,Male,F. Beijmo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1998-01-31,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,185.0,77.0,right,2.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
bz77hr28a1yskifpuvzu8smsq,Youssouph Mamadou,Badji,Youssouph,Badji,Male,Y. Badji,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,2001-12-20,Ziguinchor,Senegal,6hhqyhr5cwq2pfprlazyposyk,192.0,80.0,right,15.0,2024-09-02Z,active,yes,NaN,NaN,NaN,NaN
c6wip4rfbv5a932cilwjssup6,Jonathan,Jørgensen Hutters,Jonathan,Hutters,Male,J. Hutters,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-02-21,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,78.0,right,32.0,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
cgkvw4q8ddcjl0po181upzwx6,Eric Andre,Kahl,Eric,Kahl,Male,E. Kahl,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,2001-09-27,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,178.0,69.0,left,19.0,2021-07-24Z,active,yes,NaN,Thailand,71wqq15l0mvpl4lneayzzh44g,NaN
e9lrzsiy94y46h62rnawi3sgl,Henrik,Dalsgaard,Henrik,Dalsgaard,Male,H. Dalsgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1989-07-27,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,81.0,right,3.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN
efubck8twu1elbhlomltnjjtg,Richmond,Gyamfi,Richmond,Gyamfi,Male,R. Gyamfi,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,2004-09-09,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,185.0,NaN,right,18.0,2025-07-01Z,active,no,2025-08-07Z,NaN,NaN,NaN
esasiq4j83g377zb8zi0bgpnt,Janni-Luca,Serra,Janni,Serra,Male,J. Serra,Germany,36min0qztu8eydwvpv8t1is0m,Attacker,player,1998-03-13,Hannover,Germany,36min0qztu8eydwvpv8t1is0m,193.0,87.0,left,13.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
eyq4y2syfou2qo5a795rmjhpm,Markus,Solbakken,Markus,Solbakken,Male,M. Solbakken,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2000-07-25,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,70.0,right,NaN,2025-09-01Z,active,yes,NaN,NaN,NaN,NaN
1gr0k94d0nh7msa32f6728aok,Clement,Mutahi Bischoff,Clement,Bischoff,Male,C. Bischoff,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-12-16,Copenhagen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,75.0,right,37.0,2023-09-23Z,active,no,2025-09-02Z,Kenya,7bj2q2zb0n47lb9g55dnvfr2s,NaN
2tthm6h5o033dz440e476rhbe,Marko,Divković,Marko,Divkovic,Male,M. Divković,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1999-06-11,Vinkovci,Croatia,37hlakrwxyuzovaeoo4sezusp,181.0,72.0,left,24.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
2xp7fbcl6a4nua9jpm7b4k1sk,Noah,Teye Nartey,Noah,Nartey,Male,N. Nartey,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-10-05,Bagsværd,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,70.0,right,35.0,2023-09-26Z,active,yes,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
31dub58tesepe34xkspyxsrca,Sho,Fukuda,Sho,Fukuda,Male,S. Fukuda,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,2001-03-23,Fukuoka,Japan,lxyibh89lpdc0bfian1nx0xq,173.0,63.0,right,19.0,2025-07-06Z,active,yes,NaN,NaN,NaN,NaN
3hi7nroqhsvj8elv8nd9a8ted,Thomas,Korsgaard Mikkelsen,Thomas,Mikkelsen,Male,T. Mikkelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1983-08-27,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,92.0,right,16.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN
4ilnnpfgjfz35lni9ppzd93v9,Patrick,Pentz,Patrick,Pentz,Male,P. Pentz,Austria,hcs1bd49qliqqity6o268jyt,Goalkeeper,player,1997-01-02,Salzburg,Austria,hcs1bd49qliqqity6o268jyt,183.0,80.0,left,1.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN
506kxojakimt5s0v2c4q6b33e,Frederik,Alves Thidemann,Frederik,Alves,Male,F. Alves,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-11-08,Hvidovre,Denmark,5adf60vwiw2f2mibyq1k4ex7i,195.0,84.0,right,32.0,2022-01-31Z,active,yes,NaN,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN
51imtpvf4bb1ra8v8z8jmstg4,William,Sonne-Schmidt,William,Sonne-Schmidt,Male,W. Sonne-Schmidt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2007-04-12,Munkebo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,93.0,right,NaN,2024-07-31Z,active,yes,NaN,NaN,NaN,NaN
56sjqxlsf5iitgww0hogez8ph,Jordi,Vanlerberghe,Jordi,Vanlerberghe,Male,J. Vanlerberghe,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,1996-06-27,Duffel,Belgium,4wbzjcclyefma1ourvjsu4q2j,189.0,75.0,right,30.0,2024-01-29Z,active,yes,NaN,NaN,NaN,NaN
5ssy03x358qpvbvlhdg2152qc,Mathias,Jensen,Mathias,Jensen,Male,M. Jensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-04-14,Glostrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,NaN,both,42.0,2025-02-13Z,active,yes,NaN,NaN,NaN,NaN
64ux2tbb35i36qf6oij2263qi,Justin Isiah,Che,Justin,Che,Male,J. Che,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-11-18,Richardson,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,right,17.0,2025-07-01Z,active,yes,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN
6anvl82jyio52wo87cbxdp4np,Sean Desmond,Klaiber,Sean,Klaiber,Male,S. Klaiber,Suriname,31vay1njxmbs7vtbfp1wo2dx1,Defender,player,1994-07-31,Nieuwegein,Netherlands,6hzi5pltnz67q4la8yli9qfv6,184.0,77.0,right,31.0,2023-09-01Z,active,yes,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN
7c6034wb3zsuq9nhxxiahiuol,Michael,Gregoritsch,Michael,Gregoritsch,Male,M. Gregoritsch,Austria,hcs1bd49qliqqity6o268jyt,Attacker,player,1994-04-18,Graz,Austria,hcs1bd49qliqqity6o268jyt,193.0,91.0,left,9.0,2025-08-20Z,active,yes,NaN,NaN,NaN,NaN
7qb4jzx7wrt2syeio63jpjtgp,Steven David,Cooper,Steve,Cooper,Male,S. Cooper,Wales,26ilvvgth36hmq6lgq8cy5cb5,NaN,coach,1979-12-10,Hopkinstown,Wales,26ilvvgth36hmq6lgq8cy5cb5,NaN,NaN,NaN,NaN,2025-09-09Z,active,yes,NaN,NaN,NaN,NaN
844k9wmnxkk24xsjd4fdb4rca,Gavin Lee,Beavers,Gavin,Beavers,Male,G. Beavers,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,2005-04-29,Henderson,USA,7hr2f89v44y65dyu9k92vprwn,193.0,83.0,right,13.0,2025-01-22Z,active,yes,NaN,NaN,NaN,NaN
859qyigojbqkiwjn9cf0ludqs,Jonathan,Nanaosei Agyekum,Jonathan,Agyekum,Male,J. Agyekum,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-03-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,left,NaN,2025-07-30Z,active,yes,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
8l12vx57ou6ho0vptjh22r5yh,Luis Thomas,Binks,Luis,Binks,Male,L. Binks,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,2001-09-02,NaN,England,1fk5l4hkqk12i7zske6mcqju6,188.0,86.0,left,4.0,2025-07-29Z,active,yes,NaN,Scotland,1xf68d0a8lnnq30hnnn8kr6ut,NaN
8t7wsjordpkfau9b6brxesr8,Frederik,Birk Christensen,Frederik,Birk,Male,F. Birk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1989-07-10,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2024-12-11Z,active,no,2025-09-09Z,NaN,NaN,NaN
8wb6zb0imo0295asm428cur55,Mats,Köhlert,Mats,Köhlert,Male,M. Köhlert,Germany,36min0qztu8eydwvpv8t1is0m,Defender,player,1998-05-02,Hamburg,Germany,36min0qztu8eydwvpv8t1is0m,169.0,62.0,left,27.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
9auqrrixu34cgkpe8trlkaoh6,Filip,Bundgaard Kristensen,Filip,Bundgaard,Male,F. Bundgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-07-03,Randers,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,62.0,left,11.0,2024-02-01Z,active,yes,NaN,NaN,NaN,NaN
a9ksmce40tyjh21qea4xiq6s,Kotaro,Uchino,Kotaro,Uchino,Male,K. Uchino,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,2004-06-19,Kanagawa,Japan,lxyibh89lpdc0bfian1nx0xq,186.0,79.0,NaN,18.0,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
aa0888u38mjc1euhofseazb2t,Stijn,Spierings,Stijn,Spierings,Male,S. Spierings,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1996-03-12,Alkmaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,83.0,right,6.0,2024-08-28Z,active,yes,NaN,NaN,NaN,NaN
adra6wrtnrz7de6pmaf1ugm50,Marcus,Younis,Marcus,Younis,Male,M. Younis,Australia,u5ieemi69z72c3bgczyy68lo,Attacker,player,2005-07-03,NaN,Australia,u5ieemi69z72c3bgczyy68lo,175.0,74.0,right,NaN,2025-08-22Z,active,yes,NaN,Lebanon,x78kryrxd9j9dfj4mtec292b,NaN
bmkq3hz1z7lsji7wgr3j8978p,Rasmus,Steensbæk Lauritsen,Rasmus,Lauritsen,Male,R. Lauritsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1996-02-27,Brande,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,75.0,right,5.0,2023-01-30Z,active,yes,NaN,NaN,NaN,NaN
bxx5rebv553opcpvc2x70g6sq,Oliver Marc,Rose-Villadsen,Oliver,Villadsen,Male,O. Villadsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2001-11-16,Sønderborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,173.0,70.0,right,2.0,2025-07-17Z,active,yes,NaN,NaN,NaN,NaN
caoahimfnw46l1vnpsp6vf9qs,Jacob,Brøchner Ambæk,Jacob,Ambæk,Male,J. Ambæk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2008-03-28,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,80.0,right,38.0,2025-02-13Z,active,yes,NaN,NaN,NaN,NaN
chteizjcvxpvze9p77gcttcoa,Nicolai,Frimodt Vallys,Nicolai,Vallys,Male,N. Vallys,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1996-09-04,Copenhagen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,189.0,82.0,right,7.0,2022-09-01Z,active,yes,NaN,NaN,NaN,NaN
d2itdjj8bx0aztqggfgv7amay,Benjamin,Tahirović,Benjamin,Tahirovic,Male,B. Tahirović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,2003-03-03,Spånga,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,68.0,right,8.0,2025-02-03Z,active,yes,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
etz3rjq7chhaomst5u28nnff9,Daniel,Wass,Daniel,Wass,Male,D. Wass,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1989-05-31,Gladsaxe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,74.0,right,10.0,2022-08-12Z,active,yes,NaN,NaN,NaN,NaN
1ai0gvdx68lxclbj6m255w72t,Svenn,Crone,Svenn,Crone,Male,S. Crone,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-05-20,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,76.0,right,12.0,2025-03-03Z,active,yes,NaN,NaN,NaN,NaN
1bwo1ljvvdcz7ih5z0led8l7u,Etienne,Green,Etienne,Green,Male,E. Green,England,1fk5l4hkqk12i7zske6mcqju6,Goalkeeper,player,2000-07-19,Colchester,England,1fk5l4hkqk12i7zske6mcqju6,192.0,76.0,right,42.0,2025-08-27Z,active,yes,NaN,France,7gww28djs405rfga69smki84o,NaN
23sc7wc7my7wes6cuaxw1v0no,Jonatan,Holm Lindekilde,Jonatan,Lindekilde,Male,J. Lindekilde,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2006-03-31,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,NaN,right,21.0,2024-06-27Z,active,yes,2026-06-30Z,NaN,NaN,NaN
289rctmvd5ppy9zqn98jbe4et,Agon Fatmir,Muçolli,Agon,Muçolli,Male,A. Muçolli,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,1998-09-26,Fredericia,Denmark,5adf60vwiw2f2mibyq1k4ex7i,172.0,72.0,left,98.0,2024-07-05Z,active,yes,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
2zt1yrfv8m2mhpo720n0uydck,Daniel,Bisgaard Haarbo,Daniel,Haarbo,Male,D. Haarbo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-03-14,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,NaN,both,20.0,2024-06-25Z,active,yes,NaN,NaN,NaN,NaN
3od63zrf6cay4d6ync9i2iuqc,Frederik,Thykær Rieper,Frederik,Rieper,Male,F. Rieper,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-06-19,Aarhus,Denmark,5adf60vwiw2f2mibyq1k4ex7i,196.0,83.0,right,5.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN
45ssaw51hm80y1tfalyesap9m,Emilio,Stuberg Simonsen,Emilio,Simonsen,Male,E. Simonsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-10-31,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,10.0,2023-06-22Z,active,yes,NaN,NaN,NaN,NaN
4bojyjyvkdgm1lss6n37q2t5g,Daníel Freyr,Kristjánsson,Daníel,Kristjánsson,Male,D. Kristjánsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2005-08-30,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,left,17.0,2024-07-01Z,active,yes,2026-06-30Z,NaN,NaN,NaN
4jhmopd43n0xhp34td73877kk,Matti,Bjørnhardt-Hansen,Matti,Bjørnhardt-Hansen,Male,M. Bjørnhardt-Hansen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN,NaN,NaN
4m3slt6iikaxklqd12i719rl5,Moses,Opondo,Moses,Opondo,Male,M. Opondo,Uganda,1j6yonplolalz6goyopv7xd1k,Midfielder,player,1997-10-28,NaN,Uganda,1j6yonplolalz6goyopv7xd1k,174.0,72.0,right,11.0,2024-09-03Z,active,yes,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
5k4gsy5f7ius93bbks9wbvqei,Andreas,Pyndt Andersen,Andreas,Pyndt,Male,A. Pyndt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-03-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,68.0,right,18.0,2025-07-07Z,active,yes,2026-06-30Z,NaN,NaN,NaN
65g5cfsdr10378yvmkpm19444,Anders,Dahl,Anders,Dahl,Male,A. Dahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-05-01,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,65.0,right,14.0,2025-01-13Z,active,yes,NaN,NaN,NaN,NaN
6lb4k3g75nzgi8bp1y1mzxkru,Patrick,Hessellund Egelund,Patrick,Egelund,Male,P. Egelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-08-02,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,169.0,63.0,NaN,9.0,2021-08-13Z,active,yes,NaN,NaN,NaN,NaN
6wfu6s6xo5zjeke21fgbouql0,Jakob,Vestergaard Jessen,Jakob,Jessen,Male,J. Jessen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-03-05,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,NaN,left,8.0,2023-07-27Z,active,yes,NaN,NaN,NaN,NaN
7574bxep9nzun9uhbnhy01no4,Sofus,Østergaard Grandjean Johannesen,Sofus,Johannesen,Male,S. Johannesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2007-05-04,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2025-09-01Z,active,yes,2026-06-30Z,NaN,NaN,NaN
7rt4wpc0qphwnvhn8jeazesfe,Felix,Vrede Winther,Felix,Winther,Male,F. Winther,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2000-05-18,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,6.0,2024-08-21Z,active,yes,NaN,NaN,NaN,NaN
7uw675zanxb576wzfvf0lnpjo,Malthe,Riis Ladefoged,Malthe,Ladefoged,Male,M. Ladefoged,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-12-14,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,15.0,2025-06-26Z,active,yes,NaN,NaN,NaN,NaN
7ztdirfvd9d0x2yw1v051xzbo,William,Madsen,William,Madsen,Male,W. Madsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2002-04-05,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,13.0,2024-06-15Z,active,yes,NaN,NaN,NaN,NaN
876cmwkx9p9wsqgdddfzmipzo,Martin,Staghøj Huldahl,Martin,Huldahl,Male,M. Staghøj Huldahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-09-20,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,22.0,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN
