id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,secondNationality,secondNationalityId,knownName
5we6xc3hkdseek3axzdl7lkic,Gift Okarigbedi,Sunday,Gift,Sunday,Male,G. Sunday,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,NaN,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
73zqbtqmj2afz2e4c2gu77xuc,Lucas,Kubr,Lucas,Kubr,Male,L. Kubr,Czechia,5md5tpwr2nmqao528prx43jr7,Defender,player,2004-02-25,Tongeren,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,75.0,left,NaN,active,no,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN
7dnxkce4kn8qchaavv6e4tm21,Jens Petter,Hauge,Jens Petter,Hauge,Male,J. Hauge,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1999-10-12,Bodø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,75.0,right,23.0,active,yes,NaN,NaN,NaN
7gqecbxztxxovmo1b6zqqcgve,Odin,Lurås Bjørtuft,Odin,Bjørtuft,Male,O. Bjørtuft,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-12-19,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,4.0,active,yes,NaN,NaN,NaN
7ilgt1anlxivn987hk2l94ys4,Isak Aron,Sjong,Isak,Sjong,Male,I. Sjong,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2007-01-08,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,45.0,active,yes,NaN,NaN,NaN
8aafj44ljp6uds7sy7v8o9j3d,Michal,Tomič,Michal,Tomic,Male,M. Tomič,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1999-03-30,Myjava,Slovakia,7dybe8679n9bgyrcxi383pq3y,182.0,73.0,right,29.0,active,yes,NaN,NaN,NaN
8pyq4t68w42u3fgd2w7tjykbu,Sondre,Auklend,Sondre,Auklend,Male,S. Auklend,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2003-06-10,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,8.0,active,yes,NaN,NaN,NaN
993vvog7a4flhvtpyzjrqlg4,Oscar Forsmo,Kapskarmo,Oscar,Kapskarmo,Male,O. Kapskarmo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2000-01-05,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,190.0,NaN,NaN,28.0,active,no,NaN,NaN,NaN
9bxz6zxsjf9g2ntr6aiq6b0et,Kjetil,Knutsen,Kjetil,Knutsen,Male,K. Knutsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1968-10-02,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
9kv7at589nwkud8a1hmgkspn9,Omar,Elabdellaoui,Omar,Elabdellaoui,Male,O. Elabdellaoui,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1991-12-05,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,179.0,73.0,right,3.0,active,yes,NaN,NaN,NaN
9plm1ekfi8ydpbfxhft0a8hjp,Runar,Espejord,Runar,Espejord,Male,R. Espejord,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1996-02-26,Tromsø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,86.0,right,11.0,active,yes,NaN,NaN,NaN
a3p681d64e0k9qse621eqi9xx,Brice,Wembangomo,Brice,Wembangomo,Male,B. Wembangomo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1996-12-18,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,5.0,active,yes,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
a9aeoz0w3jm527ra9tiug72ll,Gaute Høberg,Vetti,Gaute,Vetti,Male,G. Vetti,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-09-02,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,70.0,right,NaN,active,yes,NaN,NaN,NaN
ar7ybu7dordgt2yfx5inux62,Isak,Dybvik Määttä,Isak,Määttä,Male,I. Määttä,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2001-09-19,Ålesund,Norway,7f16iy4w8u8ogyn6pfooqwv5z,188.0,72.0,left,25.0,active,yes,NaN,NaN,NaN
at4flt8tr925ds3dgw5zrgtm1,Julian,Rekdahl Faye Lund,Julian,Faye Lund,Male,J. Faye Lund,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1999-05-20,Oslo,Norway,7f16iy4w8u8ogyn6pfooqwv5z,186.0,80.0,right,1.0,active,yes,NaN,NaN,NaN
b1pmotkn0wda1ku6inc7an6dw,Samuel,Burakovsky,Samuel,Burakovsky,Male,S. Burakovsky,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2002-12-29,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,NaN,17.0,active,yes,NaN,NaN,NaN
b2ibeioms7t9vb3au7tpqys4p,Håkon,Evjen,Håkon,Evjen,Male,H. Evjen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2000-02-14,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,173.0,70.0,left,26.0,active,yes,NaN,NaN,NaN
bbyystkqag4mcfpr6utsazm51,Sondre,Sørli,Sondre,Sørli,Male,S. Sørli,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1995-10-30,Kristiansund,Norway,7f16iy4w8u8ogyn6pfooqwv5z,178.0,67.0,left,27.0,active,yes,NaN,NaN,NaN
biuovem90utcyzda58nixtaay,Albert,Grønbæk Erlykke,Albert,Grønbæk,Male,A. Grønbæk,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-05-23,Risskov,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,65.0,both,8.0,active,no,NaN,NaN,NaN
bjgxlgzxbm2fj3c2xq6mtsru1,Nikita,Haikin,Nikita,Haikin,Male,N. Haikin,Russia,7kfg68kh6n16fs4ap3xjiudr,Goalkeeper,player,1995-07-11,Netanya,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,185.0,68.0,NaN,12.0,active,yes,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,NaN
bqh87676f46jsdfftw2gt1mok,Villads,Schmidt Nielsen,Villads,Nielsen,Male,V. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-01-29,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,2.0,active,yes,NaN,NaN,NaN
bxamae8lo647u6k3kruigir8q,Adam,Sørensen,Adam,Sørensen,Male,A. Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-11-11,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,165.0,60.0,left,30.0,active,yes,NaN,NaN,NaN
d6r3vkalhudms84f6fs415wid,Philip Aksel,Frigast Zinckernagel,Philip,Zinckernagel,Male,P. Zinckernagel,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1994-12-16,København,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,70.0,right,NaN,active,yes,NaN,NaN,NaN
d95uicftg11gdyf5yk2ntt1jo,Daniel Joshua,Bassi Jakobsen,Daniel,Bassi,Male,D. Bassi,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2004-10-31,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,10.0,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,NaN
dgki9si023s93nymhod74jlzo,Fredrik,Sjøvold,Fredrik,Sjøvold,Male,F. Sjøvold,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2003-08-17,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,168.0,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
dnw3y6r7bk0aqbta2s7ttivhl,Fredrik André,Bjørkan,Fredrik,Bjørkan,Male,F. Bjørkan,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-08-21,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,74.0,NaN,15.0,active,yes,NaN,NaN,NaN
do2fwr0qn3kg0qb40e3i36q51,Patrick,Berg,Patrick,Berg,Male,P. Berg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1997-11-24,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,178.0,NaN,NaN,77.0,active,yes,NaN,NaN,NaN
e5oacvmfe0ig0vfrk0oxaqcq1,Nino,Žugelj,Nino,Zugelj,Male,N. Žugelj,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Attacker,player,2000-05-23,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,188.0,77.0,left,99.0,active,yes,NaN,NaN,NaN
q1o72uyrvclbkccpjvzugacq,August,Mikkelsen,August,Mikkelsen,Male,A. Mikkelsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,2000-10-24,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,94.0,active,yes,NaN,NaN,NaN
14ypgy7ikxp4yubgkr3yhh90p,Oscar,Krusnell,Oscar,Krusnell,Male,O. Krusnell,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1999-02-17,NaN,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN,NaN,left,3.0,active,yes,NaN,NaN,NaN
1i8k7uoh7y1j73o0tatk35gb9,Óskar Hrafn,Þorvaldsson,Óskar,Thorvaldsson,Male,Ó. Þorvaldsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,coach,1973-10-25,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,181.0,NaN,NaN,NaN,active,no,NaN,NaN,NaN
1s3v8iujq9j1qbhccuun62jft,Julius,Eskesen,Julius,Eskesen,Male,J. Eskesen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-03-16,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,68.0,both,21.0,active,yes,NaN,NaN,NaN
253za05jf3mmaqkjndm10d2lm,Hlynur Freyr,Karlsson,Hlynur,Karlsson,Male,H. Karlsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2004-04-06,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,right,5.0,active,no,NaN,NaN,NaN
2idnu40p82nqrtjbgrfv0zfo4,Sancheev,Manoharan,Sancheev,Manoharan,Male,S. Manoharan,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
372ziaw03h8jne09qiwlt6bjd,Egil,Selvik,Egil,Selvik,Male,E. Selvik,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1997-07-30,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,75.0,left,1.0,active,yes,NaN,NaN,NaN
3i54vbczfupg24ex857b7hr10,Almar Gjerd,Grindhaug,Almar,Grindhaug,Male,A. Grindhaug,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-02-04,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,40.0,active,yes,NaN,NaN,NaN
446klv47srbtz97yk7vgakbft,Bruno Miguel,Santos Leite,Bruno,Leite,Male,Bruno Leite,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Midfielder,player,1995-03-26,Lissabon,Portugal,1nbm5i9a0403zzvltn17lxinc,184.0,NaN,NaN,16.0,active,yes,NaN,NaN,Bruno Leite
45bvacft2k18ioxx2eek63y8k,Vegard,Solheim,Vegard,Solheim,Male,V. Solheim,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-08-10,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,38.0,active,yes,NaN,NaN,NaN
4bhecy0vioxwdpmw64uyek3ro,Sander,Håvik Innvær,Sander,Innvær,Male,S. Innvær,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-10-11,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,37.0,active,yes,NaN,NaN,NaN
5bfaszkv7wr5nkkcklqtncftg,Einar,Bøe Fauskanger,Einar,Fauskanger,Male,E. Fauskanger,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,2008-07-18,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,31.0,active,yes,NaN,NaN,NaN
5ezedgrsrflkr1gi8o6eu7j3e,Mikkel,Rosleff Fischer,Mikkel,Fischer,Male,M. Fischer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-23,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,right,5.0,active,yes,NaN,NaN,NaN
5fg7szsxvizygcpwq030h0z1m,Jong-Min,Seo,Jong-Min,Seo,Male,Seo Jong-Min,Korea Republic,4vzpxtqkiwx0puygnmayr74di,Attacker,player,2002-05-09,NaN,Korea Republic,4vzpxtqkiwx0puygnmayr74di,182.0,73.0,left,17.0,active,no,NaN,NaN,Seo Jong-Min
638wqiwkdm6666g8lqzf7xtec,Mathias,Bakken Myklebust,Mathias,Myklebust,Male,M. Myklebust,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-01-14,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,41.0,active,yes,NaN,NaN,NaN
6qa22t9j7co6lpatbd00zppwq,Claus,Babo Niyukuri,Claus,Niyukuri,Male,C. Niyukuri,Burundi,5d7e5052i0sb4wwloukhpafuu,Defender,player,2000-02-13,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,2.0,active,yes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
6yj33ghw3e2x8lv9mtvqyg7x0,Sory Ibrahim,Diarra,Sory,Diarra,Male,S. Diarra,Mali,d0v29nncgikdswlxpdq553zz,Attacker,player,2000-02-28,Ségou,Mali,d0v29nncgikdswlxpdq553zz,NaN,NaN,NaN,29.0,active,yes,NaN,NaN,NaN
7u5z5i6av91dk9uygbeliisd0,Paul André,Farstad,Paul,Farstad,Male,P. Farstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,assistant coach,1994-11-05,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,active,yes,NaN,NaN,NaN
7wiychyw6gd8lw6zakd3swmlm,Parfait,Bizoza,Parfait,Bizoza,Male,P. Bizoza,Burundi,5d7e5052i0sb4wwloukhpafuu,Midfielder,player,1999-03-03,Skodje,Norway,7f16iy4w8u8ogyn6pfooqwv5z,187.0,NaN,right,77.0,active,yes,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN
83uml6n0wlgtirmi30sa2ihd6,Sebastian,Tounekti,Sebastian,Tounekti,Male,S. Tounekti,Tunisia,2um1icx6ftp1auliaxyw0ou6y,Attacker,player,2002-07-13,Tromsø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,183.0,68.0,right,11.0,active,yes,NaN,NaN,NaN
89yjo02yzwwjlk8hnu786qln8,Lars,Tanggaard Eide,Lars,Eide,Male,L. Eide,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2007-04-18,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,43.0,active,yes,NaN,NaN,NaN
8jd4pxp9zyvmkttkdhwp5vevo,Emir,Derviškadić,Emir,Derviskadic,Male,E. Derviškadić,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2004-06-07,Fredrikstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,172.0,NaN,right,10.0,active,yes,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
8mkjfugmfdj5qb0on4u6kixhw,Ismaël Libo,Séoné,Libo,Séoné,Male,L. Séoné,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,2005-04-26,NaN,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,184.0,NaN,NaN,20.0,active,yes,NaN,NaN,NaN
8vwuy6oete4o3tiqrekafz3ai,Sondre,Liseth,Sondre,Liseth,Male,S. Liseth,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1997-09-30,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,72.0,right,9.0,active,yes,NaN,NaN,NaN
9avxz26gl0igfm4ea5inps0es,Mikkel,Kalvenes Hope,Mikkel,Hope,Male,M. Hope,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2006-08-08,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,25.0,active,yes,NaN,NaN,NaN
9lecsi8eqpy3jj9zvvhahkvmc,Mathias Dahl,Sauer,Mathias,Sauer,Male,M. Sauer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-04-02,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,181.0,73.0,left,7.0,active,yes,NaN,NaN,NaN
a6mt7f1hy6ieaowii8na2j7dg,Amidou,Traoré,Amidou,Traore,Male,A. Traoré,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Midfielder,player,2004-07-13,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,NaN,66.0,active,yes,NaN,NaN,NaN
b402113ae9zjswote8zxlzmc5,Morten,Ågnes Konradsen,Morten,Konradsen,Male,M. Konradsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1996-05-03,Bodø,Norway,7f16iy4w8u8ogyn6pfooqwv5z,176.0,72.0,right,8.0,active,yes,NaN,NaN,NaN
clyv3e5zbj72u09ialts0ul1w,Martin,Alvsaker,Martin,Alvsaker,Male,M. Alvsaker,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2005-02-03,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,39.0,active,yes,NaN,NaN,NaN
cyndk88eyqa8w6nfdsne29zis,Anders,Bondhus,Anders,Bondhus,Male,A. Bondhus,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-06-18,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,42.0,active,yes,NaN,NaN,NaN
dfp3y0edqm1vg85f6n3b6ut49,Ulrik,Tillung Fredriksen,Ulrik,Fredriksen,Male,U. Fredriksen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1999-06-17,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,NaN,right,15.0,active,yes,NaN,NaN,NaN
dmzue0z7q5147nxeo24emskid,Amund,Wichne,Amund,Wichne,Male,A. Wichne,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1997-05-12,Mandal,Norway,7f16iy4w8u8ogyn6pfooqwv5z,182.0,79.0,NaN,12.0,active,yes,NaN,NaN,NaN
dp2ce683ahjwgywryjizdbtud,Martin,Samuelsen,Martin,Samuelsen,Male,M. Samuelsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1997-04-17,Haugesund,Norway,7f16iy4w8u8ogyn6pfooqwv5z,189.0,72.0,right,14.0,active,yes,NaN,NaN,NaN
e20bu4y05cuuxz7zx3hl0erdg,Madiodio,Dia,Madiodio,Dia,Male,M. Dia,Senegal,6hhqyhr5cwq2pfprlazyposyk,Defender,player,2004-01-15,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,192.0,NaN,NaN,55.0,active,yes,NaN,NaN,NaN
e22r89tn84o32kawqcx41gclx,Aslak,Falch,Aslak,Falch,Male,A. Falch,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Goalkeeper,player,1992-05-25,Stavanger,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,81.0,left,22.0,active,yes,NaN,NaN,NaN
eguth2iido7y17nisod5l6e50,Troy,Engseth Nyhammer,Troy,Nyhammer,Male,T. Nyhammer,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2006-08-19,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,24.0,active,yes,NaN,NaN,NaN
q8vi15wxv1sc9lshuzj1gz1m,Anton Logi,Lúðvíksson,Anton,Lúdvíksson,Male,A. Lúðvíksson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2003-03-13,NaN,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,NaN,NaN,NaN,13.0,active,yes,NaN,NaN,NaN
rqzgkxjy310eosvc4w7red49,Anders,Bloch Bærtelsen,Anders,Bærtelsen,Male,A. Bærtelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-05-09,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,4.0,active,yes,NaN,NaN,NaN
13k94iyejsdn4e51jx32rb23u,Jeppe,Kjær Jensen,Jeppe,Kjær,Male,J. Kjær,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-03-01,Horsens,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,67.0,left,20.0,active,yes,NaN,NaN,NaN
16yy0mbn7y1vztd870gybmane,Maxwell,Woledzi,Maxwell,Woledzi,Male,M. Woledzi,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,2001-07-02,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,190.0,NaN,right,22.0,active,yes,NaN,NaN,NaN
1icvxqw87nsjnz982opxtl045,Brandur,Hendriksson Olsen,Brandur,Hendriksson,Male,B. Hendriksson,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Midfielder,player,1995-12-19,Skálavík,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,178.0,75.0,right,7.0,active,yes,NaN,NaN,NaN
272ieyih8e32lf7lr139rxaz9,Tim Denny,Björkström,Tim,Björkström,Male,T. Björkström,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1991-01-08,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,180.0,69.0,right,2.0,active,no,NaN,NaN,NaN
2gic8jiz83o8w0qsh3g9eq385,Ludvig,Begby,Ludvig,Begby,Male,L. Begby,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1997-04-01,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,170.0,65.0,NaN,18.0,active,no,NaN,NaN,NaN
3ewxm7jl56sr9s0x26zd018et,Jóannes,Bjartalíð,Jóannes,Bjartalid,Male,J. Bjartalíð,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Midfielder,player,1996-07-10,NaN,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,180.0,NaN,left,14.0,active,yes,NaN,NaN,NaN
4e4w8zshcrvcm9epzvtmlb40k,Tarik,Mrakovic,Tarik,Mrakovic,Male,T. Mrakovic,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2005-04-26,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,active,no,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN
