id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,secondNationality,secondNationalityId,knownName
69ivqkcipxp15b7x5jl83ud49,Steven,Alzate,Steven,Alzate,Male,S. Alzate,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Midfielder,player,1998-09-08,London,England,1fk5l4hkqk12i7zske6mcqju6,180.0,75.0,right,7.0,2025-08-04Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,NaN
8dcbkmm7ktscumo0c6qcpy1p0,Cooper Wyatt,Sanchez,Cooper,Sanchez,Male,C. Sanchez,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2008-03-26,Seattle,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,right,48.0,2025-03-21Z,NaN,active,yes,NaN,NaN,NaN
8pzkxfe5txe71u08n67d8k1uy,Efraín Andrés,Morales Badillo,Efraín,Morales,Male,E. Morales,Bolivia,3dgy24s32p56l29s66imputcy,Defender,player,2004-03-04,Decatur,USA,7hr2f89v44y65dyu9k92vprwn,191.0,83.0,right,21.0,2021-01-01Z,2025-07-24Z,active,no,USA,7hr2f89v44y65dyu9k92vprwn,NaN
94xmd8kr3t9wghaf95xnyphey,Pedro Miguel,Santos Amador,Pedro Miguel,Santos Amador,Male,Pedro Amador,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,1998-12-18,Santa Iria de Azóia,Portugal,1nbm5i9a0403zzvltn17lxinc,181.0,73.0,left,18.0,2024-07-18Z,NaN,active,yes,NaN,NaN,Pedro Amador
977s1fxwxwxqbged7jln0nka2,Leonardo,Frugis Afonso,Leonardo,Frugis Afonso,Male,Leo Afonso,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,2001-07-13,Sao Paulo,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,180.0,72.0,right,13.0,2025-07-27Z,NaN,active,yes,NaN,NaN,Leo Afonso
9zuk40rppwiyzn980bw7z1v1m,Ajani Lloyd,Anelka Fortune,Ajani,Fortune,Male,A. Fortune,Trinidad and Tobago,635ed0499golbw7h62vt7g53j,Midfielder,player,2002-12-30,Raleigh,USA,7hr2f89v44y65dyu9k92vprwn,175.0,75.0,right,35.0,2022-06-13Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN
a15padqxt0z1t8c68epynkhjp,Ronny,Deila,Ronny,Deila,Male,R. Deila,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,coach,1975-09-21,Porsgrunn,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,NaN,2024-12-20Z,NaN,active,yes,NaN,NaN,NaN
a63su8pudaernrvj1fi9006qc,Luke James,Brennan,Luke,Brennan,Male,L. Brennan,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-02-24,Atlanta,USA,7hr2f89v44y65dyu9k92vprwn,180.0,68.0,right,20.0,2023-02-15Z,NaN,active,yes,NaN,NaN,NaN
ax2y5fvc4dzwn4qkxrfutapsk,Ashton J'Kingston,Gordon,Ashton,Gordon,Male,A. Gordon,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,2007-04-14,Decatur,USA,7hr2f89v44y65dyu9k92vprwn,170.0,NaN,left,27.0,2025-01-01Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN
bdaxbuz59551ktjj7g31slfc9,Juan,Berrocal González,Juan,Berrocal,Male,Juan Berrocal,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1999-02-05,Jerez de la Frontera,Spain,49ih1pwv3ahshdf8uzrimi54c,187.0,72.0,right,6.0,2025-07-25Z,2026-06-30Z,active,yes,NaN,NaN,NaN
bijr1ghojrxc61se7ebt72f9x,Miguel Ángel,Almirón Rejala,Miguel,Almirón,Male,M. Almirón,Paraguay,4snnlul02xmgkkb024q2bqyn9,Midfielder,player,1994-02-10,Asunción,Paraguay,4snnlul02xmgkkb024q2bqyn9,174.0,70.0,left,10.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN
c267r9oskj83zo9v4vdbvccet,Saba,Lobjanidze,Saba,Lobjanidze,Male,S. Lobjanidze,Georgia,55mqz7j6585f2jhgfhn62lomr,Midfielder,player,1994-12-18,Tbilisi,Georgia,55mqz7j6585f2jhgfhn62lomr,176.0,72.0,left,9.0,2023-08-02Z,NaN,active,yes,NaN,NaN,NaN
cu84s15ig7u7g9iwwcff82yuh,Joshua,Cohen,Josh,Cohen,Male,J. Cohen,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1992-08-18,Mountain View,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,left,22.0,2023-12-14Z,NaN,active,yes,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,NaN
d0riqrsz7ojwb9m94rbvx7r6y,Salvatore,Mazzaferro,Salvatore,Mazzaferro,Male,S. Mazzaferro,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,2001-10-11,NaN,Canada,1iaoypzp6syf32cz9l15pzp7e,NaN,NaN,left,55.0,2025-08-06Z,NaN,active,yes,NaN,NaN,NaN
d3gmzmf34c6o8vzngnf7ishlg,Noah Franklin,Cobb,Noah,Cobb,Male,N. Cobb,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2005-07-20,Chattanooga,USA,7hr2f89v44y65dyu9k92vprwn,185.0,75.0,right,24.0,2022-04-29Z,2025-07-26Z,active,no,NaN,NaN,NaN
e8an897mmidiq51r2wz1c3jdh,Alexandre,Nascimento da Costa e Silva,Alexandre,Nascimento da Costa e Silva,Male,Xande Silva,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,1997-03-16,Lisboa,Portugal,1nbm5i9a0403zzvltn17lxinc,177.0,68.0,right,45.0,2024-01-31Z,2025-04-23Z,active,no,Angola,3k53bkrjx5zsxchc6e3mcd834,Xande Silva
erjg1qs9modbqfkfiz6picyqx,Ronald José,Hernández Pimentel,Ronald,Hernández,Male,R. Hernández,Venezuela,1er0616j12s9yghuzvsx76d5v,Defender,player,1997-09-21,Barinas,Venezuela,1er0616j12s9yghuzvsx76d5v,171.0,70.0,right,2.0,2022-01-17Z,NaN,active,yes,NaN,NaN,NaN
f11ubohus6ppmy2qkq9w6a5wq,William James,Reilly,Will,Reilly,Male,W. Reilly,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-12-03,Decatur,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,right,28.0,2025-01-01Z,NaN,active,yes,NaN,NaN,NaN
f1e7n1pmjklbr35g7uuqdr78q,Jayden,Hibbert,Jayden,Hibbert,Male,J. Hibbert,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Goalkeeper,player,2004-08-05,Teaneck,USA,7hr2f89v44y65dyu9k92vprwn,188.0,75.0,right,42.0,2025-01-01Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN
f69xf0cdfn1qe63t5tr5in10,Dominik,Chon Qui,Dominik,Chong Qui,Male,D. Chong Qui,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-12-29,Alpharetta,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,left,50.0,2025-02-22Z,NaN,active,yes,NaN,NaN,NaN
21c8xr15tb1u1kc2q6fqsmaga,Owen Michael,Wolff,Owen,Wolff,Male,O. Wolff,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-12-30,Snellville,USA,7hr2f89v44y65dyu9k92vprwn,175.0,66.0,right,33.0,2021-09-13Z,NaN,active,yes,Philippines,2bn52u7dpgfatwqumx224cczx,NaN
3cbmr8hg3kszw5wl04p3ol27e,Calvin Jay,Fodrey,CJ,Fodrey,Male,C. Fodrey,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2004-02-10,California,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,left,19.0,2022-12-21Z,NaN,active,yes,NaN,NaN,NaN
3kdo987cyshholc6o499t5skp,Leo Onni Artturi,Väisänen,Leo,Väisänen,Male,L. Väisänen,Finland,2u07e54v5dprsugdvddpq5ync,Defender,player,1997-07-23,Helsinki,Finland,2u07e54v5dprsugdvddpq5ync,186.0,76.0,right,15.0,2023-01-04Z,2025-03-24Z,active,no,NaN,NaN,NaN
3lx67heebifzjgqty4belatt6,Nicky Stéphane,Medja Beloko,Nicky,Beloko,Male,N. Beloko,Switzerland,3bh70jgvc5mn58x0byjkuda17,Midfielder,player,2000-02-16,Ebolowa,Switzerland,3bh70jgvc5mn58x0byjkuda17,184.0,73.0,right,27.0,2025-07-24Z,NaN,active,yes,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN
3z2lh52s6xpulwxm636h31e51,Diego Iván,Rubio Köstner,Diego,Rubio,Male,D. Rubio,Chile,32tb8d7824xg4i0ybxzssczu0,Attacker,player,1993-05-15,Santiago de Chile,Chile,32tb8d7824xg4i0ybxzssczu0,180.0,77.0,right,21.0,2024-02-05Z,NaN,active,yes,Germany,36min0qztu8eydwvpv8t1is0m,NaN
4d6cfs28p6vb6q1ijkw3dks7p,Julio César,Cascante Solórzano,Julio,Cascante,Male,J. Cascante,Costa Rica,48emauy3fucokp86skcs5alh8,Defender,player,1993-10-03,Puerto Limón,Costa Rica,48emauy3fucokp86skcs5alh8,186.0,75.0,right,18.0,2020-12-13Z,NaN,active,yes,NaN,NaN,NaN
4rrcs72owauveldlz4o1fwgyx,Brendan Daniel,Hines-Ike,Brendan,Hines-Ike,Male,B. Hines-Ike,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1994-11-30,Denver,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,right,4.0,2024-02-15Z,NaN,active,yes,NaN,NaN,NaN
4z8eter0zc0ucxz9kcbynuuhh,Nicolás,Estévez Martínez,Nico,Estévez,Male,Nico Estévez,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,coach,1980-01-29,Valencia,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,NaN,2024-10-25Z,NaN,active,yes,NaN,NaN,NaN
5ym1q9duaf8gaumjc83ze4vyt,Bradley Scott,Stuver,Brad,Stuver,Male,B. Stuver,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1991-04-16,Cleveland,USA,7hr2f89v44y65dyu9k92vprwn,191.0,82.0,right,1.0,2020-12-28Z,NaN,active,yes,NaN,NaN,NaN
641bsr9un81t6sds51fhvijh0,Bryant Jimmy,Farkarlun,Bryant,Farkarlun,Male,B. Farkarlun,Liberia,78fh41lat89a3xaqjqcdzb4ul,Attacker,player,2001-07-14,Monrovia,Liberia,78fh41lat89a3xaqjqcdzb4ul,170.0,68.0,right,26.0,2024-02-20Z,NaN,active,yes,NaN,NaN,NaN
6dn08w1t5ihd1mpq0fbeaz85w,Mateja,Đorđević,Mateja,Djordevic,Male,M. Đorđević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Defender,player,2003-01-17,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2025-07-24Z,NaN,active,yes,NaN,NaN,NaN
6o2j11534agynjtkftpe1bgq2,Guilherme,da Trindade Dubas,Guilherme,da Trindade Dubas,Male,Guilherme Biro,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2000-05-01,Curitiba,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,188.0,79.0,left,29.0,2024-01-31Z,NaN,active,yes,NaN,NaN,Guilherme Biro
71ewtolv8guf3m6sh01pf1nmx,Besard,Šabović,Besard,Sabovic,Male,B. Šabović,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Midfielder,player,1998-01-05,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,186.0,77.0,right,14.0,2025-01-21Z,NaN,active,yes,North Macedonia,1lesyxylc5eza0a4z87t9azcc,NaN
7564gfry2o0s6aclmsl7q1zze,Riley,Thomas,Riley,Thomas,Male,R. Thomas,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-03-15,NaN,USA,7hr2f89v44y65dyu9k92vprwn,183.0,NaN,right,2.0,2025-03-14Z,NaN,active,yes,NaN,NaN,NaN
7m5wyvhq876dyap45egqs2tjo,Ervin,Torres,Ervin,Torres,Male,E. Torres,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2007-11-14,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,right,38.0,2024-10-18Z,NaN,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN
7u1lf62rqlgzban2dwy6c1rmc,Nicolás,van Rijn Portabella,Nico,Van Rijn,Male,Nico van Rijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2001-03-26,Sant Cugat del Vallès,Spain,49ih1pwv3ahshdf8uzrimi54c,192.0,78.0,right,40.0,2025-03-22Z,2025-06-30Z,active,no,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN
8h9sizm6iwpsyvg6w81fvbsyy,Osman,Bukari,Osman,Bukari,Male,O. Bukari,Ghana,2q2sw72utw5gu9t5y4knckwba,Attacker,player,1998-12-13,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,170.0,66.0,both,11.0,2024-07-18Z,NaN,active,yes,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN
8u9628byics80cynd60zexs0k,Nicolás,Dubersarsky,Nicolás,Dubersarsky,Male,N. Dubersarsky,Argentina,2vovxa97k7v7ofa85dah2xktb,Midfielder,player,2004-12-21,Córdoba,Argentina,2vovxa97k7v7ofa85dah2xktb,188.0,NaN,right,20.0,2025-01-31Z,NaN,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
8znveya9u1qadcqomkwfydwph,Davy,Arnaud,Davy,Arnaud,Male,D. Arnaud,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,1980-06-22,Nederland,USA,7hr2f89v44y65dyu9k92vprwn,180.0,72.0,right,NaN,2020-01-01Z,NaN,active,yes,NaN,NaN,NaN
bdwbbro06256s61ed42kejvmd,Ilie,Sánchez Farrés,Ilie,Sánchez,Male,Ilie Sánchez,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1990-11-21,Barcelona,Spain,49ih1pwv3ahshdf8uzrimi54c,182.0,79.0,right,6.0,2025-01-31Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN
cz3k865qdwn8apn8e6xa2lu6s,Daniel Alejandro,Pereira Gil,Dani,Pereira,Male,D. Pereira,Venezuela,1er0616j12s9yghuzvsx76d5v,Midfielder,player,2000-07-14,Caracas,Venezuela,1er0616j12s9yghuzvsx76d5v,175.0,68.0,right,8.0,2021-01-21Z,NaN,active,yes,NaN,NaN,NaN
dpvvvm0cip5j7j4i8nq4bb089,Jáder Rafael,Obrian Arias,Jáder,Obrian,Male,J. Obrian,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Attacker,player,1995-05-18,María La Baja,Colombia,6kby8rq1p01fg5ds38ckkrcs5,165.0,62.0,right,7.0,2023-12-14Z,NaN,active,yes,NaN,NaN,NaN
e9g52c7vl608rt5wuf9o46l79,Mikkel,Desler Puggaard,Mikkel,Desler,Male,M. Desler,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-02-19,Assens,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,73.0,right,3.0,2024-07-18Z,NaN,active,yes,NaN,NaN,NaN
ec3xdenc4ncg4sc8ni4kkyln8,Antonio,Gomez,Antonio,Gomez,Male,A. Gomez,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-12-15,Las Vegas,USA,7hr2f89v44y65dyu9k92vprwn,188.0,80.0,right,34.0,2024-03-01Z,NaN,active,yes,NaN,NaN,NaN
ecp53k8d0t7yczah3aebn0yne,Jonathan Alexander,Gallagher,Jon,Gallagher,Male,J. Gallagher,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Defender,player,1996-02-23,Dundalk,Republic of Ireland,63nepb66un7juhglo2g6rezcl,175.0,72.0,right,17.0,2020-12-13Z,NaN,active,yes,NaN,NaN,NaN
ei4ddhpc4jooivjfq9uw3092h,Stefan Daniel,Cleveland,Stefan,Cleveland,Male,S. Cleveland,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1994-05-25,Dayton,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,right,30.0,2024-01-31Z,NaN,active,yes,NaN,NaN,NaN
elvrjpt1jlko4henaqvfid7o4,Micah Aiden,Burton,Micah,Burton,Male,M. Burton,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-03-26,Minnesota,USA,7hr2f89v44y65dyu9k92vprwn,172.0,76.0,right,32.0,2023-07-19Z,NaN,active,yes,Cambodia,38jje66sadw9avkq6pi3jhffr,NaN
ev5e7r7m60jqpvaxigduuwa1,Žan,Kolmanič,Zan,Kolmanic,Male,Ž. Kolmanič,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,Defender,player,2000-03-03,Celje,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,178.0,69.0,left,23.0,2021-03-15Z,NaN,active,yes,NaN,NaN,NaN
exgk5o5lerftfexk419xbob9,Myrto,Uzuni,Myrto,Uzuni,Male,M. Uzuni,Albania,17zsm8shejejls2on1ffil3op,Attacker,player,1995-05-31,Berat,Albania,17zsm8shejejls2on1ffil3op,178.0,72.0,right,10.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN
mjey6km17mz37bjy96v785ih,Brandon,Vázquez Toledo,Brandon,Vázquez,Male,B. Vázquez,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,1998-10-14,Chula Vista,USA,7hr2f89v44y65dyu9k92vprwn,188.0,90.0,right,9.0,2025-01-31Z,NaN,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN
r94pv0sgdazy8t4c52qxpfpx,Robert Thomas,Taylor,Robert,Taylor,Male,R. Taylor,Finland,2u07e54v5dprsugdvddpq5ync,Attacker,player,1994-10-21,Kuopio,Finland,2u07e54v5dprsugdvddpq5ync,182.0,78.0,right,16.0,2025-04-23Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,NaN
so8sqvlxz1onakqu1unbl8et,Oleksandr,Svatok,Oleksandr,Svatok,Male,O. Svatok,Ukraine,315w6fk6umfzf4qvba3t55u61,Defender,player,1994-09-27,Kamianske,Ukraine,315w6fk6umfzf4qvba3t55u61,186.0,78.0,right,5.0,2024-07-18Z,NaN,active,yes,NaN,NaN,NaN
15ara0jd9j49swuwoi7z8pzo5,Kristijan,Kahlina,Kristijan,Kahlina,Male,K. Kahlina,Croatia,37hlakrwxyuzovaeoo4sezusp,Goalkeeper,player,1992-07-24,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,188.0,NaN,right,1.0,2022-01-01Z,NaN,active,yes,NaN,NaN,NaN
1dk0bdadfdnycriqp8u21ulpm,Benjamin,Bender,Ben,Bender,Male,B. Bender,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2001-03-07,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,15.0,2024-12-01Z,2025-04-25Z,active,no,NaN,NaN,NaN
1vklxifs8qpj71s4reu3pkw5x,Harry Stefano,Toffolo,Harry,Toffolo,Male,H. Toffolo,England,1fk5l4hkqk12i7zske6mcqju6,Defender,player,1995-08-19,Welwyn Garden City,England,1fk5l4hkqk12i7zske6mcqju6,183.0,71.0,left,15.0,2025-08-05Z,NaN,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN
22zkj62c3nnd2zerfbntlevze,Andrew Dayton,Privett,Andrew,Privett,Male,A. Privett,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2000-08-02,Fallston,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,right,4.0,2023-02-01Z,NaN,active,yes,NaN,NaN,NaN
240d7z6v0gx52zf59ntaa2aqd,Pep,Biel Mas Jaume,Pep,Biel,Male,Pep Biel,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1996-09-05,Sant Joan,Spain,49ih1pwv3ahshdf8uzrimi54c,167.0,62.0,left,16.0,2025-01-31Z,2025-12-31Z,active,yes,NaN,NaN,NaN
