id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,knownName
4zwdj7oaw9in8uo7dzzybqvpw,Vince Chijioke,Osuji,Vince,Osuji,Male,V. Osuji,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Defender,player,2006-04-06,Lagos,Nigeria,63pvdwrsiq5b07mzi8igqei9p,188.0,83.0,right,24.0,2025-01-23Z,NaN,active,yes,NaN
5606cqx2mlkrp81oe6uh6ghec,Chemsdine,Talbi,Chemsdine,Talbi,Male,C. Talbi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2005-05-09,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,175.0,65.0,right,68.0,2023-02-24Z,NaN,active,yes,NaN
5asv6uc3a4xxsr9u30kdfc0ve,Andreas,Skov Olsen,Andreas,Skov Olsen,Male,A. Skov Olsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Attacker,player,1999-12-29,Hillerød,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,75.0,left,7.0,2022-01-28Z,2025-01-17Z,active,no,NaN
6u73l7tuxx0958ij9kvdizjrp,Nordin,Jackers,Nordin,Jackers,Male,N. Jackers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1997-09-05,Veldwezelt,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,82.0,right,29.0,2024-06-15Z,NaN,active,yes,NaN
6uthi96vr24700st7s7m1so6i,Romeo,Vermant,Romeo,Vermant,Male,R. Vermant,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2004-01-24,Gelsenkirchen,Belgium,4wbzjcclyefma1ourvjsu4q2j,181.0,74.0,right,17.0,2024-07-01Z,NaN,active,yes,NaN
79m802yjrfr0ji81c8ty1x2xg,Jorne,Spileers,Jorne,Spileers,Male,J. Spileers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-01-21,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,78.0,right,58.0,2022-09-30Z,NaN,active,yes,NaN
84l7r4ud9ipuf9vc3ib5b4l0q,Hugo Thierry,Siquet,Hugo,Siquet,Male,H. Siquet,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2002-07-09,Marche-en-Famenne,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,70.0,right,41.0,2024-07-23Z,NaN,active,yes,NaN
85jjfo6hgk2e7gb1na0eqz1uc,Bi Abdoul Kader,Yameogo,Bi,Yameogo,Male,B. Yameogo,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Defender,player,2004-12-17,NaN,Côte d'Ivoire,tin6kf561ywonqan0mettr98,184.0,77.0,right,66.0,2024-02-06Z,NaN,active,yes,NaN
8mkkchf0ysdf78r0lncd73klw,Antonio,Eromonsele Nordby Nusa,Antonio,Nusa,Male,A. Nusa,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Midfielder,player,2005-04-17,Ski,Norway,7f16iy4w8u8ogyn6pfooqwv5z,180.0,73.0,right,32.0,2021-08-31Z,2024-08-13Z,active,no,NaN
8prr8v952x2m1iopymvj6g00k,Víctor,Barberá Romero,Victor,Barberà,Male,Víctor Barberá,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Attacker,player,2004-08-20,Barcelona,Spain,49ih1pwv3ahshdf8uzrimi54c,177.0,67.0,right,11.0,2023-06-14Z,2024-08-27Z,active,no,NaN
94sln58zt76ydfvs4pl7xkqy2,Ardon,Jashari,Ardon,Jashari,Male,A. Jashari,Switzerland,3bh70jgvc5mn58x0byjkuda17,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,2002-07-30,Cham,Switzerland,3bh70jgvc5mn58x0byjkuda17,181.0,81.0,left,30.0,2024-06-15Z,NaN,active,yes,NaN
955rlgxysijmlz66kn6qe2sfe,Tristan Danique,van den Heuvel,Dani,van den Heuvel,Male,D. van den Heuvel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,Goalkeeper,player,2003-05-28,Delft,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,73.0,right,16.0,2024-08-07Z,NaN,active,yes,NaN
99jqn2osue4tyo1l7yb93s639,Anga Dedryck,Boyata,Dedryck,Boyata,Male,D. Boyata,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,1990-11-28,Brussel,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,84.0,right,28.0,2022-08-22Z,2025-01-03Z,active,no,NaN
9mlj7fxon5zy1qmktvvcwjrl6,Ferran,Jutglà Blanch,Ferran,Jutglà,Male,Ferran Jutglà,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,Attacker,player,1999-02-01,Sant Julià de Vilatorta,Spain,49ih1pwv3ahshdf8uzrimi54c,176.0,75.0,right,9.0,2022-06-15Z,NaN,active,yes,NaN
9xvik8av83pfnqwwt85unf504,Joaquin,Seys,Joaquin,Seys,Male,J. Seys,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-03-28,Oostende,Belgium,4wbzjcclyefma1ourvjsu4q2j,168.0,52.0,left,65.0,2023-06-03Z,NaN,active,yes,NaN
9yyedlzj1ke15xb91ait55xm2,Amine,Et-Taïbi,Amine,Et-Taïbi,Male,A. Et-Taïbi,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2003-02-05,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,67.0,2024-07-12Z,NaN,active,yes,NaN
9z6gig2dmhz738cfm9l23nxuc,Kaye,Furo Tamuno Iyowuna,Kaye,Furo,Male,K. Furo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-02-06,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,190.0,NaN,right,87.0,2024-07-01Z,NaN,active,yes,NaN
ac5ihcnef0we4sklhnmxgn3mc,Axl,De Corte,Axl,De Corte,Male,A. De Corte,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-03-24,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,left,71.0,2022-12-20Z,NaN,active,yes,NaN
acffs01m2p3b4uemzjrp51d9m,Christos,Tzolis,Christos,Tzolis,Male,C. Tzolis,Greece,6lpgd60z890no2v46zdecrcss,NaN,NaN,Attacker,player,2002-01-30,Thessaloniki,Greece,6lpgd60z890no2v46zdecrcss,179.0,70.0,right,8.0,2024-07-04Z,NaN,active,yes,NaN
acnqs0gs1c2ocy3tu49yc8fkl,Michiel,Jonckheere,Michiel,Jonckheere,Male,M. Jonckheere,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,assistant coach,1990-01-03,Ostend,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,66.0,right,NaN,2024-05-25Z,2025-05-27Z,active,no,NaN
avnrtae50pid6aomt6sq3dqi2,Denzel,De Roeve,Denzel,De Roeve,Male,D. De Roeve,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2004-08-10,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,63.0,2023-06-03Z,2025-03-03Z,active,no,NaN
bjhjz96omjukrg6tj3mny39t6,Maxim,De Cuyper,Maxim,De Cuyper,Male,M. De Cuyper,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2000-12-22,Knokke-Heist,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,72.0,left,55.0,2023-07-01Z,NaN,active,yes,NaN
buglwgk2hthoyqt1ocghya92i,Zaid Abner,Romero,Zaid,Romero,Male,Z. Romero,Argentina,2vovxa97k7v7ofa85dah2xktb,Syria,3tsnzfkszhsktmhsmwar1tvp8,Defender,player,1999-12-15,Mendoza,Argentina,2vovxa97k7v7ofa85dah2xktb,193.0,85.0,left,2.0,2024-06-30Z,NaN,active,yes,NaN
bybggxgpzlr7xz2f1i3b7c0kp,Hugo Vegard,Vetlesen,Hugo,Vetlesen,Male,H. Vetlesen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2000-02-29,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,174.0,72.0,right,10.0,2023-07-03Z,NaN,active,yes,NaN
byfrgpc6tgz8lto1gor03y5sl,Simon Luc Hildebert,Mignolet,Simon,Mignolet,Male,S. Mignolet,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,1988-03-06,Sint-Truiden,Belgium,4wbzjcclyefma1ourvjsu4q2j,193.0,88.0,right,22.0,2019-08-04Z,NaN,active,yes,NaN
