id,firstName,lastName,shortFirstName,shortLastName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,knownName
3uku25ta6a40v6l8u4m65cxnu,Vladimir,Lučić,Vladimir,Lucic,V. Lučić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2002-06-28,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,37.0,active,yes,NaN
41lpef3s3bz0y2e8l76pl5xm2,Irakli,Azarovi,Irakli,Azarovi,I. Azarovi,Georgia,55mqz7j6585f2jhgfhn62lomr,NaN,NaN,Defender,player,2002-02-21,Tbilisi,Georgia,55mqz7j6585f2jhgfhn62lomr,179.0,NaN,left,16.0,active,no,NaN
43ib46nh45n9oajf5rmaz4f6x,In-Beom,Hwang,In-Beom,Hwang,Hwang In-Beom,Korea Republic,4vzpxtqkiwx0puygnmayr74di,NaN,NaN,Midfielder,player,1996-09-20,Daejeon,Korea Republic,4vzpxtqkiwx0puygnmayr74di,177.0,70.0,both,66.0,active,yes,Hwang In-Beom
48emxe3ywbi89kgyvd3egzpp1,Peter,Oladeji Olayinka,Peter,Olayinka,P. Olayinka,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Midfielder,player,1995-11-16,Ibadan,Nigeria,63pvdwrsiq5b07mzi8igqei9p,188.0,77.0,both,14.0,active,yes,NaN
4i0lhae9ggu7xzxg8on35qy95,Pape Cherif,Ndiaye,Cherif,Ndiaye,C. Ndiaye,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,1996-01-23,Dakar,Senegal,6hhqyhr5cwq2pfprlazyposyk,190.0,83.0,right,9.0,active,yes,NaN
4i79xygq041riir1g8gdw0mad,Omri,Glazer,Omri,Glazer,O. Glazer,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,Romania,17oj2qrzqlkhdjvazum10sx2i,Goalkeeper,player,1996-03-11,Tel Aviv,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,190.0,NaN,NaN,18.0,active,yes,NaN
4imfkav743ep5bqdgzs5kd1t6,Andrej,Đurić,Andrej,Duric,A. Đurić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2003-09-21,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,no,NaN
4u1sgaf2cmjx1uiv5h6villh,Miloš,Degenek,Milos,Degenek,M. Degenek,Australia,u5ieemi69z72c3bgczyy68lo,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1994-04-28,Knin,Croatia,37hlakrwxyuzovaeoo4sezusp,185.0,83.0,right,3.0,active,yes,NaN
54r2nep64r0nrlhpjco561je2,Viktor,Radojević,Viktor,Radojevic,V. Radojević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2004-07-14,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,29.0,active,yes,NaN
5ke2uwwaoyzdd1f4ryyi2cv3e,Ivan,Guteša,Ivan,Gutesa,I. Guteša,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2002-04-04,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,77.0,active,yes,NaN
6vtr5xi7mdoa8j4jq5y9j2j85,Aleksandar,Dragović,Aleksandar,Dragovic,A. Dragović,Austria,hcs1bd49qliqqity6o268jyt,NaN,NaN,Defender,player,1991-03-06,Wien,Austria,hcs1bd49qliqqity6o268jyt,186.0,84.0,both,15.0,active,yes,NaN
7hzwkvpglkqwz1g6ox2x2fg9g,Uroš,Sremčević,Uros,Sremcevic,U. Sremčević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2006-04-24,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,31.0,active,yes,NaN
7ugefwtfbk4l379iehb0z2ay,Jovan,Mituljikić,Jovan,Mituljikic,J. Mituljikić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2003-01-20,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,40.0,active,yes,NaN
83tm94lm2yguh2eri5gnqv8fe,Marko,Seufatu Nikola Stamenić,Marko,Stamenic,M. Stamenić,New Zealand,wcq2y28a27syx5do1k2i2nj8,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,2002-02-19,Wellington,New Zealand,wcq2y28a27syx5do1k2i2nj8,188.0,NaN,right,6.0,active,yes,NaN
8h9sizm6iwpsyvg6w81fvbsyy,Osman,Bukari,Osman,Bukari,O. Bukari,Ghana,2q2sw72utw5gu9t5y4knckwba,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1998-12-13,Accra,Ghana,2q2sw72utw5gu9t5y4knckwba,170.0,66.0,both,30.0,active,yes,NaN
8sb5lel6if0g03n8n1f5uylsl,Nikola,Vasiljević,Nikola,Vasiljevic,N. Vasiljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,1996-06-24,Užice,Serbia,5w4ve503bjdsshwx9ho6jxzx0,201.0,NaN,NaN,27.0,active,no,NaN
8ti0bem0diie20df2jjaol9be,Nikola,Mituljikić,Nikola,Mituljikic,N. Mituljikić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2003-01-20,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,45.0,active,yes,NaN
8ysf151oqnne4sd3nhz37e2ac,Aleksandar,Đermanović,Aleksandar,Dermanovic,A. Đermanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2002-10-03,Valjevo,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,no,NaN
8zx7blw00uknirnx7rv98vb4k,Egor,Prutsev,Egor,Prutsev,E. Prutsev,Russia,7kfg68kh6n16fs4ap3xjiudr,NaN,NaN,Midfielder,player,2002-12-23,NaN,Russia,7kfg68kh6n16fs4ap3xjiudr,181.0,67.0,NaN,29.0,active,no,NaN
9g5qi226dysmtv1jlq6nrfpjo,Jovan,Šljivić,Jovan,Sljivic,J. Šljivić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-10-14,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,7.0,active,yes,NaN
a73wl104m5uf6v02p2i4wsus,Shedrack,Charles,NaN,NaN,S. Charles,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2003-07-10,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,NaN,active,no,NaN
aje7rfhp2kmdys3ht82xbx4wk,Veljko,Milosavljević,Veljko,Milosavljevic,V. Milosavljević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2007-06-28,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,190.0,NaN,right,44.0,active,yes,NaN
akw8xefrrg5q78q74h4kuj3f8,Kosta,Nedeljković,Kosta,Nedeljkovic,K. Nedeljković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2005-12-16,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,yes,NaN
asve3sezo5a7u3qrre7p0zzhm,Luka,Nikolić,NaN,NaN,L. Nikolić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-03-11,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,no,NaN
b327g29wiilzcv606v54g8pud,Uroš,Spajić,Uros,Spajic,U. Spajić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1993-02-13,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,188.0,82.0,right,5.0,active,yes,NaN
bjgjaklncs9iobtzeaflqgb8,Vuk,Draškić,Vuk,Draskic,V. Draškić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2007-05-11,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,188.0,NaN,right,NaN,active,yes,NaN
c8rxkdo4qlkihuq61xtbofywa,Alex,Vigo Gamaliel,Alex,Vigo,A. Vigo,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Defender,player,1999-04-28,Paraná,Argentina,2vovxa97k7v7ofa85dah2xktb,175.0,74.0,NaN,13.0,active,no,NaN
cj3fd7djmm3m1lvxoyzq0onh1,Milan,Rodić,Milan,Rodic,M. Rodić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1991-04-02,Drvar,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,185.0,75.0,left,23.0,active,yes,NaN
cj8qm9lxbiv1ehb80nivvez85,Marko,Gobeljić,Marko,Gobeljic,M. Gobeljić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1992-09-13,Kraljevo,Serbia,5w4ve503bjdsshwx9ho6jxzx0,185.0,70.0,right,77.0,active,no,NaN
csxtlm75994yzk9wpvor9lv6c,Veljko,Vukojević,Veljko,Vukojevic,V. Vukojević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2006-08-22,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,yes,NaN
cu13lfpqojvl94w4w0546pgk4,Ognjen,Mimović,Ognjen,Mimovic,O. Mimović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2004-08-17,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,right,70.0,active,yes,NaN
d13osv7jkftdsei606zvi2uhh,Barak,Bakhar,Barak,Bakhar,B. Bakhar,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,NaN,NaN,NaN,coach,1979-09-21,Tzrufa,Israel,4bnqn6mt5vyslpxfuqdrcmpgp,NaN,NaN,NaN,NaN,active,no,NaN
d29kspi5hcnnl38om4ikn1xck,Stefan,Leković,Stefan,Lekovic,S. Leković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2004-01-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,44.0,active,no,NaN
d8qady1y0xlbt7hzltiffydp1,Vladan,Milojević,Vladan,Milojevic,V. Milojević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,coach,1970-03-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,yes,NaN
dacvfyjg2bvfm5ymk78isn6j9,Slavoljub,Srnić,Slavoljub,Srnic,S. Srnić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1992-01-12,Šabac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,174.0,62.0,right,55.0,active,no,NaN
daepbhdv5jmtsx45ov5vgnr2t,Guélor,Kanga Kaku,Guélor,Kanga,G. Kanga,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1990-09-01,Oyem,Gabon,6jfjrlsdz5ns00g4gvk9a6xav,167.0,63.0,right,8.0,active,yes,NaN
daz92aie55a0hru8ut41dhdrd,Lazar,Nikolić,Lazar,Nikolic,L. Nikolić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1999-08-01,Leskovac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,176.0,NaN,right,76.0,active,yes,NaN
dfdu0b94j2fwk6xwiaofagul1,Nemanja,Milunović,Nemanja,Milunovic,N. Milunović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1989-05-31,Čačak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,193.0,86.0,both,19.0,active,yes,NaN
dml3sqlwc65ujj48jqsnk7hlh,Zoran,Popović,Zoran,Popovic,Z. Popović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,1988-05-28,Pakrac,Croatia,37hlakrwxyuzovaeoo4sezusp,188.0,81.0,right,1.0,active,yes,NaN
ebnjqfs4wweqq5mfpepo25g16,Nikola,Knežević,Nikola,Knezevic,N. Knežević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2003-03-10,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,41.0,active,yes,NaN
ecowfx5iwg3lw9pn3x7tn1gr8,Yacouba Nasser,Djiga,Nasser,Djiga,N. Djiga,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,NaN,NaN,Defender,player,2002-11-15,Bobo-Dioulasso,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,187.0,80.0,right,24.0,active,yes,NaN
eirmawmzrjao5dgbsmnielrtg,Uroš,Kabić,Uros,Kabic,U. Kabić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2004-01-01,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,NaN,NaN,70.0,active,no,NaN
eo99bjcr7q0eo1vcz4ib2xwtm,Uroš,Lazić,Uros,Lazic,U. Lazić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2003-03-15,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,21.0,active,no,NaN
12eoz2saqznafrltz09twerdg,Boston Benjamin,Billups,NaN,NaN,B. Billups,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2005-08-24,NaN,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,23.0,active,yes,NaN
1fow92f9p0ondhoe3e1i3j3ai,Bojan,Vukmirović,NaN,NaN,B. Vukmirović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2000-06-14,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,1.0,active,no,NaN
1fyoae0re6x2cmhcdhu6lsxlg,Nebojša,Jandrić,NaN,NaN,N. Jandrić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,coach,1975-10-02,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,active,yes,NaN
1kz3t51yrjorvxfm9ht7e34a2,Nikola,Savić,Nikola,Savic,N. Savić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,2001-02-12,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,4.0,active,no,NaN
1y0zgoi9ohoptyqfxnekxokx5,Miloš,Gordić,Milos,Gordic,M. Gordić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2000-03-05,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,191.0,NaN,NaN,51.0,active,yes,NaN
1ykna3eethnofpn71t9gihknp,Marko,Bajic,NaN,NaN,M. Bajic,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,assistant coach,1985-09-28,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,80.0,NaN,NaN,active,yes,NaN
25bzlqdld8fdnaqzqifjdv1zp,Aleksandar,Lutovac,Aleksandar,Lutovac,A. Lutovac,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1997-06-28,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,175.0,NaN,NaN,45.0,active,yes,NaN
2n7rypa04dx8bqv39h0b9kt90,Aleksa,Cvetković,Aleksa,Cvetkovic,A. Cvetković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-05-13,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,91.0,active,yes,NaN
30u098sq9lrtri0nfrhqjkc0l,Luka,Luković,Luka,Lukovic,L. Luković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,1996-10-11,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,189.0,82.0,both,9.0,active,yes,NaN
350h0n923yfg6vskgnas8v816,Strahinja,Čarapić,Strahinja,Carapic,S. Čarapić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2002-10-17,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,77.0,active,no,NaN
3cif5p8tw9hff510txs44e6t,Jagoš,Vuković,Jagos,Vukovic,J. Vuković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1988-06-10,Vrbas,Serbia,5w4ve503bjdsshwx9ho6jxzx0,195.0,93.0,left,26.0,active,yes,NaN
3t7e7ns157heoz0jp9fbut1ck,Darko,Stojanović,NaN,NaN,D. Stojanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2003-09-03,Vranje,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,24.0,active,yes,NaN
3znlzcm3sruz4725241g6dboq,Dimitrios,Džinović,NaN,NaN,D. Džinović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1997-09-14,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,20.0,active,yes,NaN
428d6lt1f4iih2odsf0913oyc,Stefan,Nikolić,NaN,NaN,S. Nikolić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2004-07-25,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,33.0,active,yes,NaN
4293mvh11wls7fe7os25kt10q,Veljko,Kijevčanin,NaN,NaN,V. Kijevčanin,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1999-08-03,Čačak,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,29.0,active,yes,NaN
4ensfjuf2sfw4vh0sdo22shnu,Željko,Arsić,NaN,NaN,Ž. Arsić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,1997-07-26,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,17.0,active,yes,NaN
4f67fs5dnaszy93p8q41xkjro,Nikola,Vukić,NaN,NaN,N. Vukić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2004-05-20,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,6.0,active,no,NaN
50uu853eju7sspgnc6d7gmitx,Aleksandr,Zuev,Aleksandr,Zuev,A. Zuev,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,Russia,7kfg68kh6n16fs4ap3xjiudr,Midfielder,player,1996-06-26,Qostanai,Kazakhstan,6kewn14jj4ncyzghlbu61hna6,177.0,68.0,right,10.0,active,no,NaN
5oo1i4i0wdhmg317vv25p3w4q,Edin,Ajdinović,Edin,Ajdinovic,E. Ajdinović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2001-06-07,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,21.0,active,yes,NaN
6i9t6d54psc2u01707099gahg,Aleksandar,Knežević,NaN,NaN,A. Knežević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Goalkeeper,player,2001-02-01,Kraljevo,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,12.0,active,yes,NaN
6x2o5jze57ljpzm5aw6lmxkyy,Viktor,Živojinović,Viktor,Zivojinovic,V. Živojinović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,1999-03-15,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,177.0,NaN,NaN,45.0,active,no,NaN
79pkyg7kltmw54a1wm1e1f2s5,Stefan,Stefanović,NaN,NaN,S. Stefanović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1991-08-22,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,8.0,active,no,NaN
7a691b2sj7of43vu2c09255gp,Nikola,Terzić,Nikola,Terzic,N. Terzić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2000-09-28,Jagodina,Serbia,5w4ve503bjdsshwx9ho6jxzx0,177.0,NaN,NaN,10.0,active,yes,NaN
7pu0vg7djdjvbv825csxojdas,Stefan,Bastaja,NaN,NaN,S. Bastaja,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,2005-02-22,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,right,16.0,active,yes,NaN
86e3kct8hmotkncyrrw08quhh,Uroš,Ćosić,Uros,Cosic,U. Ćosić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1992-10-24,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,187.0,77.0,right,22.0,active,yes,NaN
8gzqlpznxio16jaipyy47pplh,Uroš,Stamenić,NaN,NaN,U. Stamenić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Midfielder,player,1996-10-14,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,17.0,active,no,NaN
8hl08vgusoojxqbuojuvnxgr8,Milan,Delević,NaN,NaN,M. Delević,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1998-02-23,Duisburg,Germany,36min0qztu8eydwvpv8t1is0m,186.0,NaN,both,15.0,active,yes,NaN
8ueuve1vkx7natnbbti8imkt1,Goran,Vukliš,Goran,Vuklis,G. Vukliš,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,Goalkeeper,player,1987-09-24,NaN,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,NaN,NaN,NaN,1.0,active,yes,NaN
90ow8gt98wvo34ro2bug3b95g,Miloš,Jović,NaN,NaN,M. Jović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2006-05-22,Novi Sad,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,19.0,active,yes,NaN
9j5id5inskexejpa0mx289ko9,Zarija,Lambulić,Zarija,Lambulic,Z. Lambulić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Defender,player,1998-05-25,Peć,Kosovo,86u6edbqifdjsn49mbp2anw7p,193.0,NaN,right,35.0,active,yes,NaN
9ny9kzib3bgxit7lum43xhces,Miloš,Luković,Milos,Lukovic,M. Luković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2005-11-18,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,11.0,active,yes,Milos Lukovic
a73wl104m5uf6v02p2i4wsus,Shedrack,Charles,NaN,NaN,S. Charles,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2003-07-10,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,NaN,14.0,active,no,NaN
buzn1e6fhxs6gucvmwhedual0,Nikola,Krstić,NaN,NaN,N. Krstić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,Attacker,player,2004-12-01,Beograd,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,25.0,active,yes,NaN
