id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,secondNationality,secondNationalityId,knownName
8i8bmahxr33zbz9320pm35xxw,Patryk,Kukulski,Patryk,Kukulski,Male,P. Kukulski,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2004-07-03,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,NaN,2025-01-01Z,2025-01-23Z,active,no,NaN,NaN,NaN
99iq70h0f9w17xktqco1c7b9x,Aleksander,Komor,Aleksander,Komor,Male,A. Komor,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1994-06-24,Lublin,Poland,27baqb7359ywdvsxxklx1kn11,190.0,82.0,right,14.0,2023-06-19Z,2025-06-30Z,active,no,NaN,NaN,NaN
9kacknawwb06ytdlodi7yg74k,Jakub,Kaduk,Jakub,Kaduk,Male,J. Kaduk,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2004-02-26,NaN,Poland,27baqb7359ywdvsxxklx1kn11,186.0,NaN,left,26.0,2023-07-06Z,2025-06-30Z,active,no,NaN,NaN,NaN
9t8s1wtc6higz8ernnk0t9ck5,Märten,Kuusk,Märten,Kuusk,Male,M. Kuusk,Estonia,64smib5liu1qh78iaylufxj99,Defender,player,1996-04-05,Tallinn,Estonia,64smib5liu1qh78iaylufxj99,181.0,76.0,right,2.0,2024-01-23Z,NaN,active,yes,NaN,NaN,NaN
a0zpetflr8gttr03gfqjvxi39,Borja,Galán González,Borja,Galán,Male,Borja Galán,Spain,49ih1pwv3ahshdf8uzrimi54c,Midfielder,player,1993-04-26,Madrid,Spain,49ih1pwv3ahshdf8uzrimi54c,182.0,76.0,right,8.0,2024-06-20Z,NaN,active,yes,NaN,NaN,NaN
ai796gh4k5tzj9plkfo89ygru,Filip,Szymczak,Filip,Szymczak,Male,F. Szymczak,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2002-05-06,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,187.0,76.0,both,19.0,2025-01-30Z,2025-06-19Z,active,no,NaN,NaN,NaN
anpadn4bxepct4hw6h76qe28l,Dawid,Kudła,Dawid,Kudla,Male,D. Kudła,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,1992-03-21,Ruda Śląska,Poland,27baqb7359ywdvsxxklx1kn11,189.0,84.0,right,1.0,2021-07-01Z,NaN,active,yes,NaN,NaN,NaN
au7k8te1i6zz5cna42td452xg,Jakub,Antczak,Jakub,Antczak,Male,J. Antczak,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-04-29,Wrocław,Poland,27baqb7359ywdvsxxklx1kn11,173.0,61.0,right,74.0,2024-07-18Z,2024-12-31Z,active,no,NaN,NaN,NaN
awe3km1oqe0ooqombcz6zj04q,Sebastian,Bergier,Sebastian,Bergier,Male,S. Bergier,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,1999-12-20,Wrocław,Poland,27baqb7359ywdvsxxklx1kn11,183.0,75.0,right,7.0,2023-02-11Z,2025-06-30Z,active,no,NaN,NaN,NaN
ayk1pp3xfbxcjosxe63b4om50,Łukasz,Trepka,Lukasz,Trepka,Male,Ł. Trepka,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2006-12-26,NaN,Poland,27baqb7359ywdvsxxklx1kn11,182.0,NaN,NaN,25.0,2024-03-15Z,NaN,active,yes,NaN,NaN,NaN
b8fc8pgvumh4uonerj9ld82qx,Marcin,Wasielewski,Marcin,Wasielewski,Male,M. Wasielewski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1994-08-23,Poznań,Poland,27baqb7359ywdvsxxklx1kn11,172.0,73.0,right,23.0,2022-06-17Z,NaN,active,yes,NaN,NaN,NaN
bhkhtg8t4nguiqfkr5un61rrp,Arkadiusz,Jędrych,Arkadiusz,Jedrych,Male,A. Jędrych,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1992-05-27,Pruszków,Poland,27baqb7359ywdvsxxklx1kn11,192.0,90.0,NaN,4.0,2019-01-29Z,NaN,active,yes,NaN,NaN,NaN
c6qsnn5fewykplrfk5ngn31pm,Patryk,Szczuka,Patryk,Szczuka,Male,P. Szczuka,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2002-01-31,Jaworzno,Poland,27baqb7359ywdvsxxklx1kn11,189.0,76.0,NaN,33.0,2022-06-20Z,2025-08-08Z,active,no,NaN,NaN,NaN
cargbqvrkodad89ypcih6xous,Maksym,Herasymov,Maksym,Herasymov,Male,M. Herasymov,Ukraine,315w6fk6umfzf4qvba3t55u61,Goalkeeper,player,2005-01-04,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,NaN,34.0,2024-03-15Z,2024-12-31Z,active,no,NaN,NaN,NaN
ckskgzj2m76269pfz87br3etx,Adrian,Danek,Adrian,Danek,Male,A. Danek,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1994-08-01,Nowy Sącz,Poland,27baqb7359ywdvsxxklx1kn11,180.0,75.0,right,20.0,2023-06-24Z,2025-06-30Z,active,no,NaN,NaN,NaN
coixvzgm6jweoltzaegupwxxx,Mateusz,Mak,Mateusz,Mak,Male,M. Mak,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1991-11-14,Sucha Beskidzka,Poland,27baqb7359ywdvsxxklx1kn11,173.0,60.0,right,10.0,2023-06-21Z,2025-06-30Z,active,no,NaN,NaN,NaN
cwmmiuio76em9a2aalcvk7huc,Alan,Bród,Alan,Bród,Male,A. Bród,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-08-09,NaN,Poland,27baqb7359ywdvsxxklx1kn11,177.0,NaN,NaN,28.0,2022-05-31Z,NaN,active,yes,NaN,NaN,NaN
cxd642lcm5z27xm9kdr0uqj1l,Bartosz,Jaroszek,Bartosz,Jaroszek,Male,B. Jaroszek,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1994-02-17,Siemianowice Śląskie,Poland,27baqb7359ywdvsxxklx1kn11,189.0,82.0,NaN,13.0,2020-08-15Z,2025-08-21Z,active,no,NaN,NaN,NaN
czs0kshkwsxrl8jwr9z6cbbv9,Rafał,Górak,Rafal,Gorak,Male,R. Górak,Poland,27baqb7359ywdvsxxklx1kn11,NaN,coach,1973-03-30,Bytom,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,NaN,2019-06-03Z,NaN,active,yes,NaN,NaN,NaN
e1w55mbpxdz0y0n9qox07d2qc,Mateusz,Kowalczyk,Mateusz,Kowalczyk,Male,M. Kowalczyk,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-04-16,Warszawa,Poland,27baqb7359ywdvsxxklx1kn11,181.0,NaN,both,77.0,2024-07-17Z,2025-06-20Z,active,no,NaN,NaN,NaN
eaucji42h0ay0g8h4nh4f9s7o,Konrad Jan,Gruszkowski,Konrad,Gruszkowski,Male,K. Gruszkowski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2001-01-27,Rabka-Zdrój,Poland,27baqb7359ywdvsxxklx1kn11,183.0,74.0,right,24.0,2025-01-28Z,NaN,active,yes,NaN,NaN,NaN
ez3qcp5jb6xuq1m6jxkwx1fkk,Kacper,Pietrzyk,Kacper,Pietrzyk,Male,K. Pietrzyk,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2004-03-17,Olkusz,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,right,19.0,2021-07-01Z,2024-09-06Z,active,no,NaN,NaN,NaN
t9owwo6qmjsfv8e4b304lejt,Sebastian,Milewski,Sebastian,Milewski,Male,S. Milewski,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1998-04-30,Mława,Poland,27baqb7359ywdvsxxklx1kn11,175.0,76.0,NaN,22.0,2024-07-04Z,NaN,active,yes,NaN,NaN,NaN
umoom2dfauat83rfpa874qhg,Tomasz,Włodarek,NaN,NaN,Male,T. Włodarek,Poland,27baqb7359ywdvsxxklx1kn11,NaN,assistant coach,1987-09-21,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,NaN,2021-07-01Z,NaN,active,yes,NaN,NaN,NaN
181g6wzi3ihz7zuzte0ck77bp,Tomáš,Huk,Tomas,Huk,Male,T. Huk,Slovakia,7dybe8679n9bgyrcxi383pq3y,Defender,player,1994-12-22,Košice,Slovakia,7dybe8679n9bgyrcxi383pq3y,184.0,79.0,right,5.0,2019-07-01Z,2025-06-30Z,active,no,NaN,NaN,NaN
18kocq2s0h6q6jfjbba8dcy51,Aleksandar,Vuković,Aleksandar,Vukovic,Male,A. Vuković,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,coach,1979-08-25,Banja Luka,Serbia,5w4ve503bjdsshwx9ho6jxzx0,186.0,82.0,NaN,NaN,2022-10-27Z,2025-06-30Z,active,no,Poland,27baqb7359ywdvsxxklx1kn11,NaN
1doj52vyyeu5m7rq7geruu8ve,Serhii,Krykun Wiktorowycz,Serhii,Krykun,Male,S. Krykun,Ukraine,315w6fk6umfzf4qvba3t55u61,Attacker,player,1996-09-22,Karpylivka,Ukraine,315w6fk6umfzf4qvba3t55u61,175.0,70.0,right,11.0,2023-06-15Z,2024-09-03Z,active,no,Poland,27baqb7359ywdvsxxklx1kn11,NaN
1lmkzgjn68a57dw3n2nsk20ut,Grzegorz,Tomasiewicz,Grzegorz,Tomasiewicz,Male,G. Tomasiewicz,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1996-05-05,Jaworzno,Poland,27baqb7359ywdvsxxklx1kn11,166.0,59.0,both,20.0,2022-06-14Z,NaN,active,yes,NaN,NaN,NaN
1utq05d236olr7aoy810clgwl,František,Plach,Frantisek,Plach,Male,F. Plach,Slovakia,7dybe8679n9bgyrcxi383pq3y,Goalkeeper,player,1992-03-08,Žilina,Slovakia,7dybe8679n9bgyrcxi383pq3y,192.0,80.0,left,26.0,2018-02-01Z,NaN,active,yes,NaN,NaN,NaN
1vaq6n1fj8qvmee8y7g03juvo,Piotr,Liszewski,Piotr,Liszewski,Male,P. Liszewski,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2004-12-18,Warszawa,Poland,27baqb7359ywdvsxxklx1kn11,184.0,77.0,right,25.0,2022-07-01Z,2025-01-16Z,active,no,NaN,NaN,NaN
2jm1yhf7rmceuzk1eqf01g5t6,Michał,Kaput,Michal,Kaput,Male,M. Kaput,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1998-02-18,Wyszków,Poland,27baqb7359ywdvsxxklx1kn11,185.0,82.0,both,28.0,2024-07-01Z,2024-08-21Z,active,no,NaN,NaN,NaN
36bi849x9anyfayunuudgcdbe,Miguel Raimundo,Nóbrega,Miguel Raimundo,Nóbrega,Male,Miguel Nóbrega,Portugal,1nbm5i9a0403zzvltn17lxinc,Defender,player,2000-04-17,Funchal,Portugal,1nbm5i9a0403zzvltn17lxinc,190.0,84.0,right,14.0,2024-09-06Z,2025-06-30Z,active,no,NaN,NaN,Miguel Nóbrega
3d0vp0k2zp28ut0k5n4jfpot1,Aleksandar,Radunović,Aleksandar,Radunovic,Male,A. Radunović,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,assistant coach,1980-05-09,NaN,Serbia,5w4ve503bjdsshwx9ho6jxzx0,NaN,NaN,NaN,NaN,2024-07-01Z,NaN,active,yes,NaN,NaN,NaN
3z0y00unek639781gsg9v28k,Justin,Daniel,Justin,Daniel,Male,J. Daniel,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2005-02-14,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,27.0,2025-04-04Z,NaN,active,yes,NaN,NaN,NaN
492o4ign0i938ppxmp55k3evo,Bartłomiej,Jelonek,Bartlomiej,Jelonek,Male,B. Jelonek,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2001-12-22,Bytom,Poland,27baqb7359ywdvsxxklx1kn11,188.0,81.0,right,12.0,2022-07-01Z,2025-06-30Z,active,no,NaN,NaN,NaN
4h6ku69wrhijpfltgrxtzeqj9,Michał Łukasz,Chrapek,Michal,Chrapek,Male,M. Chrapek,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1992-04-03,Jaworzno,Poland,27baqb7359ywdvsxxklx1kn11,177.0,74.0,right,6.0,2020-10-10Z,NaN,active,yes,NaN,NaN,NaN
4qrbatgg5eoow8xp70isrrlk9,Constantin Simon,Reiner,Constantin,Reiner,Male,C. Reiner,Austria,hcs1bd49qliqqity6o268jyt,Defender,player,1997-07-11,Oberndorf bei Salzburg,Austria,hcs1bd49qliqqity6o268jyt,197.0,95.0,right,37.0,2024-07-01Z,2025-02-18Z,active,no,NaN,NaN,NaN
6hdfz2mxfptzgyldvlbip2e39,Patryk,Dziczek,Patryk,Dziczek,Male,P. Dziczek,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1998-03-25,Gliwice,Poland,27baqb7359ywdvsxxklx1kn11,182.0,80.0,right,10.0,2022-08-31Z,NaN,active,yes,NaN,NaN,NaN
77i1j6flk8cpmh6e2kn31nalm,Maciej,Rosołek,Maciej,Rosolek,Male,M. Rosołek,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2001-09-02,Siedlce,Poland,27baqb7359ywdvsxxklx1kn11,183.0,82.0,both,39.0,2024-07-25Z,2025-06-30Z,active,no,NaN,NaN,NaN
7iwmabib5dwilig14fm0du1nt,Miłosz,Szczepański,Milosz,Szczepanski,Male,M. Szczepański,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1998-03-22,Nowy Sącz,Poland,27baqb7359ywdvsxxklx1kn11,168.0,60.0,right,30.0,2023-09-01Z,2025-06-23Z,active,no,NaN,NaN,NaN
7qu0qz8c7xik26o96iix88416,Michael,Ameyaw,Michael,Ameyaw,Male,M. Ameyaw,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2000-09-16,Łódź,Poland,27baqb7359ywdvsxxklx1kn11,176.0,75.0,right,19.0,2021-07-01Z,2024-09-06Z,active,no,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
7uy4h0q3bevo7rcp5c9q23e8l,Damian,Kądzior,Damian,Kadzior,Male,D. Kądzior,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1992-06-16,Białystok,Poland,27baqb7359ywdvsxxklx1kn11,174.0,71.0,left,92.0,2021-07-19Z,2025-02-14Z,active,no,NaN,NaN,NaN
8cpgpggbjt3ou3no5sil2gro4,Igor,Drapiński,Igor,Drapinski,Male,I. Drapiński,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2004-05-31,Koło,Poland,27baqb7359ywdvsxxklx1kn11,186.0,82.0,left,29.0,2024-06-25Z,NaN,active,yes,NaN,NaN,NaN
8fgscsdgytvhw5y6mlthxtrdh,Erik,Jirka,Erik,Jirka,Male,E. Jirka,Slovakia,7dybe8679n9bgyrcxi383pq3y,Midfielder,player,1997-09-19,Trnava,Slovakia,7dybe8679n9bgyrcxi383pq3y,183.0,75.0,right,90.0,2025-01-01Z,NaN,active,yes,NaN,NaN,NaN
8og5oteudjv9r0ae10lhs5a3u,Miguel,Muñoz Fernández,Miguel,Muñoz,Male,Miguel Muñoz,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1996-11-22,Madrid,Spain,49ih1pwv3ahshdf8uzrimi54c,182.0,73.0,right,3.0,2021-07-01Z,2025-06-30Z,active,no,NaN,NaN,NaN
9hwxz4jig9tzvusschssz9r6d,Tihomir,Kostadinov,Tihomir,Kostadinov,Male,T. Kostadinov,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,1996-03-04,Skopje,North Macedonia,1lesyxylc5eza0a4z87t9azcc,180.0,77.0,right,96.0,2021-12-23Z,2025-06-30Z,active,no,NaN,NaN,NaN
9qokz2ssts984e787p622rjmc,Oskar,Leśniak,Oskar,Lesniak,Male,O. Leśniak,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-10-07,Segovia,Poland,27baqb7359ywdvsxxklx1kn11,176.0,69.0,right,31.0,2022-06-20Z,NaN,active,yes,NaN,NaN,NaN
ahuuhqepl5shiwlg8f4z8mn3e,Ariel Paweł,Mosór,Ariel,Mosór,Male,A. Mosór,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2003-02-19,Katowice,Poland,27baqb7359ywdvsxxklx1kn11,184.0,82.0,right,2.0,2021-07-01Z,2024-08-22Z,active,no,NaN,NaN,NaN
ao28obmqcveh1b751phwonv11,Fabian,Piasecki,Fabian,Piasecki,Male,F. Piasecki,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,1995-05-04,Wrocław,Poland,27baqb7359ywdvsxxklx1kn11,186.0,87.0,right,9.0,2024-02-02Z,2025-06-30Z,active,no,NaN,NaN,NaN
c13mrhlxqb421xscvv5e8gg7o,Dawid,Rychta,Dawid,Rychta,Male,D. Rychta,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,2006-03-04,Wołomin,Poland,27baqb7359ywdvsxxklx1kn11,192.0,82.0,right,79.0,2023-07-18Z,NaN,active,yes,NaN,NaN,NaN
cgf79jslwhdpgr5bjk77njxbe,Thierry Mikael,Gale,Thierry,Gale,Male,T. Gale,Barbados,6s2kneg94h46sha1zdawibpj0,Attacker,player,2002-05-01,Bridgetown,Barbados,6s2kneg94h46sha1zdawibpj0,168.0,74.0,right,11.0,2025-02-05Z,2025-06-30Z,active,no,NaN,NaN,NaN
czkfem9rq9t8p81g83hgvsa21,Andreas,Katsantonis,Andreas,Katsantonis,Male,A. Katsantonis,Cyprus,3om8cj5nhmq1rzzkykubm5icj,Attacker,player,2000-02-16,Nicosia,Cyprus,3om8cj5nhmq1rzzkykubm5icj,181.0,81.0,right,70.0,2024-09-01Z,NaN,active,yes,NaN,NaN,NaN
cztmb9a90siksck53emqdeb4l,Mateusz,Smuda,Mateusza,Smudy,Male,M. Smuda,Poland,27baqb7359ywdvsxxklx1kn11,NaN,assistant coach,1971-09-13,NaN,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,NaN,NaN,2021-07-01Z,NaN,active,yes,NaN,NaN,NaN
d07nu8pupuvgpyku9jkvb1edw,Mateusz,Kopczyński,Mateusz,Kopczynski,Male,M. Kopczyński,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2007-12-17,NaN,Poland,27baqb7359ywdvsxxklx1kn11,186.0,75.0,NaN,16.0,2025-02-20Z,NaN,active,yes,NaN,NaN,NaN
duxdphb0uj1nn1s48o85ku6tw,Jakub,Lewicki,Jakub,Lewicki,Male,J. Lewicki,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2005-09-17,Białystok,Poland,27baqb7359ywdvsxxklx1kn11,182.0,70.0,both,36.0,2024-09-07Z,NaN,active,yes,NaN,NaN,NaN
dv19gtc0jqvxmtxzxz3nw04wl,Jakub,Czerwiński,Jakub,Czerwinski,Male,J. Czerwiński,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1991-08-06,Krynica Zdrój,Poland,27baqb7359ywdvsxxklx1kn11,183.0,84.0,right,4.0,2018-06-14Z,NaN,active,yes,NaN,NaN,NaN
e9roqxv5v9c7rnu2n0v5eb5xx,Karol,Szymański,Karol,Szymanski,Male,K. Szymański,Poland,27baqb7359ywdvsxxklx1kn11,Goalkeeper,player,1993-06-25,Szczecinek,Poland,27baqb7359ywdvsxxklx1kn11,192.0,92.0,right,33.0,2020-08-01Z,NaN,active,yes,NaN,NaN,NaN
eo7j8m95en3u2zpwehwy7vjrp,Tomasz,Mokwa,Tomasz,Mokwa,Male,T. Mokwa,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,1993-02-10,Słupsk,Poland,27baqb7359ywdvsxxklx1kn11,182.0,82.0,right,22.0,2018-08-08Z,NaN,active,yes,NaN,NaN,NaN
et0shka3qigtf9pwkd8wf1ey1,Filip,Karbowy,Filip,Karbowy,Male,F. Karbowy,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,1997-09-03,Turek,Poland,27baqb7359ywdvsxxklx1kn11,178.0,84.0,right,17.0,2023-07-11Z,2025-06-30Z,active,no,NaN,NaN,NaN
f4iz7rz0fdum9iz6r7llqtd78,Levis,Pitan,Levis,Pitan,Male,L. Pitan,Poland,27baqb7359ywdvsxxklx1kn11,Defender,player,2005-05-24,Coventry,England,1fk5l4hkqk12i7zske6mcqju6,186.0,88.0,right,15.0,2024-08-07Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,NaN
kd98imbqfm5d80ykcjnvirdg,Szczepan,Mucha,Szczepan,Mucha,Male,S. Mucha,Poland,27baqb7359ywdvsxxklx1kn11,Midfielder,player,2004-02-29,Bielsko-Biała,Poland,27baqb7359ywdvsxxklx1kn11,173.0,70.0,right,23.0,2023-01-23Z,2025-02-13Z,active,no,NaN,NaN,NaN
oyatrrl4rq1erkhluznzhi39,Jorge Félix,Muñoz García,Jorge,Félix,Male,Jorge Félix,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1991-08-22,Madrid,Spain,49ih1pwv3ahshdf8uzrimi54c,175.0,76.0,right,7.0,2022-08-02Z,NaN,active,yes,NaN,NaN,NaN
qdadrt9ivtog57qgrr2ketw,Mouhamed,Souarè,Mouhamed,Souarè,Male,M. Souarè,France,7gww28djs405rfga69smki84o,Defender,player,2004-09-19,Clermonte-Ferrand,France,7gww28djs405rfga69smki84o,190.0,NaN,left,NaN,2025-03-04Z,2025-06-30Z,active,no,Guinea,4i9sg55wigitrfx7290f59ceo,NaN
qisxuxd3mj6c4d8oorq7tjbo,Gabriel,Kirejczyk,Gabriel,Kirejczyk,Male,G. Kirejczyk,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2003-02-12,Oświęcim,Poland,27baqb7359ywdvsxxklx1kn11,197.0,81.0,right,27.0,2024-07-01Z,2024-08-30Z,active,no,NaN,NaN,NaN
