id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,endDate,knownName
aigwxi86oplnk6nhuowk7lus4,Jakke,Van Britsom,Jakke,Van Britsom,Male,J. Van Britsom,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-02-13,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,89.0,2025-04-17Z,active,yes,NaN,NaN
bkmv9zdoazi53yhb6m3693ml0,Jesse Eugen,Bisiwu,Jesse,Bisiwu,Male,J. Bisiwu,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2008-01-22,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,right,74.0,2023-07-01Z,active,yes,NaN,NaN
cl0m4thgpt8aw7b3tsqev3rpw,Stefan,Ostoici,Stefan,Ostoici,Male,S. Ostoici,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Goalkeeper,player,2009-02-03,NaN,Hungary,1vy5vlux7mj2r7r9ktd71hhpo,NaN,NaN,NaN,61.0,2025-06-18Z,active,yes,NaN,NaN
cngalnjef9grrkkc3hrk6fyz9,Thibaut,Van Acker,Thibaut,Van Acker,Male,T. Van Acker,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,1991-11-21,Merendree,Belgium,4wbzjcclyefma1ourvjsu4q2j,183.0,63.0,right,77.0,2025-01-20Z,active,yes,NaN,NaN
d0neh5vcdezvb0ful49zguiok,Alejandro,Granados Torres,Alejandro,Granados,Male,Alejandro Granados,Spain,49ih1pwv3ahshdf8uzrimi54c,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-05-30,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,70.0,2023-08-08Z,active,yes,NaN,NaN
dfy8wmt4li6v2a3ulhftrxr10,Shandre Miguel,Campbell,Shandre,Campbell,Male,S. Campbell,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,NaN,Attacker,player,2005-07-15,NaN,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN,NaN,left,84.0,2024-07-10Z,active,yes,NaN,NaN
dl484hplllyu01qwpra62k2z8,Yanis Kasonga,Musuayi,Yanis,Musuayi,Male,Y. Musuayi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-06-26,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,99.0,2025-01-07Z,active,yes,NaN,NaN
drfstbvc1algj8h5wmfp2740k,Tian Nai,Koren,Tian Nai,Koren,Male,T. Koren,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,Midfielder,player,2009-07-31,NaN,Slovenia,63vptz9g2ckqnnlxhd1oqn4xq,NaN,NaN,right,85.0,2025-08-13Z,active,yes,NaN,NaN
e757mme0woki67my915eckn4k,Gianluca Tommaso,Okon-Engstler,Gianluca,Okon-Engstler,Male,G. Okon-Engstler,Australia,u5ieemi69z72c3bgczyy68lo,Italy,25f2cmb2r8mk5rj92tzer6kvv,Midfielder,player,2009-01-24,NaN,Australia,u5ieemi69z72c3bgczyy68lo,NaN,NaN,NaN,86.0,2024-12-19Z,active,yes,NaN,NaN
q2uubesdtpjeq5eui1ro86c4,Argus Oscar,Vanden Driessche,Argus,Vanden Driessche,Male,A. Vanden Driessche,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2007-04-22,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,81.0,2024-07-01Z,active,yes,NaN,NaN
13r6toeeb5qqudzaqekep7hn8,Trey,Kongolo,Trey,Kongolo,Male,T. Kongolo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2007-09-07,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,74.0,2025-07-01Z,active,yes,NaN,NaN
1aruzn1n0zu5pbyg9cii3plw4,Jesse Dillon,Hesford,NaN,NaN,Male,J. Hesford,Australia,u5ieemi69z72c3bgczyy68lo,NaN,NaN,NaN,assistant coach,NaN,NaN,Australia,u5ieemi69z72c3bgczyy68lo,NaN,NaN,NaN,NaN,2024-08-01Z,active,yes,NaN,NaN
1otm71j1169bt3ivgo2vlj2tw,Kjell,Peersman,Kjell,Peersman,Male,K. Peersman,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2004-05-21,Wilrijk,Belgium,4wbzjcclyefma1ourvjsu4q2j,194.0,NaN,right,30.0,2025-08-07Z,active,yes,NaN,NaN
20z6wexg4cexccgiyxfk45zbo,David Honoré,Mukuna-Trouet,David,Mukuna-Trouet,Male,D. Mukuna-Trouet,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2001-10-02,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,192.0,78.0,NaN,78.0,2025-07-01Z,active,yes,NaN,NaN
305qdt0a1kyu5n5aiplnbyhw4,Abdul Rachid,Ayindé,Abdul,Ayindé,Male,A. Ayindé,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,NaN,NaN,Defender,player,2005-07-17,NaN,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,NaN,NaN,NaN,39.0,2023-07-17Z,active,yes,NaN,NaN
312k8l40ale1pzfwh9qq92e39,Elimane,Coulibaly,NaN,NaN,Male,E. Coulibaly,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,NaN,assistant coach,1980-03-15,Yeumbeul,Senegal,6hhqyhr5cwq2pfprlazyposyk,190.0,89.0,right,NaN,2022-12-09Z,active,yes,NaN,NaN
35x7bddkntbkbw6ocuofqw1lg,Gyano,Vanderdonck,Gyano,Vanderdonck,Male,G. Vanderdonck,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2006-11-24,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,77.0,2023-04-14Z,active,yes,NaN,NaN
3b80sle58o7lcwny0l9852djo,Oleksandr,Soroka,Oleksandr,Soroka,Male,O. Soroka,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Midfielder,player,2007-01-12,NaN,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,NaN,67.0,2024-09-08Z,active,yes,NaN,NaN
3wlekwt7ma61d5za0zc8evdw4,Mohammed Jamel,El Âdfaoui,Mohammed,El Adfaoui,Male,M. El Âdfaoui,Belgium,4wbzjcclyefma1ourvjsu4q2j,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2008-02-28,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,28.0,2024-09-20Z,active,yes,NaN,NaN
3zbatgyz6ryffdwkekqy5tt78,Briek Guido,Van Hoorick,Briek,Van Hoorick,Male,B. Van Hoorick,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-12-28,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,80.0,2023-07-01Z,active,yes,NaN,NaN
4dte95hzm3u9jtv0jjdu1r76c,Ali Donny,Sylla,Ali,Donny,Male,A. Donny,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-05-23,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,73.0,2024-11-09Z,active,yes,NaN,NaN
4wos1jbql3nu7c1ksa9n2auc4,Gilles,De Meyer,Gilles,De Meyer,Male,G. De Meyer,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-09-17,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,35.0,2023-05-17Z,active,yes,NaN,NaN
571x8flwj7sweniovzrb21g5w,Abubakar,Idris Abdullahi,Abubakar,Abdullahi,Male,A. Abdullahi,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2006-01-27,NaN,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,right,61.0,2024-02-01Z,active,yes,NaN,NaN
5ndhc20gklqqo69n04og1lmhg,Jassim,Mazouz,Jassim,Mazouz,Male,J. Mazouz,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2003-09-13,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,70.0,2024-07-01Z,active,yes,NaN,NaN
6usylpvvapcqzwjbyzbe0vf2s,Mohamed,Soumah,Mohamed,Soumah,Male,M. Soumah,Guinea,4i9sg55wigitrfx7290f59ceo,NaN,NaN,Defender,player,2003-03-15,Conakry,Guinea,4i9sg55wigitrfx7290f59ceo,188.0,80.0,right,38.0,2024-07-01Z,active,yes,NaN,NaN
6zo1ykc0n2njq5xnx0tiuluz8,El Hadji,Seck,El Hadji,Seck,Male,E. Seck,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Attacker,player,2007-01-14,Diamniadio,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,right,59.0,2025-01-15Z,active,yes,NaN,NaN
7khoxxas0glvvadxcyuhdaas4,Viktor Nói,Vidarsson,Viktor,Vidarsson,Male,V. Vidarsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Belgium,4wbzjcclyefma1ourvjsu4q2j,Midfielder,player,2007-02-15,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,right,66.0,2024-11-09Z,active,yes,NaN,NaN
7r41d2rculnboh7k0rcvitmok,Simon,Buggea,Simon,Buggea,Male,S. Buggea,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-05-08,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,60.0,2025-07-01Z,active,yes,NaN,NaN
865znq723gfdwfn8dxce8ax3o,Preben,Blondeel,Preben,Blondeel,Male,P. Blondeel,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2009-01-07,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,left,71.0,2025-08-07Z,active,yes,NaN,NaN
8kfzusol8hn87dr69wzjkku8k,Wout,Asselman,Wout,Asselman,Male,W. Asselman,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-01-20,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,62.0,2022-07-01Z,active,yes,NaN,NaN
8rsmx7skreq5jt8ckz7a3egic,Tibe,De Vlieger,Tibe,De Vlieger,Male,T. De Vlieger,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2005-11-05,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,NaN,right,27.0,2022-07-01Z,active,yes,NaN,NaN
9qrzjvq6mj53sieo3rrrkwydw,Noah,Laghmich,Noah,Laghmich,Male,N. Laghmich,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2007-05-06,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,2025-07-01Z,active,yes,NaN,NaN
a762nd22lh41vq417sdn9c178,Matties,Volckaert,Matties,Volckaert,Male,M. Volckaert,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2002-10-12,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,57.0,2024-07-01Z,active,yes,NaN,NaN
aq4se0rkrot43dcglegnjc2dw,Victor,De Coninck,Victor,De Coninck,Male,V. De Coninck,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2006-02-08,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,51.0,2024-11-09Z,active,yes,NaN,NaN
b0upi258uiboang0627l5v8k4,Briek,Morel,Briek,Morel,Male,B. Morel,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-05-23,NaN,Germany,36min0qztu8eydwvpv8t1is0m,NaN,NaN,NaN,65.0,2025-08-05Z,active,yes,NaN,NaN
e4rmemqxw4kdu5lrw3syjsutw,Ruslan,Vydysh,Ruslan,Vydysh,Male,R. Vydysh,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Attacker,player,2006-07-04,Zaporizhzhia,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,NaN,79.0,2024-08-31Z,active,yes,NaN,NaN
egk6jzgyggkh62b5fokw7534k,René Barbara,Vanden Borre,René,Vanden Borre,Male,R. Vanden Borre,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2004-01-19,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,191.0,NaN,NaN,50.0,2022-07-01Z,active,yes,NaN,NaN
f1ddydnv64e9kym2ueuzkg0es,Mamadou,Aliou Diallo,Mamadou,Diallo,Male,M. Diallo,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Defender,player,2007-02-21,NaN,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,NaN,56.0,2025-07-01Z,active,yes,NaN,NaN
khutsuz1099dyng13zk0v3rp,Thomas,Matton,Thomas,Matton,Male,T. Matton,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,coach,1985-10-24,Horebeke,Belgium,4wbzjcclyefma1ourvjsu4q2j,180.0,70.0,right,NaN,2024-07-24Z,active,yes,NaN,NaN
m8qyz0chbc6dpjy85yqsbf9w,Bas,Evers,Bas,Evers,Male,B. Evers,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2008-12-02,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,2024-11-09Z,active,yes,NaN,NaN
mgu7zta94e2ei7a6idacolck,Nicolas,Thienpont,Nicolas,Thienpont,Male,N. Thienpont,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2006-06-12,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,55.0,2024-11-09Z,active,yes,NaN,NaN
o80220ekimin1i3avwaxb1n8,Hannes,Vernemmen,Hannes,Vernemmen,Male,H. Vernemmen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2005-01-08,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,54.0,2022-10-29Z,active,yes,NaN,NaN
1gkafh9k8w1u24mw86drnro5w,Saïdou Nourou,Touré,Saïdou,Touré,Male,S. Touré,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Attacker,player,2007-02-09,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,80.0,2023-07-01Z,active,yes,NaN,NaN
1kl9112b8rcbr3k1s5hs353x0,Aaron,Le Forestier Banind Bibout,Aaron,Bibout,Male,A. Bibout,Cameroon,4eb9feio6u267dd1jcwaf38mt,NaN,NaN,Attacker,player,2004-09-03,Yaoundé,Cameroon,4eb9feio6u267dd1jcwaf38mt,193.0,NaN,NaN,23.0,2025-08-22Z,active,yes,NaN,NaN
2ii3i7pgznf4goicdbfxr45xw,Elie,Mbavu,Elie,Mbavu,Male,E. Mbavu,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2009-10-20,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,73.0,2024-07-01Z,active,yes,NaN,NaN
355mijuf0p3q7x029my9irwbu,Johan,Van Rumst,Johan,Van Rumst,Male,J. Van Rumst,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,coach,1977-12-30,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,NaN,2025-01-27Z,active,yes,NaN,NaN
37yl0xzrlfbyp7x5dhcc89mju,Brent,Stevens,Brent,Stevens,Male,B. Stevens,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2003-08-11,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,187.0,79.0,right,71.0,2024-07-05Z,active,yes,NaN,NaN
3ozr9i8cbbl9szx2zwhj5snbo,Jelle,Driessen,Jelle,Driessen,Male,J. Driessen,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2009-01-19,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,76.0,2024-02-01Z,active,yes,NaN,NaN
43uuj9gwya80n4r3z6kcv87bo,Josue,Ndenge Kongolo,Josue,Kongolo,Male,J. Kongolo,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Defender,player,2006-04-13,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,184.0,77.0,right,44.0,2022-09-29Z,active,yes,NaN,NaN
44kah50v5w1on1mhbostzfrze,Kayden Leighton,Hugh Pierre,Kayden,Pierre,Male,K. Pierre,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2003-02-16,Bloomfield Hills,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,right,2.0,2024-09-26Z,active,yes,NaN,NaN
4iwwgxdioq4c805t6c7subzf8,Emmanuel Jeriel,Sarfo,Emmanuel,Sarfo,Male,E. Sarfo,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Defender,player,2007-07-12,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,84.0,2025-02-04Z,active,yes,NaN,NaN
4oqs1647mbwhzsekzumlrsqvo,Yumeki,Yoshinaga,Yumeki,Yoshinaga,Male,Y. Yoshinaga,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Defender,player,2006-02-22,NaN,Japan,lxyibh89lpdc0bfian1nx0xq,177.0,NaN,NaN,55.0,2024-07-01Z,active,yes,NaN,NaN
4td7pzgggkj7v70bux2wl6l90,Ayumu,Yokoyama,Ayumu,Yokoyama,Male,A. Yokoyama,Japan,lxyibh89lpdc0bfian1nx0xq,NaN,NaN,Attacker,player,2003-03-04,Tokyo,Japan,lxyibh89lpdc0bfian1nx0xq,170.0,65.0,NaN,30.0,2025-02-03Z,active,yes,NaN,NaN
4tg9tdmggkz68b57yc0ysof10,Victory,Beniangba,Victory,Beniangba,Male,V. Beniangba,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,Attacker,player,2003-06-15,Yenagoa,Nigeria,63pvdwrsiq5b07mzi8igqei9p,193.0,84.0,right,50.0,2025-07-01Z,active,yes,NaN,NaN
54mqz5alqxpstvr69ql9ckkr8,Daan,Van Laere,Daan,Van Laere,Male,D. Van Laere,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Goalkeeper,player,2008-10-15,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,188.0,NaN,right,61.0,2025-07-01Z,active,yes,NaN,NaN
5p8oubwq3kmr68fx4vloi9us4,Ayman,Rabhi,Ayman,Rabhi,Male,A. Rabhi,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,Midfielder,player,2007-04-24,NaN,Belgium,4wbzjcclyefma1ourvjsu4q2j,NaN,NaN,NaN,68.0,2024-07-01Z,active,yes,NaN,NaN
