id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,placeOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,status,active,endDate,secondNationality,secondNationalityId,knownName
31v89l4k38v1wpisz7xhkq38,Jaydon Amauri,Banel,Jaydon,Banel,Male,J. Banel,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-10-19,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,70.0,right,49.0,2022-06-27Z,active,no,2025-02-03Z,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
32n3284h95a93yq9h7hbw5hp1,Chuba Amechi,Akpom,Chuba,Akpom,Male,C. Akpom,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1995-10-09,London,England,1fk5l4hkqk12i7zske6mcqju6,183.0,70.0,right,10.0,2023-08-16Z,active,no,2025-02-02Z,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN
35qg0rrwtl00pycx468s62m3u,Kenneth Ina Dorothea,Taylor,Kenneth,Taylor,Male,K. Taylor,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2002-05-16,Alkmaar,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,75.0,left,8.0,2019-07-21Z,active,yes,NaN,NaN,NaN,NaN
3e8tsv4mzm75peokuw38d8jmy,Charlie Terence,Setford,Charlie,Setford,Male,C. Setford,England,1fk5l4hkqk12i7zske6mcqju6,Goalkeeper,player,2004-05-11,Haarlem,Netherlands,6hzi5pltnz67q4la8yli9qfv6,187.0,76.0,right,51.0,2021-08-28Z,active,no,2025-08-04Z,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN
3rve12v22lh39aaqgjlwlmhas,Don-Angelo Christoffel,Annum-Assamoah Konadu,Don-Angelo,Konadu,Male,D. Konadu,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2006-05-03,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,173.0,60.0,right,59.0,2024-07-04Z,active,yes,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
3srqm69qud5sfy14rgveaeuxg,Lucas,Jetten,Lucas,Jetten,Male,L. Jetten,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2007-06-07,Natalspruit,South Africa,1kiwby3xmt97m3ejw76qs4i6k,166.0,55.0,left,46.0,2024-07-04Z,active,no,2025-08-04Z,South Africa,1kiwby3xmt97m3ejw76qs4i6k,NaN
47l204bkq2qqjhtazusr0019m,Youri Pieter,Baas,Youri,Baas,Male,Y. Baas,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2003-03-17,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,71.0,left,15.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
4fu2agdclsyxx1boxxibauzo4,Gerald,Alders,Gerald,Alders,Male,G. Alders,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-05-07,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,NaN,right,47.0,2024-07-04Z,active,no,2025-02-04Z,Namibia,5gnafp0jaansh8iqoslamuwdc,NaN
4n18t6bixl6ba3bx76hym51qs,Anton,Gaaei,Anton,Gaaei,Male,A. Gaaei,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-11-19,Viborg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,73.0,right,3.0,2023-08-17Z,active,yes,NaN,NaN,NaN,NaN
4utx4h5jz14whtjawxn7ox0r8,Nick,Verschuren,Nick,Verschuren,Male,N. Verschuren,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2005-01-13,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,67.0,right,42.0,2023-08-18Z,active,no,2025-08-11Z,NaN,NaN,NaN
56nbghr9snc79dt8h99wleej8,Sean,Steur,Sean,Steur,Male,S. Steur,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2008-01-11,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,NaN,both,63.0,2025-02-08Z,active,yes,NaN,NaN,NaN,NaN
57btqxe5sy3ygzxpp55p4umdx,Wout François Maria,Weghorst,Wout,Weghorst,Male,W. Weghorst,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1992-08-07,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,197.0,84.0,right,25.0,2024-08-29Z,active,yes,NaN,NaN,NaN,NaN
5nlzolv5bg03eiopba58rs251,Matheus,Lima Magalhães,Matheus,Lima Magalhães,Male,Matheus,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Goalkeeper,player,1992-03-29,Belo Horizonte,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,190.0,86.0,right,16.0,2025-02-04Z,active,no,2025-06-30Z,Portugal,1nbm5i9a0403zzvltn17lxinc,Matheus
6hrp4zuxh40i3tccmk5s0j5xx,Steven Charles,Bergwijn,Steven,Bergwijn,Male,S. Bergwijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1997-10-08,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,171.0,74.0,right,7.0,2022-07-08Z,active,no,2024-09-02Z,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
6sg2ot7z9kfyrlgjkmpqvejqi,Devyne Fabian Jairo,Rensch,Devyne,Rensch,Male,D. Rensch,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2003-01-18,Lelystad,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,75.0,both,2.0,2020-08-07Z,active,no,2025-01-23Z,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
70h2g33o2w7f32dtx76wji99m,Gastón Luciano,Ávila,Gastón,Ávila,Male,G. Ávila,Argentina,2vovxa97k7v7ofa85dah2xktb,Defender,player,2001-09-30,Rosario,Argentina,2vovxa97k7v7ofa85dah2xktb,182.0,80.0,left,30.0,2023-08-22Z,active,no,2025-01-14Z,NaN,NaN,NaN
71yzjw5c6ng7bs4raygfxyzo4,Dave,Vos,Dave,Vos,Male,D. Vos,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1983-04-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,NaN,2024-07-01Z,active,no,2025-06-30Z,NaN,NaN,NaN
7dkhv2l8y6jq20l1dc2ye17je,Oliver Valaker,Edvardsen,Oliver,Edvardsen,Male,O. Edvardsen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Attacker,player,1999-03-19,Bærum,Norway,7f16iy4w8u8ogyn6pfooqwv5z,175.0,65.0,right,17.0,2025-01-31Z,active,yes,NaN,NaN,NaN,NaN
7joybllup4h9oe6zfhcepjy6t,Steven,Berghuis,Steven,Berghuis,Male,S. Berghuis,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,1991-12-19,Apeldoorn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,75.0,left,23.0,2021-07-19Z,active,yes,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
7w5ivtmbqzi4hfte330r1a505,Remko Jurian,Pasveer,Remko,Pasveer,Male,R. Pasveer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1983-11-08,Enschede,Netherlands,6hzi5pltnz67q4la8yli9qfv6,188.0,88.0,right,22.0,2021-07-01Z,active,yes,NaN,NaN,NaN,NaN
80i3boeh7f1ghu4ka7r66izje,Christian Theodor,Kjelder Rasmussen,Christian,Rasmussen,Male,C. Rasmussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-01-19,Lyngby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,75.0,left,29.0,2024-07-01Z,active,no,2025-07-09Z,NaN,NaN,NaN
8zzjxnppg44txae0mcs6r1ega,Carlos Roberto,Forbs Borges,Carlos Roberto,Forbs Borges,Male,Carlos Forbs,Portugal,1nbm5i9a0403zzvltn17lxinc,Attacker,player,2004-03-19,NaN,Portugal,1nbm5i9a0403zzvltn17lxinc,169.0,62.0,left,NaN,2023-08-04Z,active,no,2024-08-30Z,Guinea-Bissau,5ikz7810612v7a6l5u6gxa6vm,Carlos Forbs
93htnzl434o9vayt4suhs66fo,Kayden,Santana Wolff,Kayden,Wolff,Male,K. Wolff,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2006-06-19,Almere,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,NaN,right,61.0,2024-07-22Z,active,no,2025-08-04Z,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
9c2i7ddl2uh7kuhwq62klkyui,Brian Ebenezer,Adjei Brobbey,Brian,Brobbey,Male,B. Brobbey,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2002-02-01,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,180.0,78.0,right,9.0,2022-07-22Z,active,yes,NaN,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN
9nix5y8xcj34ps62r34udtqwa,Kristian Nökkvi,Hlynsson,Kristian,Hlynsson,Male,K. Hlynsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Midfielder,player,2004-01-23,Odense,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,72.0,right,38.0,2021-07-01Z,active,no,2025-01-31Z,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN
9pox9siobczxr9fv3fvvx3h1w,Silvano Cliff Robbie,Vos,Silvano,Vos,Male,S. Vos,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2005-03-16,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,189.0,72.0,right,NaN,2022-02-03Z,active,no,2024-08-30Z,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
9tp35qqu1heburu0g5wa6jv56,Lucas,Oliveira Rosa,Lucas,Oliveira Rosa,Male,Lucas Rosa,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Defender,player,2000-04-03,Ribeirão Preto,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,176.0,68.0,right,2.0,2025-02-04Z,active,yes,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,Lucas Rosa
9ugmdlcqa8onrfxc8o7iudyj8,Daniele,Cavalletto,Daniele,Cavalletto,Male,D. Cavalletto,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,assistant coach,1977-03-03,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,NaN,2024-07-01Z,active,no,2025-05-19Z,NaN,NaN,NaN
9uo88sreasbyj41lg34hxy28l,Bertrand Isidore,Traoré,Bertrand,Traoré,Male,B. Traoré,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,Attacker,player,1995-09-06,Bobo-Dioulasso,Burkina Faso,2ggql4uo9h0p3c67wkm68ibol,181.0,73.0,left,20.0,2024-07-15Z,active,yes,NaN,NaN,NaN,NaN
a185wef6iz1nun1wry40jcgoa,Naci,Ünüvar,Naci,Ünüvar,Male,N. Ünüvar,Türkiye,6kd6webenogylfgwt2aa9l6vx,Attacker,player,2003-06-13,Zaandam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,168.0,64.0,right,32.0,2024-07-01Z,active,no,2024-08-29Z,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN
a63ez4ov40p2xkdsi0otez2s,Julian Dean,Rijkhoff,Julian,Rijkhoff,Male,J. Rijkhoff,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2005-01-25,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,NaN,right,19.0,2024-02-01Z,active,no,2025-06-23Z,NaN,NaN,NaN
a9gc0gd5320jvh6x3ct7vuvis,Julian Christiaan,Brandes,Julian,Brandes,Male,J. Brandes,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2004-05-11,Purmerend,Netherlands,6hzi5pltnz67q4la8yli9qfv6,177.0,73.0,right,41.0,2022-06-27Z,active,no,2024-12-31Z,NaN,NaN,NaN
b8ixf31bdyfqqcwoy4ulai73e,Kian Franklin,Fitz-Jim,Kian,Fitz-Jim,Male,K. Fitz-Jim,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2003-07-05,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,70.0,right,28.0,2024-01-11Z,active,yes,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
baakmd4ndnulbl9npvmq90mvp,Davy,Klaassen,Davy,Klaassen,Male,D. Klaassen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,1993-02-21,Hilversum,Netherlands,6hzi5pltnz67q4la8yli9qfv6,179.0,70.0,right,18.0,2024-09-17Z,active,yes,NaN,NaN,NaN,NaN
bgydmtsi0ngn9k56apo29v0no,Jorrel,Hato,Jorrel,Hato,Male,J. Hato,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,2006-03-07,Rotterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,182.0,76.0,left,4.0,2022-12-02Z,active,no,2025-08-03Z,Curaçao,5im58ram567ao2fbnz39sm8vk,NaN
bh3b7e2qzh41dltd6h2obpln9,Daniele,Rugani,Daniele,Rugani,Male,D. Rugani,Italy,25f2cmb2r8mk5rj92tzer6kvv,Defender,player,1994-07-29,Lucca,Italy,25f2cmb2r8mk5rj92tzer6kvv,190.0,84.0,right,24.0,2024-08-21Z,active,no,2025-06-02Z,NaN,NaN,NaN
brfa9yhy2llgt9l75unddogk,Jorthy,Mokio,Jorthy,Mokio,Male,J. Mokio,Belgium,4wbzjcclyefma1ourvjsu4q2j,Defender,player,2008-02-29,Gent,Belgium,4wbzjcclyefma1ourvjsu4q2j,182.0,NaN,left,31.0,2024-06-24Z,active,yes,NaN,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
cpxjyefifvc5ww5rvefgz2wwk,Felipe,Sánchez Mateos,Felipe,Sanchez Mateos,Male,Felipe Sánchez,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,assistant coach,1986-04-21,NaN,Spain,49ih1pwv3ahshdf8uzrimi54c,NaN,NaN,NaN,NaN,2024-07-01Z,active,no,2025-05-19Z,NaN,NaN,NaN
cstlool8c2aoty5vhx77t4q38,Jan Jakub,Faberski,Jan,Faberski,Male,J. Faberski,Poland,27baqb7359ywdvsxxklx1kn11,Attacker,player,2006-04-22,Płock,Poland,27baqb7359ywdvsxxklx1kn11,170.0,NaN,left,50.0,2022-07-13Z,active,no,2025-08-04Z,NaN,NaN,NaN
cx6fxszjvjam6zb3c3p0dd1jo,Mika Marcel,Godts,Mika,Godts,Male,M. Godts,Belgium,4wbzjcclyefma1ourvjsu4q2j,Attacker,player,2005-06-07,Leuven,Belgium,4wbzjcclyefma1ourvjsu4q2j,176.0,70.0,right,11.0,2023-04-08Z,active,yes,NaN,NaN,NaN,NaN
d2itdjj8bx0aztqggfgv7amay,Benjamin,Tahirović,Benjamin,Tahirovic,Male,B. Tahirović,Bosnia and Herzegovina,4fue8u54361o79fbiu9qwxjer,Midfielder,player,2003-03-03,Spånga,Sweden,1z6l2c33w2kyz9rdefs1d68nb,183.0,68.0,right,33.0,2023-06-18Z,active,no,2025-02-03Z,Sweden,1z6l2c33w2kyz9rdefs1d68nb,NaN
dafbvyorudvujxw7zswicykmh,Owen Colin,Wijndal,Owen,Wijndal,Male,O. Wijndal,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1999-11-28,Zaandam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,65.0,left,5.0,2024-07-01Z,active,yes,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
ddfwtazsntda1pah2l454py3t,Jay,Gorter,Jay,Gorter,Male,J. Gorter,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2000-05-30,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,190.0,79.0,right,12.0,2023-07-01Z,active,no,2025-07-23Z,NaN,NaN,NaN
e9u7cmvaem5p7x9px3yq9f179,Borna,Sosa,Borna,Sosa,Male,B. Sosa,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1998-01-21,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,187.0,79.0,left,25.0,2023-09-01Z,active,no,2024-08-17Z,Germany,36min0qztu8eydwvpv8t1is0m,NaN
elakgkn99i1aig691q1hl8ay2,Sivert,Heggheim Mannsverk,Sivert,Mannsverk,Male,S. Mannsverk,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,2002-05-08,Øvre Årdal,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,77.0,right,16.0,2023-09-01Z,active,no,2025-01-28Z,NaN,NaN,NaN
em7ie3i4w6bt476naq80umcd0,Skye,Vink,Skye,Vink,Male,S. Vink,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2006-07-01,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,187.0,70.0,right,62.0,2024-07-22Z,active,no,2025-08-04Z,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
f2ibn3ej2doay3b4u8ezeix62,Diant,Ramaj,Diant,Ramaj,Male,D. Ramaj,Germany,36min0qztu8eydwvpv8t1is0m,Goalkeeper,player,2001-09-19,Stuttgart,Germany,36min0qztu8eydwvpv8t1is0m,189.0,81.0,both,40.0,2023-08-03Z,active,no,2025-02-03Z,Kosovo,86u6edbqifdjsn49mbp2anw7p,NaN
f593mnttzie8gicqlig2zvzvu,Amourricho Jahvairo Déshauntino,van Axel Dongen,Amourricho,van Axel Dongen,Male,A. van Axel Dongen,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2004-09-29,Almere,Netherlands,6hzi5pltnz67q4la8yli9qfv6,175.0,70.0,right,27.0,2021-07-01Z,active,no,2025-07-15Z,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN
i2nzkd9jxs9mxaati81gcmi1,Jakov,Medić,Jakov,Medic,Male,J. Medić,Croatia,37hlakrwxyuzovaeoo4sezusp,Defender,player,1998-09-07,Zagreb,Croatia,37hlakrwxyuzovaeoo4sezusp,193.0,91.0,right,18.0,2023-08-05Z,active,no,2024-08-20Z,NaN,NaN,NaN
iin6qvi930tfsz3nkagpmpzo,Francesco,Farioli,Francesco,Farioli,Male,F. Farioli,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,coach,1989-04-10,NaN,Italy,25f2cmb2r8mk5rj92tzer6kvv,NaN,NaN,NaN,NaN,2024-05-23Z,active,no,2025-05-19Z,NaN,NaN,NaN
1hmy5uxiyr8g915tngl9l8twq,Myron,van Brederode,Myron,van Brederode,Male,M. van Brederode,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Attacker,player,2003-07-06,Hoofddorp,Netherlands,6hzi5pltnz67q4la8yli9qfv6,174.0,60.0,right,19.0,2022-05-14Z,active,no,2024-08-30Z,NaN,NaN,NaN
22alh32lu88yabxd4pl0opg5w,Kasper,Boogaard,Kasper,Boogaard,Male,K. Boogaard,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-01-29,Den Burg,Netherlands,6hzi5pltnz67q4la8yli9qfv6,183.0,NaN,both,67.0,2025-04-12Z,active,no,2025-06-30Z,NaN,NaN,NaN
2p6h6ivyzp1fzsayw7r2xn2dx,Hobie,Verhulst,Hobie,Verhulst,Male,H. Verhulst,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1993-04-02,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,192.0,92.0,left,12.0,2020-07-01Z,active,yes,NaN,NaN,NaN,NaN
31bs2qi2aa9in77z0iftbkk8a,David,Møller Wolfe,David,Møller Wolfe,Male,D. Møller Wolfe,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,2002-04-23,Bergen,Norway,7f16iy4w8u8ogyn6pfooqwv5z,185.0,78.0,left,18.0,2023-06-13Z,active,no,2025-08-02Z,NaN,NaN,NaN
37d95b3fxv76fm0b6n4tomm8k,Jan,Sierksma,Jan,Sierksma,Male,J. Sierksma,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1984-06-24,Dokkum,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,NaN,NaN,NaN,2024-01-18Z,active,yes,NaN,NaN,NaN,NaN
3dx91sb6ktg8z1xmoti25kru,Peer,Koopmeiners,Peer,Koopmeiners,Male,P. Koopmeiners,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2000-05-04,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,186.0,79.0,right,6.0,2024-07-01Z,active,yes,NaN,NaN,NaN,NaN
3kjxnvfmwd4hij1gnjc3xdhck,Enoch,Mayele Kiemba Mastoras,Enoch,Mastoras,Male,E. Mastoras,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Midfielder,player,2006-05-24,NaN,Netherlands,6hzi5pltnz67q4la8yli9qfv6,176.0,65.0,right,62.0,2024-04-27Z,active,no,2025-06-30Z,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,NaN
3u0yfnfs6jqx0xv2epsynesd0,Tristan,Kuijsten,Tristan,Kuijsten,Male,T. Kuijsten,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,2005-01-16,Almere,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,83.0,right,53.0,2023-07-01Z,active,no,2025-07-10Z,NaN,NaN,NaN
3uq3lrjyj4mnvq6162b0jyhnt,Mees Jacobus Wilhelmus,de Wit,Mees,de Wit,Male,M. de Wit,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Defender,player,1998-04-17,Amsterdam,Netherlands,6hzi5pltnz67q4la8yli9qfv6,181.0,80.0,left,34.0,2022-07-01Z,active,yes,NaN,NaN,NaN,NaN
3wlfck1h1p0ead0ead6csc5ey,Kenneth,Goudmijn,Kenneth,Goudmijn,Male,K. Goudmijn,Netherlands,6hzi5pltnz67q4la8yli9qfv6,NaN,assistant coach,1970-12-04,NaN,Suriname,31vay1njxmbs7vtbfp1wo2dx1,NaN,NaN,NaN,NaN,2023-07-01Z,active,yes,NaN,NaN,NaN,NaN
4cegvsj3s6t0o1l5xap6jypuy,Mayckel,Lahdo,Mayckel,Lahdo,Male,M. Lahdo,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Attacker,player,2002-12-30,Stockholm,Sweden,1z6l2c33w2kyz9rdefs1d68nb,171.0,76.0,right,23.0,2022-06-17Z,active,no,2025-08-13Z,Syria,3tsnzfkszhsktmhsmwar1tvp8,NaN
59ynmlwky3h6m9g2r7a8igi96,Troy Daniel,Parrott,Troy,Parrott,Male,T. Parrott,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Attacker,player,2002-02-04,Dublin,Republic of Ireland,63nepb66un7juhglo2g6rezcl,185.0,78.0,right,9.0,2024-07-13Z,active,yes,NaN,NaN,NaN,NaN
